Round,Driver Id,Driver First Name,Driver Last Name,Constructor Name,Position,Q1 Time,Q2 Time,Q3 Time
5,ocon,Esteban,Ocon,Force India,13,1:18.813,,
5,leclerc,Charles,Leclerc,Sauber,14,1:18.661,,
5,perez,Sergio,Pérez,Force India,15,1:18.740,,
5,hulkenberg,Nico,Hülkenberg,Renault,16,1:18.923,,
5,ericsson,Marcus,Ericsson,Sauber,17,1:19.493,,
5,sirotkin,Sergey,Sirotkin,Williams,18,1:19.695,,
5,stroll,Lance,Stroll,Williams,19,1:20.225,,
5,brendon_hartley,Brendon,Hartley,Toro Rosso,20,,,
6,ricciardo,Daniel,Ricciardo,Red Bull,1,1:12.013,,
6,vettel,Sebastian,Vettel,Ferrari,2,1:12.415,,
6,hamilton,Lewis,Hamilton,Mercedes,3,1:12.460,,
6,raikkonen,Kimi,Räikkönen,Ferrari,4,1:12.639,,
6,bottas,Valtteri,Bottas,Mercedes,5,1:12.434,,
6,ocon,Esteban,Ocon,Force India,6,1:13.028,,
6,alonso,Fernando,Alonso,McLaren,7,1:12.657,,
6,sainz,Carlos,Sainz,Renault,8,1:12.950,,
6,perez,Sergio,Pérez,Force India,9,1:12.848,,
6,gasly,Pierre,Gasly,Toro Rosso,10,1:12.941,,
6,hulkenberg,Nico,Hülkenberg,Renault,11,1:13.065,,
6,vandoorne,Stoffel,Vandoorne,McLaren,12,1:12.463,,
6,sirotkin,Sergey,Sirotkin,Williams,13,1:12.706,,
6,leclerc,Charles,Leclerc,Sauber,14,1:12.829,,
6,grosjean,Romain,Grosjean,Haas F1 Team,15,1:12.930,,
6,brendon_hartley,Brendon,Hartley,Toro Rosso,16,1:13.179,,
6,ericsson,Marcus,Ericsson,Sauber,17,1:13.265,,
6,stroll,Lance,Stroll,Williams,18,1:13.323,,
6,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,19,1:13.393,,
6,max_verstappen,Max,Verstappen,Red Bull,20,,,
7,vettel,Sebastian,Vettel,Ferrari,1,1:11.710,,
7,bottas,Valtteri,Bottas,Mercedes,2,1:11.950,,
7,max_verstappen,Max,Verstappen,Red Bull,3,1:12.008,,
7,hamilton,Lewis,Hamilton,Mercedes,4,1:11.835,,
7,raikkonen,Kimi,Räikkönen,Ferrari,5,1:11.725,,
7,ricciardo,Daniel,Ricciardo,Red Bull,6,1:12.459,,
7,hulkenberg,Nico,Hülkenberg,Renault,7,1:12.795,,
7,ocon,Esteban,Ocon,Force India,8,1:12.577,,
7,sainz,Carlos,Sainz,Renault,9,1:12.689,,
7,perez,Sergio,Pérez,Force India,10,1:12.702,,
7,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,11,1:12.680,,
7,brendon_hartley,Brendon,Hartley,Toro Rosso,12,1:12.587,,
7,leclerc,Charles,Leclerc,Sauber,13,1:12.945,,
7,alonso,Fernando,Alonso,McLaren,14,1:12.979,,
7,vandoorne,Stoffel,Vandoorne,McLaren,15,1:12.998,,
7,gasly,Pierre,Gasly,Toro Rosso,16,1:13.047,,
7,stroll,Lance,Stroll,Williams,17,1:13.590,,
7,sirotkin,Sergey,Sirotkin,Williams,18,1:13.643,,
7,ericsson,Marcus,Ericsson,Sauber,19,1:14.593,,
7,grosjean,Romain,Grosjean,Haas F1 Team,20,,,
8,hamilton,Lewis,Hamilton,Mercedes,1,1:31.271,,
8,bottas,Valtteri,Bottas,Mercedes,2,1:31.776,,
8,vettel,Sebastian,Vettel,Ferrari,3,1:31.820,,
8,max_verstappen,Max,Verstappen,Red Bull,4,1:31.531,,
8,ricciardo,Daniel,Ricciardo,Red Bull,5,1:31.910,,
8,raikkonen,Kimi,Räikkönen,Ferrari,6,1:31.567,,
8,sainz,Carlos,Sainz,Renault,7,1:32.394,,
8,leclerc,Charles,Leclerc,Sauber,8,1:32.538,,
8,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,9,1:32.169,,
8,grosjean,Romain,Grosjean,Haas F1 Team,10,1:32.083,,
8,ocon,Esteban,Ocon,Force India,11,1:32.786,,
8,hulkenberg,Nico,Hülkenberg,Renault,12,1:32.949,,
8,perez,Sergio,Pérez,Force India,13,1:32.692,,
8,gasly,Pierre,Gasly,Toro Rosso,14,1:32.447,,
8,ericsson,Marcus,Ericsson,Sauber,15,1:32.804,,
8,alonso,Fernando,Alonso,McLaren,16,1:32.976,,
8,brendon_hartley,Brendon,Hartley,Toro Rosso,17,1:33.025,,
8,vandoorne,Stoffel,Vandoorne,McLaren,18,1:33.162,,
8,sirotkin,Sergey,Sirotkin,Williams,19,1:33.636,,
8,stroll,Lance,Stroll,Williams,20,1:33.729,,
9,bottas,Valtteri,Bottas,Mercedes,1,1:04.175,,
9,hamilton,Lewis,Hamilton,Mercedes,2,1:04.080,,
9,vettel,Sebastian,Vettel,Ferrari,3,1:04.347,,
9,raikkonen,Kimi,Räikkönen,Ferrari,4,1:04.234,,
9,max_verstappen,Max,Verstappen,Red Bull,5,1:04.273,,
9,grosjean,Romain,Grosjean,Haas F1 Team,6,1:04.242,,
9,ricciardo,Daniel,Ricciardo,Red Bull,7,1:04.723,,
9,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,8,1:04.460,,
9,sainz,Carlos,Sainz,Renault,9,1:04.948,,
9,hulkenberg,Nico,Hülkenberg,Renault,10,1:04.864,,
9,ocon,Esteban,Ocon,Force India,11,1:05.148,,
9,gasly,Pierre,Gasly,Toro Rosso,12,1:05.011,,
9,leclerc,Charles,Leclerc,Sauber,13,1:04.967,,
9,alonso,Fernando,Alonso,McLaren,14,1:04.965,,
9,stroll,Lance,Stroll,Williams,15,1:05.264,,
9,vandoorne,Stoffel,Vandoorne,McLaren,16,1:05.271,,
9,perez,Sergio,Pérez,Force India,17,1:05.279,,
9,sirotkin,Sergey,Sirotkin,Williams,18,1:05.322,,
9,brendon_hartley,Brendon,Hartley,Toro Rosso,19,1:05.366,,
9,ericsson,Marcus,Ericsson,Sauber,20,1:05.479,,
10,hamilton,Lewis,Hamilton,Mercedes,1,1:26.818,,
10,vettel,Sebastian,Vettel,Ferrari,2,1:26.585,,
10,raikkonen,Kimi,Räikkönen,Ferrari,3,1:27.549,,
10,bottas,Valtteri,Bottas,Mercedes,4,1:27.025,,
10,max_verstappen,Max,Verstappen,Red Bull,5,1:27.309,,
10,ricciardo,Daniel,Ricciardo,Red Bull,6,1:27.979,,
10,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,7,1:28.143,,
10,grosjean,Romain,Grosjean,Haas F1 Team,8,1:28.086,,
10,leclerc,Charles,Leclerc,Sauber,9,1:27.962,,
10,ocon,Esteban,Ocon,Force India,10,1:28.279,,
10,hulkenberg,Nico,Hülkenberg,Renault,11,1:28.017,,
10,perez,Sergio,Pérez,Force India,12,1:28.210,,
10,alonso,Fernando,Alonso,McLaren,13,1:28.187,,
10,gasly,Pierre,Gasly,Toro Rosso,14,1:28.399,,
10,ericsson,Marcus,Ericsson,Sauber,15,1:28.249,,
10,sainz,Carlos,Sainz,Renault,16,1:28.456,,
10,vandoorne,Stoffel,Vandoorne,McLaren,17,1:29.096,,
10,sirotkin,Sergey,Sirotkin,Williams,18,1:29.252,,
10,stroll,Lance,Stroll,Williams,19,,,
10,brendon_hartley,Brendon,Hartley,Toro Rosso,20,,,
11,vettel,Sebastian,Vettel,Ferrari,1,1:12.538,,
11,bottas,Valtteri,Bottas,Mercedes,2,1:12.962,,
11,raikkonen,Kimi,Räikkönen,Ferrari,3,1:12.505,,
11,max_verstappen,Max,Verstappen,Red Bull,4,1:13.127,,
11,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,5,1:13.105,,
11,grosjean,Romain,Grosjean,Haas F1 Team,6,1:12.986,,
11,hulkenberg,Nico,Hülkenberg,Renault,7,1:13.479,,
11,sainz,Carlos,Sainz,Renault,8,1:13.324,,
11,leclerc,Charles,Leclerc,Sauber,9,1:13.077,,
11,perez,Sergio,Pérez,Force India,10,1:13.427,,
11,alonso,Fernando,Alonso,McLaren,11,1:13.614,,
11,sirotkin,Sergey,Sirotkin,Williams,12,1:13.708,,
11,ericsson,Marcus,Ericsson,Sauber,13,1:13.562,,
11,hamilton,Lewis,Hamilton,Mercedes,14,1:13.012,,
11,ricciardo,Daniel,Ricciardo,Red Bull,15,1:13.318,,
11,ocon,Esteban,Ocon,Force India,16,1:13.720,,
11,gasly,Pierre,Gasly,Toro Rosso,17,1:13.749,,
11,brendon_hartley,Brendon,Hartley,Toro Rosso,18,1:14.045,,
11,stroll,Lance,Stroll,Williams,19,1:14.206,,
11,vandoorne,Stoffel,Vandoorne,McLaren,20,1:14.401,,
12,hamilton,Lewis,Hamilton,Mercedes,1,1:17.419,,
12,bottas,Valtteri,Bottas,Mercedes,2,1:17.123,,
12,raikkonen,Kimi,Räikkönen,Ferrari,3,1:17.526,,
12,vettel,Sebastian,Vettel,Ferrari,4,1:16.666,,
12,sainz,Carlos,Sainz,Renault,5,1:17.829,,
12,gasly,Pierre,Gasly,Toro Rosso,6,1:18.577,,
12,max_verstappen,Max,Verstappen,Red Bull,7,1:16.940,,
12,brendon_hartley,Brendon,Hartley,Toro Rosso,8,1:18.429,,
12,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,9,1:18.314,,
12,grosjean,Romain,Grosjean,Haas F1 Team,10,1:17.901,,
12,alonso,Fernando,Alonso,McLaren,11,1:18.208,,
12,ricciardo,Daniel,Ricciardo,Red Bull,12,1:18.540,,
12,hulkenberg,Nico,Hülkenberg,Renault,13,1:17.905,,
12,ericsson,Marcus,Ericsson,Sauber,14,1:18.641,,
12,stroll,Lance,Stroll,Williams,15,1:18.560,,
12,vandoorne,Stoffel,Vandoorne,McLaren,16,1:18.782,,
12,leclerc,Charles,Leclerc,Sauber,17,1:18.817,,
12,ocon,Esteban,Ocon,Force India,18,1:19.142,,
12,perez,Sergio,Pérez,Force India,19,1:19.200,,
12,sirotkin,Sergey,Sirotkin,Williams,20,1:19.301,,
13,hamilton,Lewis,Hamilton,Mercedes,1,1:42.977,,
13,vettel,Sebastian,Vettel,Ferrari,2,1:43.035,,
13,ocon,Esteban,Ocon,Force India,3,1:44.003,,
13,perez,Sergio,Pérez,Force India,4,1:44.004,,
13,grosjean,Romain,Grosjean,Haas F1 Team,5,1:43.597,,
13,raikkonen,Kimi,Räikkönen,Ferrari,6,1:42.585,,
13,max_verstappen,Max,Verstappen,Red Bull,7,1:43.199,,
13,ricciardo,Daniel,Ricciardo,Red Bull,8,1:43.604,,
13,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,9,1:43.834,,
13,bottas,Valtteri,Bottas,Mercedes,10,1:42.805,,
13,gasly,Pierre,Gasly,Toro Rosso,11,1:44.221,,
13,brendon_hartley,Brendon,Hartley,Toro Rosso,12,1:44.153,,
13,leclerc,Charles,Leclerc,Sauber,13,1:43.654,,
13,ericsson,Marcus,Ericsson,Sauber,14,1:43.846,,
13,hulkenberg,Nico,Hülkenberg,Renault,15,1:44.145,,
13,sainz,Carlos,Sainz,Renault,16,1:44.489,,
13,alonso,Fernando,Alonso,McLaren,17,1:44.917,,
13,sirotkin,Sergey,Sirotkin,Williams,18,1:44.998,,
13,stroll,Lance,Stroll,Williams,19,1:45.134,,
13,vandoorne,Stoffel,Vandoorne,McLaren,20,1:45.307,,
14,raikkonen,Kimi,Räikkönen,Ferrari,1,1:20.722,,
14,vettel,Sebastian,Vettel,Ferrari,2,1:20.542,,
14,hamilton,Lewis,Hamilton,Mercedes,3,1:20.810,,
14,bottas,Valtteri,Bottas,Mercedes,4,1:21.381,,
14,max_verstappen,Max,Verstappen,Red Bull,5,1:21.381,,
14,grosjean,Romain,Grosjean,Haas F1 Team,6,1:21.887,,
14,sainz,Carlos,Sainz,Renault,7,1:21.732,,
14,ocon,Esteban,Ocon,Force India,8,1:21.570,,
14,gasly,Pierre,Gasly,Toro Rosso,9,1:21.834,,
14,stroll,Lance,Stroll,Williams,10,1:21.838,,
14,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,11,1:21.783,,
14,sirotkin,Sergey,Sirotkin,Williams,12,1:21.813,,
14,alonso,Fernando,Alonso,McLaren,13,1:21.850,,
14,hulkenberg,Nico,Hülkenberg,Renault,14,1:21.801,,
14,ricciardo,Daniel,Ricciardo,Red Bull,15,1:21.280,,
14,perez,Sergio,Pérez,Force India,16,1:21.888,,
14,leclerc,Charles,Leclerc,Sauber,17,1:21.889,,
14,brendon_hartley,Brendon,Hartley,Toro Rosso,18,1:21.934,,
14,ericsson,Marcus,Ericsson,Sauber,19,1:22.048,,
14,vandoorne,Stoffel,Vandoorne,McLaren,20,1:22.085,,
15,hamilton,Lewis,Hamilton,Mercedes,1,1:39.403,,
15,max_verstappen,Max,Verstappen,Red Bull,2,1:38.751,,
15,vettel,Sebastian,Vettel,Ferrari,3,1:38.218,,
15,bottas,Valtteri,Bottas,Mercedes,4,1:39.291,,
15,raikkonen,Kimi,Räikkönen,Ferrari,5,1:38.534,,
15,ricciardo,Daniel,Ricciardo,Red Bull,6,1:38.153,,
15,perez,Sergio,Pérez,Force India,7,1:38.814,,
15,grosjean,Romain,Grosjean,Haas F1 Team,8,1:38.685,,
15,ocon,Esteban,Ocon,Force India,9,1:38.912,,
15,hulkenberg,Nico,Hülkenberg,Renault,10,1:38.932,,
15,alonso,Fernando,Alonso,McLaren,11,1:39.022,,
15,sainz,Carlos,Sainz,Renault,12,1:39.103,,
15,leclerc,Charles,Leclerc,Sauber,13,1:39.206,,
15,ericsson,Marcus,Ericsson,Sauber,14,1:39.366,,
15,gasly,Pierre,Gasly,Toro Rosso,15,1:39.614,,
15,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,16,1:39.644,,
15,brendon_hartley,Brendon,Hartley,Toro Rosso,17,1:39.809,,
15,vandoorne,Stoffel,Vandoorne,McLaren,18,1:39.864,,
15,sirotkin,Sergey,Sirotkin,Williams,19,1:41.263,,
15,stroll,Lance,Stroll,Williams,20,1:41.334,,
16,bottas,Valtteri,Bottas,Mercedes,1,1:32.964,,
16,hamilton,Lewis,Hamilton,Mercedes,2,1:32.410,,
16,vettel,Sebastian,Vettel,Ferrari,3,1:33.476,,
16,raikkonen,Kimi,Räikkönen,Ferrari,4,1:33.341,,
16,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,5,1:34.078,,
16,ocon,Esteban,Ocon,Force India,6,1:34.290,,
16,leclerc,Charles,Leclerc,Sauber,7,1:33.924,,
16,perez,Sergio,Pérez,Force India,8,1:34.084,,
16,grosjean,Romain,Grosjean,Haas F1 Team,9,1:34.022,,
16,ericsson,Marcus,Ericsson,Sauber,10,1:34.170,,
16,max_verstappen,Max,Verstappen,Red Bull,11,1:33.048,,
16,ricciardo,Daniel,Ricciardo,Red Bull,12,1:33.247,,
16,gasly,Pierre,Gasly,Toro Rosso,13,1:34.383,,
16,sainz,Carlos,Sainz,Renault,14,1:34.626,,
16,hulkenberg,Nico,Hülkenberg,Renault,15,1:34.655,,
16,brendon_hartley,Brendon,Hartley,Toro Rosso,16,1:35.037,,
16,alonso,Fernando,Alonso,McLaren,17,1:35.504,,
16,sirotkin,Sergey,Sirotkin,Williams,18,1:35.612,,
16,vandoorne,Stoffel,Vandoorne,McLaren,19,1:35.977,,
16,stroll,Lance,Stroll,Williams,20,1:36.437,,
17,hamilton,Lewis,Hamilton,Mercedes,1,1:28.702,,
17,bottas,Valtteri,Bottas,Mercedes,2,1:29.297,,
17,max_verstappen,Max,Verstappen,Red Bull,3,1:29.480,,
17,raikkonen,Kimi,Räikkönen,Ferrari,4,1:29.631,,
17,grosjean,Romain,Grosjean,Haas F1 Team,5,1:29.724,,
17,brendon_hartley,Brendon,Hartley,Toro Rosso,6,1:30.248,,
17,gasly,Pierre,Gasly,Toro Rosso,7,1:30.137,,
17,ocon,Esteban,Ocon,Force India,8,1:29.899,,
17,vettel,Sebastian,Vettel,Ferrari,9,1:29.049,,
17,perez,Sergio,Pérez,Force India,10,1:30.247,,
17,leclerc,Charles,Leclerc,Sauber,11,1:29.706,,
17,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,12,1:30.219,,
17,sainz,Carlos,Sainz,Renault,13,1:30.236,,
17,stroll,Lance,Stroll,Williams,14,1:30.317,,
17,ricciardo,Daniel,Ricciardo,Red Bull,15,1:29.806,,
17,hulkenberg,Nico,Hülkenberg,Renault,16,1:30.361,,
17,sirotkin,Sergey,Sirotkin,Williams,17,1:30.372,,
17,alonso,Fernando,Alonso,McLaren,18,1:30.573,,
17,vandoorne,Stoffel,Vandoorne,McLaren,19,1:31.041,,
17,ericsson,Marcus,Ericsson,Sauber,20,1:31.213,,
18,hamilton,Lewis,Hamilton,Mercedes,1,1:34.130,,
18,vettel,Sebastian,Vettel,Ferrari,2,1:34.569,,
18,raikkonen,Kimi,Räikkönen,Ferrari,3,1:34.703,,
18,bottas,Valtteri,Bottas,Mercedes,4,1:34.518,,
18,ricciardo,Daniel,Ricciardo,Red Bull,5,1:34.755,,
18,ocon,Esteban,Ocon,Force India,6,1:34.876,,
18,hulkenberg,Nico,Hülkenberg,Renault,7,1:34.932,,
18,grosjean,Romain,Grosjean,Haas F1 Team,8,1:34.892,,
18,leclerc,Charles,Leclerc,Sauber,9,1:35.069,,
18,perez,Sergio,Pérez,Force India,10,1:35.193,,
18,sainz,Carlos,Sainz,Renault,11,1:34.891,,
18,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,12,1:34.972,,
18,gasly,Pierre,Gasly,Toro Rosso,13,1:34.850,,
18,brendon_hartley,Brendon,Hartley,Toro Rosso,14,1:35.206,,
18,max_verstappen,Max,Verstappen,Red Bull,15,1:34.766,,
18,alonso,Fernando,Alonso,McLaren,16,1:35.294,,
18,sirotkin,Sergey,Sirotkin,Williams,17,1:35.362,,
18,stroll,Lance,Stroll,Williams,18,1:35.480,,
18,ericsson,Marcus,Ericsson,Sauber,19,1:35.536,,
18,vandoorne,Stoffel,Vandoorne,McLaren,20,1:35.735,,
19,ricciardo,Daniel,Ricciardo,Red Bull,1,1:15.866,,
19,max_verstappen,Max,Verstappen,Red Bull,2,1:15.756,,
19,hamilton,Lewis,Hamilton,Mercedes,3,1:15.673,,
19,vettel,Sebastian,Vettel,Ferrari,4,1:16.089,,
19,bottas,Valtteri,Bottas,Mercedes,5,1:15.580,,
19,raikkonen,Kimi,Räikkönen,Ferrari,6,1:16.446,,
19,hulkenberg,Nico,Hülkenberg,Renault,7,1:16.498,,
19,sainz,Carlos,Sainz,Renault,8,1:16.813,,
19,leclerc,Charles,Leclerc,Sauber,9,1:16.862,,
19,ericsson,Marcus,Ericsson,Sauber,10,1:16.701,,
19,ocon,Esteban,Ocon,Force India,11,1:16.252,,
19,alonso,Fernando,Alonso,McLaren,12,1:16.857,,
19,perez,Sergio,Pérez,Force India,13,1:16.242,,
19,brendon_hartley,Brendon,Hartley,Toro Rosso,14,1:16.682,,
19,gasly,Pierre,Gasly,Toro Rosso,15,1:16.828,,
19,grosjean,Romain,Grosjean,Haas F1 Team,16,1:16.911,,
19,vandoorne,Stoffel,Vandoorne,McLaren,17,1:16.966,,
19,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,18,1:17.599,,
19,stroll,Lance,Stroll,Williams,19,1:17.689,,
19,sirotkin,Sergey,Sirotkin,Williams,20,1:17.886,,
20,hamilton,Lewis,Hamilton,Mercedes,1,1:08.464,,
20,vettel,Sebastian,Vettel,Ferrari,2,1:08.452,,
20,bottas,Valtteri,Bottas,Mercedes,3,1:08.492,,
20,raikkonen,Kimi,Räikkönen,Ferrari,4,1:08.452,,
20,max_verstappen,Max,Verstappen,Red Bull,5,1:08.205,,
20,ricciardo,Daniel,Ricciardo,Red Bull,6,1:08.544,,
20,ericsson,Marcus,Ericsson,Sauber,7,1:08.754,,
20,leclerc,Charles,Leclerc,Sauber,8,1:08.667,,
20,grosjean,Romain,Grosjean,Haas F1 Team,9,1:08.735,,
20,gasly,Pierre,Gasly,Toro Rosso,10,1:09.046,,
20,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,11,1:08.474,,
20,perez,Sergio,Pérez,Force India,12,1:09.217,,
20,ocon,Esteban,Ocon,Force India,13,1:09.264,,
20,hulkenberg,Nico,Hülkenberg,Renault,14,1:09.009,,
20,sirotkin,Sergey,Sirotkin,Williams,15,1:09.259,,
20,sainz,Carlos,Sainz,Renault,16,1:09.269,,
20,brendon_hartley,Brendon,Hartley,Toro Rosso,17,1:09.280,,
20,alonso,Fernando,Alonso,McLaren,18,1:09.402,,
20,stroll,Lance,Stroll,Williams,19,1:09.441,,
20,vandoorne,Stoffel,Vandoorne,McLaren,20,1:09.601,,
21,hamilton,Lewis,Hamilton,Mercedes,1,1:36.828,,
21,bottas,Valtteri,Bottas,Mercedes,2,1:36.789,,
21,vettel,Sebastian,Vettel,Ferrari,3,1:36.775,,
21,raikkonen,Kimi,Räikkönen,Ferrari,4,1:37.010,,
21,ricciardo,Daniel,Ricciardo,Red Bull,5,1:37.117,,
21,max_verstappen,Max,Verstappen,Red Bull,6,1:37.195,,
21,grosjean,Romain,Grosjean,Haas F1 Team,7,1:37.575,,
21,leclerc,Charles,Leclerc,Sauber,8,1:37.124,,
21,ocon,Esteban,Ocon,Force India,9,1:36.936,,
21,hulkenberg,Nico,Hülkenberg,Renault,10,1:37.569,,
21,sainz,Carlos,Sainz,Renault,11,1:37.757,,
