Driver,FastestLap,RaceID,year,EventName
GAS,0 days 00:01:27.229000,1,2019,Australian
PER,0 days 00:01:28.485000,1,2019,Australian
LEC,0 days 00:01:26.926000,1,2019,Australian
STR,0 days 00:01:27.568000,1,2019,Australian
MAG,0 days 00:01:28.182000,1,2019,Australian
ALB,0 days 00:01:28.188000,1,2019,Australian
KVY,0 days 00:01:27.448000,1,2019,Australian
HUL,0 days 00:01:28.444000,1,2019,Australian
RIC,0 days 00:01:29.848000,1,2019,Australian
VER,0 days 00:01:26.256000,1,2019,Australian
NOR,0 days 00:01:28.555000,1,2019,Australian
HAM,0 days 00:01:26.057000,1,2019,Australian
VET,0 days 00:01:27.954000,1,2019,Australian
SAI,0 days 00:01:30.899000,1,2019,Australian
RUS,0 days 00:01:28.713000,1,2019,Australian
RAI,0 days 00:01:28.270000,1,2019,Australian
BOT,0 days 00:01:25.580000,1,2019,Australian
GRO,0 days 00:01:28.462000,1,2019,Australian
KUB,0 days 00:01:29.284000,1,2019,Australian
GIO,0 days 00:01:28.479000,1,2019,Australian
GAS,0 days 00:01:35.291000,2,2019,Bahrain
PER,0 days 00:01:36.330000,2,2019,Bahrain
LEC,0 days 00:01:33.411000,2,2019,Bahrain
STR,0 days 00:01:37.037000,2,2019,Bahrain
MAG,0 days 00:01:35.892000,2,2019,Bahrain
ALB,0 days 00:01:36.752000,2,2019,Bahrain
KVY,0 days 00:01:34.934000,2,2019,Bahrain
HUL,0 days 00:01:35.215000,2,2019,Bahrain
RIC,0 days 00:01:36.697000,2,2019,Bahrain
VER,0 days 00:01:35.311000,2,2019,Bahrain
NOR,0 days 00:01:35.777000,2,2019,Bahrain
HAM,0 days 00:01:33.528000,2,2019,Bahrain
VET,0 days 00:01:34.895000,2,2019,Bahrain
SAI,0 days 00:01:35.586000,2,2019,Bahrain
RUS,0 days 00:01:37.313000,2,2019,Bahrain
RAI,0 days 00:01:35.589000,2,2019,Bahrain
BOT,0 days 00:01:34.209000,2,2019,Bahrain
GRO,0 days 00:01:37.262000,2,2019,Bahrain
KUB,0 days 00:01:37.903000,2,2019,Bahrain
GIO,0 days 00:01:35.237000,2,2019,Bahrain
HAM,0 days 00:01:35.892000,3,2019,Chinese
BOT,0 days 00:01:34.872000,3,2019,Chinese
VET,0 days 00:01:34.836000,3,2019,Chinese
VER,0 days 00:01:36.143000,3,2019,Chinese
LEC,0 days 00:01:34.860000,3,2019,Chinese
GAS,0 days 00:01:34.742000,3,2019,Chinese
RIC,0 days 00:01:38.632000,3,2019,Chinese
PER,0 days 00:01:38.702000,3,2019,Chinese
RAI,0 days 00:01:37.812000,3,2019,Chinese
ALB,0 days 00:01:38.901000,3,2019,Chinese
GRO,0 days 00:01:36.873000,3,2019,Chinese
STR,0 days 00:01:36.678000,3,2019,Chinese
MAG,0 days 00:01:37.471000,3,2019,Chinese
SAI,0 days 00:01:37.502000,3,2019,Chinese
GIO,0 days 00:01:38.048000,3,2019,Chinese
RUS,0 days 00:01:37.283000,3,2019,Chinese
KUB,0 days 00:01:39.772000,3,2019,Chinese
NOR,0 days 00:01:38.346000,3,2019,Chinese
KVY,0 days 00:01:37.975000,3,2019,Chinese
HUL,0 days 00:01:39.677000,3,2019,Chinese
GAS,0 days 00:01:45.712000,4,2019,Azerbaijan
PER,0 days 00:01:45.524000,4,2019,Azerbaijan
LEC,0 days 00:01:43.009000,4,2019,Azerbaijan
STR,0 days 00:01:46.009000,4,2019,Azerbaijan
MAG,0 days 00:01:46.682000,4,2019,Azerbaijan
ALB,0 days 00:01:45.754000,4,2019,Azerbaijan
KVY,0 days 00:01:47.681000,4,2019,Azerbaijan
HUL,0 days 00:01:47.407000,4,2019,Azerbaijan
RIC,0 days 00:01:46.767000,4,2019,Azerbaijan
VER,0 days 00:01:44.794000,4,2019,Azerbaijan
NOR,0 days 00:01:45.394000,4,2019,Azerbaijan
HAM,0 days 00:01:44.166000,4,2019,Azerbaijan
VET,0 days 00:01:44.629000,4,2019,Azerbaijan
SAI,0 days 00:01:45.807000,4,2019,Azerbaijan
RUS,0 days 00:01:47.251000,4,2019,Azerbaijan
RAI,0 days 00:01:46.479000,4,2019,Azerbaijan
BOT,0 days 00:01:44.024000,4,2019,Azerbaijan
GRO,0 days 00:01:48.517000,4,2019,Azerbaijan
KUB,0 days 00:01:47.709000,4,2019,Azerbaijan
GIO,0 days 00:01:45.969000,4,2019,Azerbaijan
GAS,0 days 00:01:20.536000,5,2019,Spanish
PER,0 days 00:01:21.859000,5,2019,Spanish
LEC,0 days 00:01:20.002000,5,2019,Spanish
STR,0 days 00:01:23.226000,5,2019,Spanish
MAG,0 days 00:01:20.770000,5,2019,Spanish
ALB,0 days 00:01:21.028000,5,2019,Spanish
KVY,0 days 00:01:20.726000,5,2019,Spanish
HUL,0 days 00:01:21.282000,5,2019,Spanish
RIC,0 days 00:01:20.615000,5,2019,Spanish
VER,0 days 00:01:19.769000,5,2019,Spanish
NOR,0 days 00:01:22.561000,5,2019,Spanish
HAM,0 days 00:01:18.492000,5,2019,Spanish
VET,0 days 00:01:19.820000,5,2019,Spanish
SAI,0 days 00:01:20.859000,5,2019,Spanish
RUS,0 days 00:01:22.382000,5,2019,Spanish
RAI,0 days 00:01:21.382000,5,2019,Spanish
BOT,0 days 00:01:18.737000,5,2019,Spanish
GRO,0 days 00:01:21.057000,5,2019,Spanish
KUB,0 days 00:01:23.202000,5,2019,Spanish
GIO,0 days 00:01:21.833000,5,2019,Spanish
HAM,0 days 00:01:16.167000,6,2019,Monaco
VET,0 days 00:01:16.277000,6,2019,Monaco
BOT,0 days 00:01:15.163000,6,2019,Monaco
VER,0 days 00:01:16.229000,6,2019,Monaco
GAS,0 days 00:01:14.279000,6,2019,Monaco
SAI,0 days 00:01:15.891000,6,2019,Monaco
KVY,0 days 00:01:16.288000,6,2019,Monaco
ALB,0 days 00:01:15.607000,6,2019,Monaco
RIC,0 days 00:01:15.697000,6,2019,Monaco
GRO,0 days 00:01:16.746000,6,2019,Monaco
NOR,0 days 00:01:16.413000,6,2019,Monaco
PER,0 days 00:01:16.613000,6,2019,Monaco
HUL,0 days 00:01:16.276000,6,2019,Monaco
MAG,0 days 00:01:16.992000,6,2019,Monaco
RUS,0 days 00:01:17.038000,6,2019,Monaco
STR,0 days 00:01:16.379000,6,2019,Monaco
RAI,0 days 00:01:16.436000,6,2019,Monaco
KUB,0 days 00:01:17.388000,6,2019,Monaco
GIO,0 days 00:01:16.299000,6,2019,Monaco
LEC,0 days 00:01:19.151000,6,2019,Monaco
GAS,0 days 00:01:16.157000,7,2019,Canadian
PER,0 days 00:01:16.314000,7,2019,Canadian
