Driver,FastestLap,RaceID,year,EventName
LEC,0 days 00:01:14.356000,7,2019,Canadian
STR,0 days 00:01:16.043000,7,2019,Canadian
MAG,0 days 00:01:17.309000,7,2019,Canadian
ALB,0 days 00:01:17.151000,7,2019,Canadian
KVY,0 days 00:01:16.198000,7,2019,Canadian
HUL,0 days 00:01:15.995000,7,2019,Canadian
RIC,0 days 00:01:16.075000,7,2019,Canadian
VER,0 days 00:01:14.767000,7,2019,Canadian
NOR,0 days 00:01:18.023000,7,2019,Canadian
HAM,0 days 00:01:14.813000,7,2019,Canadian
VET,0 days 00:01:14.875000,7,2019,Canadian
SAI,0 days 00:01:16.471000,7,2019,Canadian
RUS,0 days 00:01:17.241000,7,2019,Canadian
RAI,0 days 00:01:15.442000,7,2019,Canadian
BOT,0 days 00:01:13.078000,7,2019,Canadian
GRO,0 days 00:01:16.245000,7,2019,Canadian
KUB,0 days 00:01:17.285000,7,2019,Canadian
GIO,0 days 00:01:16.365000,7,2019,Canadian
HAM,0 days 00:01:32.764000,8,2019,French
BOT,0 days 00:01:33.586000,8,2019,French
LEC,0 days 00:01:33.828000,8,2019,French
VER,0 days 00:01:34.162000,8,2019,French
VET,0 days 00:01:32.740000,8,2019,French
SAI,0 days 00:01:34.561000,8,2019,French
RAI,0 days 00:01:34.950000,8,2019,French
HUL,0 days 00:01:34.754000,8,2019,French
NOR,0 days 00:01:35.197000,8,2019,French
GAS,0 days 00:01:35.150000,8,2019,French
RIC,0 days 00:01:34.873000,8,2019,French
PER,0 days 00:01:35.014000,8,2019,French
STR,0 days 00:01:34.924000,8,2019,French
KVY,0 days 00:01:35.225000,8,2019,French
ALB,0 days 00:01:35.029000,8,2019,French
GIO,0 days 00:01:35.115000,8,2019,French
MAG,0 days 00:01:35.692000,8,2019,French
KUB,0 days 00:01:36.608000,8,2019,French
RUS,0 days 00:01:35.830000,8,2019,French
GRO,0 days 00:01:35.691000,8,2019,French
VER,0 days 00:01:07.475000,9,2019,Austrian
LEC,0 days 00:01:07.994000,9,2019,Austrian
BOT,0 days 00:01:08.565000,9,2019,Austrian
VET,0 days 00:01:07.676000,9,2019,Austrian
HAM,0 days 00:01:08.050000,9,2019,Austrian
NOR,0 days 00:01:08.699000,9,2019,Austrian
GAS,0 days 00:01:08.790000,9,2019,Austrian
SAI,0 days 00:01:08.117000,9,2019,Austrian
RAI,0 days 00:01:09.126000,9,2019,Austrian
GIO,0 days 00:01:09.051000,9,2019,Austrian
PER,0 days 00:01:09.061000,9,2019,Austrian
RIC,0 days 00:01:08.019000,9,2019,Austrian
HUL,0 days 00:01:09.248000,9,2019,Austrian
STR,0 days 00:01:09.288000,9,2019,Austrian
ALB,0 days 00:01:08.946000,9,2019,Austrian
GRO,0 days 00:01:08.987000,9,2019,Austrian
KVY,0 days 00:01:09.498000,9,2019,Austrian
RUS,0 days 00:01:09.926000,9,2019,Austrian
MAG,0 days 00:01:08.903000,9,2019,Austrian
KUB,0 days 00:01:10.964000,9,2019,Austrian
GAS,0 days 00:01:29.544000,10,2019,British
PER,0 days 00:01:29.456000,10,2019,British
LEC,0 days 00:01:29.313000,10,2019,British
STR,0 days 00:01:29.390000,10,2019,British
MAG,0 days 00:01:33.425000,10,2019,British
ALB,0 days 00:01:30.872000,10,2019,British
KVY,0 days 00:01:29.910000,10,2019,British
HUL,0 days 00:01:29.949000,10,2019,British
RIC,0 days 00:01:29.624000,10,2019,British
VER,0 days 00:01:29.272000,10,2019,British
NOR,0 days 00:01:29.636000,10,2019,British
HAM,0 days 00:01:27.369000,10,2019,British
VET,0 days 00:01:28.733000,10,2019,British
SAI,0 days 00:01:29.757000,10,2019,British
RUS,0 days 00:01:31.013000,10,2019,British
RAI,0 days 00:01:30.034000,10,2019,British
BOT,0 days 00:01:27.406000,10,2019,British
GRO,0 days 00:01:34.350000,10,2019,British
KUB,0 days 00:01:31.509000,10,2019,British
GIO,0 days 00:01:32.464000,10,2019,British
GAS,0 days 00:01:17.495000,11,2019,German
PER,,11,2019,German
LEC,0 days 00:01:27.697000,11,2019,German
STR,0 days 00:01:17.831000,11,2019,German
MAG,0 days 00:01:19.062000,11,2019,German
ALB,0 days 00:01:17.850000,11,2019,German
KVY,0 days 00:01:17.708000,11,2019,German
HUL,0 days 00:01:29.576000,11,2019,German
RIC,0 days 00:01:32.654000,11,2019,German
VER,0 days 00:01:16.645000,11,2019,German
NOR,0 days 00:01:31.081000,11,2019,German
HAM,0 days 00:01:17.485000,11,2019,German
VET,0 days 00:01:16.794000,11,2019,German
SAI,0 days 00:01:17.841000,11,2019,German
RUS,0 days 00:01:19.300000,11,2019,German
RAI,0 days 00:01:17.746000,11,2019,German
BOT,0 days 00:01:18.272000,11,2019,German
GRO,0 days 00:01:18.811000,11,2019,German
KUB,0 days 00:01:19.563000,11,2019,German
GIO,0 days 00:01:17.507000,11,2019,German
HAM,0 days 00:01:18.528000,12,2019,Hungarian
VER,0 days 00:01:17.103000,12,2019,Hungarian
VET,0 days 00:01:19.786000,12,2019,Hungarian
LEC,0 days 00:01:20.493000,12,2019,Hungarian
SAI,0 days 00:01:21.002000,12,2019,Hungarian
GAS,0 days 00:01:21.045000,12,2019,Hungarian
RAI,0 days 00:01:20.880000,12,2019,Hungarian
BOT,0 days 00:01:19.331000,12,2019,Hungarian
NOR,0 days 00:01:21.188000,12,2019,Hungarian
ALB,0 days 00:01:20.621000,12,2019,Hungarian
PER,0 days 00:01:21.734000,12,2019,Hungarian
HUL,0 days 00:01:21.650000,12,2019,Hungarian
MAG,0 days 00:01:21.008000,12,2019,Hungarian
RIC,0 days 00:01:20.839000,12,2019,Hungarian
KVY,0 days 00:01:21.932000,12,2019,Hungarian
RUS,0 days 00:01:22.386000,12,2019,Hungarian
STR,0 days 00:01:20.603000,12,2019,Hungarian
GIO,0 days 00:01:23.134000,12,2019,Hungarian
KUB,0 days 00:01:23.436000,12,2019,Hungarian
GRO,0 days 00:01:22.809000,12,2019,Hungarian
GAS,0 days 00:01:49.700000,13,2019,Belgian
PER,0 days 00:01:48.781000,13,2019,Belgian
LEC,0 days 00:01:46.664000,13,2019,Belgian
STR,0 days 00:01:48.357000,13,2019,Belgian
MAG,0 days 00:01:48.677000,13,2019,Belgian
ALB,0 days 00:01:47.507000,13,2019,Belgian
KVY,0 days 00:01:48.143000,13,2019,Belgian
HUL,0 days 00:01:48.349000,13,2019,Belgian
RIC,0 days 00:01:50.451000,13,2019,Belgian
VER,,13,2019,Belgian
NOR,0 days 00:01:48.321000,13,2019,Belgian
HAM,0 days 00:01:46.580000,13,2019,Belgian
VET,0 days 00:01:46.409000,13,2019,Belgian
SAI,,13,2019,Belgian
RUS,0 days 00:01:48.860000,13,2019,Belgian
RAI,0 days 00:01:48.753000,13,2019,Belgian
BOT,0 days 00:01:46.465000,13,2019,Belgian
GRO,0 days 00:01:49.274000,13,2019,Belgian
KUB,0 days 00:01:49.220000,13,2019,Belgian
GIO,0 days 00:01:47.560000,13,2019,Belgian
GAS,0 days 00:01:23.885000,14,2019,Italian
PER,0 days 00:01:23.770000,14,2019,Italian
LEC,0 days 00:01:23.009000,14,2019,Italian
STR,0 days 00:01:24.165000,14,2019,Italian
MAG,0 days 00:01:24.443000,14,2019,Italian
ALB,0 days 00:01:23.364000,14,2019,Italian
KVY,0 days 00:01:25.772000,14,2019,Italian
HUL,0 days 00:01:23.641000,14,2019,Italian
RIC,0 days 00:01:23.466000,14,2019,Italian
VER,0 days 00:01:23.143000,14,2019,Italian
NOR,0 days 00:01:24.044000,14,2019,Italian
HAM,0 days 00:01:21.779000,14,2019,Italian
VET,0 days 00:01:22.799000,14,2019,Italian
SAI,0 days 00:01:25.637000,14,2019,Italian
RUS,0 days 00:01:24.842000,14,2019,Italian
RAI,0 days 00:01:24.419000,14,2019,Italian
BOT,0 days 00:01:22.859000,14,2019,Italian
GRO,0 days 00:01:24.985000,14,2019,Italian
KUB,0 days 00:01:24.989000,14,2019,Italian
GIO,0 days 00:01:24.503000,14,2019,Italian
GAS,0 days 00:01:45.769000,15,2019,Singapore
PER,0 days 00:01:46.683000,15,2019,Singapore
LEC,0 days 00:01:44.723000,15,2019,Singapore
STR,0 days 00:01:44.896000,15,2019,Singapore
MAG,0 days 00:01:42.301000,15,2019,Singapore
ALB,0 days 00:01:45.260000,15,2019,Singapore
KVY,0 days 00:01:44.371000,15,2019,Singapore
HUL,0 days 00:01:45.765000,15,2019,Singapore
RIC,0 days 00:01:45.915000,15,2019,Singapore
VER,0 days 00:01:45.176000,15,2019,Singapore
NOR,0 days 00:01:45.716000,15,2019,Singapore
HAM,0 days 00:01:44.914000,15,2019,Singapore
VET,0 days 00:01:44.802000,15,2019,Singapore
SAI,0 days 00:01:45.969000,15,2019,Singapore
RUS,0 days 00:01:48.285000,15,2019,Singapore
RAI,0 days 00:01:47.062000,15,2019,Singapore
BOT,0 days 00:01:43.534000,15,2019,Singapore
GRO,0 days 00:01:46.274000,15,2019,Singapore
KUB,0 days 00:01:46.793000,15,2019,Singapore
GIO,0 days 00:01:45.630000,15,2019,Singapore
HAM,0 days 00:01:35.761000,16,2019,Russian
BOT,0 days 00:01:36.316000,16,2019,Russian
LEC,0 days 00:01:36.193000,16,2019,Russian
VER,0 days 00:01:36.937000,16,2019,Russian
ALB,0 days 00:01:36.762000,16,2019,Russian
SAI,0 days 00:01:38.020000,16,2019,Russian
PER,0 days 00:01:38.043000,16,2019,Russian
NOR,0 days 00:01:38.301000,16,2019,Russian
MAG,0 days 00:01:38.130000,16,2019,Russian
HUL,0 days 00:01:38.519000,16,2019,Russian
STR,0 days 00:01:38.611000,16,2019,Russian
KVY,0 days 00:01:38.228000,16,2019,Russian
RAI,0 days 00:01:38.589000,16,2019,Russian
GAS,0 days 00:01:38.606000,16,2019,Russian
GIO,0 days 00:01:38.696000,16,2019,Russian
KUB,0 days 00:01:42.327000,16,2019,Russian
RUS,0 days 00:01:41.705000,16,2019,Russian
VET,0 days 00:01:38.245000,16,2019,Russian
RIC,0 days 00:01:41.284000,16,2019,Russian
GRO,,16,2019,Russian
GAS,0 days 00:01:35.321000,17,2019,Japanese
PER,0 days 00:01:32.621000,17,2019,Japanese
LEC,0 days 00:01:31.611000,17,2019,Japanese
STR,0 days 00:01:34.713000,17,2019,Japanese
MAG,0 days 00:01:31.732000,17,2019,Japanese
ALB,0 days 00:01:32.775000,17,2019,Japanese
KVY,0 days 00:01:33.239000,17,2019,Japanese
HUL,0 days 00:01:34.921000,17,2019,Japanese
RIC,0 days 00:01:33.481000,17,2019,Japanese
VER,0 days 00:01:37.249000,17,2019,Japanese
NOR,0 days 00:01:34.116000,17,2019,Japanese
HAM,0 days 00:01:30.983000,17,2019,Japanese
VET,0 days 00:01:32.122000,17,2019,Japanese
SAI,0 days 00:01:33.563000,17,2019,Japanese
RUS,0 days 00:01:35.458000,17,2019,Japanese
RAI,0 days 00:01:33.190000,17,2019,Japanese
BOT,0 days 00:01:31.862000,17,2019,Japanese
GRO,0 days 00:01:34.988000,17,2019,Japanese
KUB,0 days 00:01:36.332000,17,2019,Japanese
GIO,0 days 00:01:32.369000,17,2019,Japanese
HAM,0 days 00:01:19.461000,18,2019,Mexican
VET,0 days 00:01:19.381000,18,2019,Mexican
BOT,0 days 00:01:19.494000,18,2019,Mexican
LEC,0 days 00:01:19.232000,18,2019,Mexican
ALB,0 days 00:01:19.325000,18,2019,Mexican
VER,0 days 00:01:20.406000,18,2019,Mexican
PER,0 days 00:01:20.485000,18,2019,Mexican
RIC,0 days 00:01:20.146000,18,2019,Mexican
GAS,0 days 00:01:19.530000,18,2019,Mexican
HUL,0 days 00:01:20.791000,18,2019,Mexican
KVY,0 days 00:01:19.905000,18,2019,Mexican
STR,0 days 00:01:20.922000,18,2019,Mexican
SAI,0 days 00:01:20.311000,18,2019,Mexican
GIO,0 days 00:01:21.014000,18,2019,Mexican
MAG,0 days 00:01:21.682000,18,2019,Mexican
RUS,0 days 00:01:21.286000,18,2019,Mexican
GRO,0 days 00:01:21.581000,18,2019,Mexican
KUB,0 days 00:01:20.696000,18,2019,Mexican
RAI,0 days 00:01:20.082000,18,2019,Mexican
NOR,0 days 00:01:21.643000,18,2019,Mexican
GAS,0 days 00:01:40.850000,19,2019,United States
PER,0 days 00:01:40.165000,19,2019,United States
LEC,0 days 00:01:36.169000,19,2019,United States
STR,0 days 00:01:40.380000,19,2019,United States
MAG,0 days 00:01:40.347000,19,2019,United States
ALB,0 days 00:01:38.029000,19,2019,United States
KVY,0 days 00:01:38.969000,19,2019,United States
HUL,0 days 00:01:38.437000,19,2019,United States
RIC,0 days 00:01:40.564000,19,2019,United States
VER,0 days 00:01:38.214000,19,2019,United States
NOR,0 days 00:01:38.074000,19,2019,United States
HAM,0 days 00:01:38.446000,19,2019,United States
VET,0 days 00:01:42.165000,19,2019,United States
SAI,0 days 00:01:40.844000,19,2019,United States
RUS,0 days 00:01:41.239000,19,2019,United States
RAI,0 days 00:01:39.608000,19,2019,United States
BOT,0 days 00:01:36.957000,19,2019,United States
GRO,0 days 00:01:41.270000,19,2019,United States
KUB,0 days 00:01:43.830000,19,2019,United States
GIO,0 days 00:01:39.964000,19,2019,United States
GAS,0 days 00:01:12.425000,20,2019,Brazilian
PER,0 days 00:01:12.840000,20,2019,Brazilian
LEC,0 days 00:01:11.423000,20,2019,Brazilian
STR,0 days 00:01:12.603000,20,2019,Brazilian
MAG,0 days 00:01:13.262000,20,2019,Brazilian
ALB,0 days 00:01:11.087000,20,2019,Brazilian
KVY,0 days 00:01:12.385000,20,2019,Brazilian
HUL,0 days 00:01:12.934000,20,2019,Brazilian
RIC,0 days 00:01:12.733000,20,2019,Brazilian
VER,0 days 00:01:10.862000,20,2019,Brazilian
NOR,0 days 00:01:12.328000,20,2019,Brazilian
HAM,0 days 00:01:11.082000,20,2019,Brazilian
VET,0 days 00:01:11.384000,20,2019,Brazilian
SAI,0 days 00:01:13.158000,20,2019,Brazilian
RUS,0 days 00:01:13.752000,20,2019,Brazilian
RAI,0 days 00:01:13.135000,20,2019,Brazilian
BOT,0 days 00:01:10.698000,20,2019,Brazilian
GRO,0 days 00:01:13.619000,20,2019,Brazilian
KUB,0 days 00:01:14.553000,20,2019,Brazilian
GIO,0 days 00:01:13.020000,20,2019,Brazilian
HAM,0 days 00:01:39.283000,21,2019,Abu Dhabi
VER,0 days 00:01:41.119000,21,2019,Abu Dhabi
LEC,0 days 00:01:40.442000,21,2019,Abu Dhabi
BOT,0 days 00:01:39.715000,21,2019,Abu Dhabi
VET,0 days 00:01:40.128000,21,2019,Abu Dhabi
ALB,0 days 00:01:42.219000,21,2019,Abu Dhabi
PER,0 days 00:01:42.639000,21,2019,Abu Dhabi
NOR,0 days 00:01:43.026000,21,2019,Abu Dhabi
KVY,0 days 00:01:42.222000,21,2019,Abu Dhabi
SAI,0 days 00:01:41.294000,21,2019,Abu Dhabi
RIC,0 days 00:01:41.190000,21,2019,Abu Dhabi
HUL,0 days 00:01:43.274000,21,2019,Abu Dhabi
RAI,0 days 00:01:43.142000,21,2019,Abu Dhabi
MAG,0 days 00:01:43.790000,21,2019,Abu Dhabi
GRO,0 days 00:01:43.666000,21,2019,Abu Dhabi
GIO,0 days 00:01:43.256000,21,2019,Abu Dhabi
RUS,0 days 00:01:43.074000,21,2019,Abu Dhabi
GAS,0 days 00:01:42.414000,21,2019,Abu Dhabi
KUB,0 days 00:01:44.500000,21,2019,Abu Dhabi
STR,0 days 00:01:43.326000,21,2019,Abu Dhabi
