raceID,year,EventName,Location,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Time
1,2018,Australian,Melbourne,24.07747748,30.91531532,997.0036036,0.0,36.32432432,294.1261261,3.691891892,
2,2018,Bahrain,Sakhir,27.98252427,47.3631068,1009.494175,0.0,32.19805825,167.407767,0.958252427,
3,2018,Chinese,Shanghai,19.44642857,24.08928571,1018.13125,0.0,37.01964286,127.3928571,1.8375,
4,2018,Azerbaijan,Baku,16.66140351,45.65175439,1021.913158,0.0,25.25175439,123.7894737,2.222807018,
5,2018,Spanish,Barcelona,16.05047619,52.28666667,1001.541905,0.0,32.33904762,98.6952381,1.952380952,
6,2018,Monaco,Monte Carlo,26.64070796,50.89292035,1015.210619,0.0,34.60973451,182.5044248,1.382300885,
7,2018,Canadian,Montréal,20.52358491,27.8254717,1017.515094,0.0,36.9490566,144.8018868,2.471698113,
8,2018,French,Le Castellet,24.54607843,49.04901961,966.2598039,0.0,42.03333333,118.4019608,1.815686275,
9,2018,Austrian,Spielberg,23.17608696,37.14130435,936.1097826,0.0,45.87934783,60.14130435,2.484782609,
10,2018,British,Silverstone,27.43163265,38.73979592,1008.304082,0.0,52.16938776,109.5306122,1.46122449,
11,2018,German,Hockenheim,26.40192308,54.80769231,1001.4,1.0,40.66826923,190.8461538,2.008653846,
12,2018,Hungarian,Budapest,33.7588785,33.00654206,983.5271028,0.0,51.08971963,201.0934579,1.142990654,
13,2018,Belgian,Spa-Francorchamps,17.32735849,37.7009434,966.9103774,0.0,27.89811321,161.8867925,2.039622642,
14,2018,Italian,Monza,22.18989899,63.80707071,995.2191919,0.0,30.82222222,185.5252525,2.124242424,
15,2018,Singapore,Singapore,29.86541353,66.03609023,1007.811278,0.0,33.12406015,177.5714286,1.978947368,
16,2018,Russian,Sochi,24.77818182,61.30818182,1016.533636,0.0,29.94545455,129.1181818,1.997272727,
17,2018,Japanese,Suzuka,28.26481481,50.51574074,1008.192593,0.0,37.17037037,315.962963,1.791666667,
18,2018,United States,Austin,21.93358779,37.55572519,1005.9,0.0,30.48625954,130.1908397,2.090839695,
19,2018,Mexican,Mexico City,20.12318841,50.70942029,784.1927536,0.0,34.47028986,242.9710145,1.55942029,
20,2018,Brazilian,São Paulo,23.7696,75.4128,923.9296,0.0,40.0688,158.16,2.1872,
21,2018,Abu Dhabi,Yas Marina,31.27372263,45.4379562,1013.111679,0.0,33.31824818,241.1751825,2.16350365,
1,2019,,,23.477868852459014,70.4532786885246,1015.3344262295084,0.0,41.31311475409837,155.327868852459,1.166393442622951,0 days 01:00:46.617934426
2,2019,,,26.210852713178294,53.372093023255815,1003.4372093023256,0.0,28.610852713178296,60.72093023255814,2.7108527131782947,0 days 01:04:52.160573643
3,2019,,,19.32992125984252,45.98110236220473,1019.2181102362204,0.0,27.33700787401575,93.8031496062992,3.3157480314960632,0 days 01:03:37.041299212
4,2019,,,19.76356589147287,51.40852713178294,1013.7751937984495,0.0,39.65426356589147,167.48062015503876,1.2496124031007751,0 days 01:04:46.987325581
5,2019,,,20.147727272727273,54.724242424242426,1006.7916666666666,0.0,40.72727272727273,153.82575757575756,1.9295454545454545,0 days 01:05:45.145204545
6,2019,,,22.7546762589928,52.697841726618705,1010.9107913669066,0.6258992805755396,32.72949640287769,130.84172661870502,0.9035971223021584,0 days 01:10:01.359726618
7,2019,,,29.368253968253967,16.14761904761905,1022.1111111111112,0.0,51.098412698412695,224.3095238095238,1.3087301587301583,0 days 01:02:41.970936507
8,2019,,,26.89421487603306,39.09090909090909,966.7239669421492,0.0,54.525619834710746,97.66115702479338,1.6785123966942148,0 days 01:00:19.200694214
9,2019,,,34.44406779661016,17.965254237288136,940.8889830508476,0.0,50.74406779661018,188.85593220338984,1.225423728813559,0 days 00:58:41.640957627
10,2019,,,18.90508474576272,62.135593220338976,1006.3330508474576,0.0,30.32203389830509,64.38983050847457,2.011864406779661,0 days 00:58:53.930203389
11,2019,,,21.503401360544217,87.83061224489796,991.6278911564624,0.9659863945578232,26.441496598639453,185.4625850340136,1.006122448979592,0 days 01:13:39.102319727
12,2019,,,25.66,33.893076923076926,986.4846153846154,0.0,44.09692307692307,192.77692307692308,1.1938461538461538,0 days 01:05:02.127807692
13,2019,,,17.4,57.03,968.2575,0.0,28.119166666666665,154.29166666666666,2.0358333333333336,0 days 01:00:00.193933333
14,2019,,,21.0972972972973,51.574774774774774,989.2405405405406,0.0,33.04054054054055,221.07207207207207,1.5666666666666669,0 days 00:55:33.938279279
15,2019,,,29.965161290322584,66.45548387096774,1010.941935483871,0.0,35.752903225806456,166.88387096774193,1.8574193548387097,0 days 01:17:11.795858064
16,2019,,,22.02977099236641,67.41526717557252,1016.7824427480916,0.0076335877862595,34.33206106870229,255.18320610687024,1.8740458015267176,0 days 01:05:32.595931297
17,2019,,,21.619354838709675,57.47822580645161,1009.141935483871,0.0,32.18387096774193,286.991935483871,5.468548387096775,0 days 01:02:05.595096774
18,2019,,,23.203030303030303,46.28787878787879,780.509090909091,0.0,41.633333333333326,150.46969696969697,1.3265151515151512,0 days 01:06:03.533128787
19,2019,,,21.475572519083972,29.242748091603048,1001.4763358778628,0.0,29.081679389312978,183.5267175572519,2.553435114503817,0 days 01:05:24.496496183
20,2019,,,21.016793893129773,60.28931297709923,924.7916030534352,0.0,46.45343511450381,149.05343511450383,1.287786259541985,0 days 01:05:58.396427480
21,2019,,,26.018045112781955,64.47142857142858,1015.3834586466164,0.0,29.566165413533835,221.09774436090223,1.2646616541353384,0 days 01:06:46.487676691
