Round,Driver ID,Mean,StdDev,Year
5,norris,21.579,0.0,2019
5,perez,22.8385,0.08131727983645437,2019
5,raikkonen,22.342,0.0,2019
5,ricciardo,22.5405,0.22839549032325135,2019
5,russell,22.442,0.0,2019
5,sainz,21.468,0.0,2019
5,stroll,23.321,0.0,2019
5,vettel,22.694499999999998,1.4870455608353068,2019
6,albon,25.062,0.0,2019
6,bottas,24.903,0.17960512242138277,2019
6,gasly,24.009500000000003,0.21425335469952572,2019
6,giovinazzi,35.651,0.0,2019
6,grosjean,24.219,0.0,2019
6,hamilton,24.266,0.0,2019
6,hulkenberg,25.532,0.0,2019
6,kevin_magnussen,25.419,0.0,2019
6,kubica,23.946,0.0,2019
6,kvyat,24.023,0.0,2019
6,leclerc,25.8345,0.18314065632731605,2019
6,max_verstappen,24.011,0.0,2019
6,norris,25.026,0.0,2019
6,perez,28.463,0.0,2019
6,raikkonen,26.299,0.0,2019
6,ricciardo,24.269,0.0,2019
6,russell,26.165,0.0,2019
6,sainz,23.795,0.0,2019
6,stroll,24.591,0.0,2019
6,vettel,24.483,0.0,2019
7,albon,37.95,0.0,2019
7,bottas,23.725,0.380423448278364,2019
7,gasly,23.485,0.0,2019
7,giovinazzi,23.884,0.0,2019
7,grosjean,24.071,0.0,2019
7,hamilton,23.662,0.0,2019
7,hulkenberg,24.03,0.0,2019
7,kevin_magnussen,24.381,0.0,2019
7,kubica,24.1645,1.4785602794610717,2019
7,kvyat,23.825,0.0,2019
7,leclerc,23.732,0.0,2019
7,max_verstappen,23.426,0.0,2019
7,perez,24.076,0.0,2019
7,raikkonen,25.003999999999998,0.4780041840821037,2019
7,ricciardo,23.927,0.0,2019
7,russell,23.686,0.0,2019
7,sainz,24.727,0.0,2019
7,stroll,23.727,0.0,2019
7,vettel,23.782,0.0,2019
8,albon,30.279,0.0,2019
8,bottas,30.412,0.0,2019
8,gasly,30.228,0.0,2019
8,giovinazzi,31.2695,0.6045762979144972,2019
8,grosjean,30.837,0.0,2019
8,hamilton,30.186,0.0,2019
8,hulkenberg,30.884,0.0,2019
8,kevin_magnussen,30.832,0.0,2019
8,kubica,29.792,0.0,2019
8,kvyat,30.233,0.0,2019
8,leclerc,30.203,0.0,2019
8,max_verstappen,30.118,0.0,2019
8,norris,30.576,0.0,2019
8,perez,37.286,0.0,2019
8,raikkonen,29.975,0.0,2019
8,ricciardo,31.031,0.0,2019
8,russell,34.722,3.9201999948982187,2019
8,sainz,29.92,0.0,2019
8,stroll,30.849,0.0,2019
8,vettel,30.256,0.2998132752230958,2019
9,albon,21.225,0.0,2019
9,bottas,22.552,0.0,2019
9,gasly,22.239,0.0,2019
9,giovinazzi,21.672,0.0,2019
9,grosjean,22.265,0.0,2019
9,hamilton,30.067,0.0,2019
9,hulkenberg,21.985,0.0,2019
9,kevin_magnussen,20.592,3.811516364913051,2019
9,kubica,21.525,0.0,2019
9,kvyat,25.091,0.0,2019
9,leclerc,21.878,0.0,2019
9,max_verstappen,21.11,0.0,2019
9,norris,21.547,0.0,2019
9,perez,22.33,0.0,2019
9,raikkonen,21.709,0.0,2019
9,ricciardo,22.305,0.0,2019
9,russell,22.772,0.0,2019
9,sainz,21.266,0.0,2019
9,stroll,21.982,0.0,2019
9,vettel,23.7435,2.110713741841844,2019
10,albon,28.954,0.0,2019
