Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,raceID,year
0 days 01:20:45.769863354,27.43167701863354,21.496894409937887,1016.8639751552794,0.0,31.01180124223602,177.1304347826087,0.6832298136645961,1,2023
0 days 01:14:30.121763513,26.09189189189189,57.79054054054054,1010.9297297297296,0.0,31.79256756756757,271.1621621621622,1.772297297297297,2,2023
0 days 01:51:06.001608108,17.449549549549552,54.15765765765766,1018.3666666666666,0.0,30.13963963963964,138.07207207207207,1.1270270270270266,3,2023
0 days 01:19:40.374481250,24.860625,49.225,1008.64625,0.0,41.209999999999994,125.6875,1.083125,4,2023
0 days 01:17:24.080645161,27.11741935483871,59.42580645161291,1018.3787096774192,0.0,36.689032258064515,135.54193548387096,3.970322580645162,5,2023
0 days 01:28:12.780528409,25.06590909090909,45.86363636363637,1013.3596590909091,0.14772727272727273,39.25568181818182,143.01136363636363,1.0056818181818181,6,2023
0 days 01:16:57.755922077,22.674025974025977,63.077922077922075,1001.0909090909091,0.0,33.838961038961045,132.64285714285714,1.8694805194805193,7,2023
0 days 01:21:29.831111111,18.530246913580246,63.901234567901234,1011.5524691358024,0.0,30.593209876543206,314.1296296296296,1.941975308641975,8,2023
0 days 01:16:09.442281045,22.398039215686275,52.04575163398693,934.0156862745096,0.0196078431372549,32.05424836601307,124.56209150326798,1.0973856209150326,9,2023
0 days 01:15:12.524052980,21.473509933774835,56.18543046357616,1001.2258278145694,0.0,30.94105960264901,205.39735099337747,3.023841059602649,10,2023
0 days 01:22:21.720207317,28.808536585365857,32.80487804878049,988.4018292682924,0.0,48.579268292682926,174.53658536585365,1.4408536585365852,11,2023
0 days 01:14:53.704833333,17.873333333333335,61.92666666666667,966.6273333333331,0.07333333333333333,28.24066666666667,130.04666666666665,1.5946666666666667,12,2023
0 days 01:44:46.741765550,16.791866028708135,70.77511961722487,1007.8244019138757,0.22966507177033493,24.94114832535885,173.23923444976077,2.8215311004784693,13,2023
0 days 01:18:08.933269230,29.330128205128204,42.32051282051282,1000.5615384615385,0.0,42.928205128205136,179.26923076923077,1.13974358974359,14,2023
0 days 01:27:53.819590909,29.844318181818185,72.0284090909091,1008.9784090909092,0.0,36.42215909090909,169.2840909090909,1.4159090909090908,15,2023
0 days 01:18:52.275234177,27.28860759493671,42.31645569620253,1012.9335443037971,0.0,42.070253164556966,121.50632911392405,1.8297468354430382,16,2023
0 days 01:19:21.164861635,31.46289308176101,73.15723270440252,1009.7748427672954,0.0,36.93207547169812,203.58490566037736,0.889937106918239,17,2023
0 days 01:24:15.312333333,29.96011904761904,41.910714285714285,993.7309523809524,0.0,40.62857142857143,107.89285714285714,3.314285714285714,18,2023
0 days 01:35:23.203068421,25.547368421052628,23.55263157894737,779.5205263157894,0.0,45.63947368421053,247.68421052631578,1.4900000000000002,19,2023
0 days 01:31:57.858950819,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,46.775956284153004,184.1584699453552,1.3092896174863389,20,2023
0 days 00:53:36.743175925,18.05,47.361111111111114,939.7814814814813,0.0,17.99444444444444,220.33333333333334,2.3009259259259256,21,2023
0 days 01:17:36.322762820,26.962820512820517,51.0,1014.9275641025638,0.0,33.46089743589744,284.93589743589746,1.794871794871795,22,2023
