Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,raceID,year
0 days 01:04:38.184825,28.684166666666666,33.8325,938.7708333333334,0.0,52.025,97.025,1.8875,1,2020
0 days 00:59:52.306366666,20.822499999999998,34.005,945.9099999999999,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,2,2020
0 days 01:06:35.768365671,20.74179104477612,77.19253731343284,986.3149253731344,0.014925373134328358,27.129850746268662,105.61194029850746,1.5597014925373132,3,2020
0 days 01:03:53.647265625,21.29140625,44.16796874999999,998.40859375,0.0,40.6328125,217.0703125,3.1140625,4,2020
0 days 00:58:00.193698275,25.287068965517243,58.55603448275862,1000.9508620689655,0.0,43.227586206896554,71.93103448275862,2.236206896551724,5,2020
0 days 01:04:52.040883720,29.7968992248062,56.38449612403101,997.7038759689923,0.0,47.55581395348836,167.93023255813952,1.5449612403100776,6,2020
0 days 01:00:19.027842975,18.568595041322315,54.85289256198346,962.4297520661157,0.0,29.823966942148758,251.0082644628099,1.465289256198347,7,2020
0 days 01:11:33.520888111,28.090909090909093,40.12447552447553,990.7804195804194,0.0,41.201398601398594,180.78321678321677,1.520979020979021,8,2020
0 days 01:28:24.671465909,30.169886363636362,39.94431818181818,993.6153409090911,0.0,43.10227272727273,126.26136363636364,2.3647727272727277,9,2020
0 days 01:06:11.266000,28.806060606060612,51.362878787878785,1012.8787878787879,0.0,40.342424242424244,229.58333333333334,1.428787878787879,10,2020
0 days 00:48:57.488173469,9.499999999999998,59.40408163265305,947.3591836734694,0.02040816326530612,16.360204081632652,89.92857142857143,1.6173469387755104,11,2020
0 days 01:03:32.570632812,20.50546875,67.528125,1007.340625,0.0,25.715625,133.4921875,4.040625,12,2020
0 days 01:02:32.938872,18.0304,71.1368,1017.8919999999999,0.0,23.2608,89.896,1.3416,13,2020
0 days 01:09:45.265604316,13.09568345323741,80.1611510791367,1008.4964028776981,0.04316546762589928,15.205755395683456,215.14388489208633,1.0661870503597122,14,2020
0 days 01:48:08.827773148,25.09907407407407,67.84722222222223,1015.8972222222221,0.0,27.548148148148147,256.0925925925926,0.8430555555555557,15,2020
0 days 01:03:25.834062992,20.947244094488195,58.169291338582674,1015.9417322834647,0.0,23.469291338582668,122.75590551181102,1.9480314960629919,16,2020
0 days 01:07:26.646866666,23.121481481481478,55.44666666666667,1015.8474074074076,0.0,27.98,258.24444444444447,2.504444444444444,17,2020
