Race ID,Year,Position,Driver ID,Last Name,First Name,Constructor,Constructor ID,Points,Status,Fastest Lap Time,Fastest Lap Avg Speed (kph),Total Points,Wins,Total Wins
1,2009,1,button,Button,Jenson,Brawn,brawn,10.0,Finished,1:28.020,216.891,242.0,1,2.0
1,2009,2,barrichello,Barrichello,Rubens,Brawn,brawn,8.0,Finished,1:29.066,214.344,461.0,0,9.0
1,2009,3,trulli,Trulli,Jarno,Toyota,toyota,6.0,Finished,1:28.916,214.706,209.0,0,1.0
1,2009,4,glock,Glock,Timo,Toyota,toyota,5.0,Finished,1:28.416,215.920,32.0,0,0.0
1,2009,5,alonso,Alonso,Fernando,Renault,renault,4.0,Finished,1:28.712,215.199,2404.0,0,53.0
1,2009,6,rosberg,Rosberg,Nico,Williams,williams,3.0,Finished,1:27.706,217.668,44.0,0,0.0
1,2009,7,buemi,Buemi,Sébastien,Toro Rosso,toro_rosso,2.0,Finished,1:29.230,213.950,2.0,0,0.0
1,2009,8,bourdais,Bourdais,Sébastien,Toro Rosso,toro_rosso,1.0,Finished,1:29.823,212.537,5.0,0,0.0
1,2009,9,sutil,Sutil,Adrian,Force India,force_india,0.0,Finished,1:28.943,214.640,1.0,0,0.0
1,2009,10,heidfeld,Heidfeld,Nick,BMW Sauber,bmw_sauber,0.0,Finished,1:28.283,216.245,200.0,0,0.0
1,2009,11,fisichella,Fisichella,Giancarlo,Force India,force_india,0.0,Finished,1:29.005,214.491,218.0,0,3.0
1,2009,12,webber,Webber,Mark,Red Bull,red_bull,0.0,+1 Lap,1:28.508,215.695,100.0,0,0.0
1,2009,13,vettel,Vettel,Sebastian,Red Bull,red_bull,0.0,Collision,1:28.140,216.596,2466.0,0,48.0
1,2009,14,kubica,Kubica,Robert,BMW Sauber,bmw_sauber,0.0,Collision,1:27.988,216.970,120.0,0,1.0
1,2009,15,raikkonen,Räikkönen,Kimi,Ferrari,ferrari,0.0,Differential,1:28.488,215.744,2096.0,0,37.0
1,2009,16,massa,Massa,Felipe,Ferrari,ferrari,0.0,Suspension,1:29.141,214.164,298.0,0,11.0
1,2009,17,piquet_jr,Piquet Jr.,Nelson,Renault,renault,0.0,Spun off,1:30.502,210.943,19.0,0,0.0
1,2009,18,nakajima,Nakajima,Kazuki,Williams,williams,0.0,Accident,1:29.923,212.301,9.0,0,0.0
1,2009,19,kovalainen,Kovalainen,Heikki,McLaren,mclaren,0.0,Collision,,,83.0,0,1.0
1,2009,20,hamilton,Hamilton,Lewis,McLaren,mclaren,0.0,Disqualified,1:29.020,214.455,2817.0,0,71.0
2,2009,1,button,Button,Jenson,Brawn,brawn,5.0,Finished,1:36.641,206.483,247.0,1,3.0
2,2009,2,heidfeld,Heidfeld,Nick,BMW Sauber,bmw_sauber,4.0,Finished,1:39.084,201.392,204.0,0,0.0
2,2009,3,glock,Glock,Timo,Toyota,toyota,3.0,Finished,1:39.406,200.740,35.0,0,0.0
2,2009,4,trulli,Trulli,Jarno,Toyota,toyota,2.5,Finished,1:37.591,204.473,211.5,0,1.0
2,2009,5,barrichello,Barrichello,Rubens,Brawn,brawn,2.0,Finished,1:37.484,204.698,463.0,0,9.0
2,2009,6,webber,Webber,Mark,Red Bull,red_bull,1.5,Finished,1:37.672,204.304,101.5,0,0.0
2,2009,7,hamilton,Hamilton,Lewis,McLaren,mclaren,1.0,Finished,1:39.141,201.276,2818.0,0,71.0
2,2009,8,rosberg,Rosberg,Nico,Williams,williams,0.5,Finished,1:37.598,204.459,44.5,0,0.0
