Race ID,Position,Last Name,First Name,Constructor,Points,Fastest Lap Time,Fastest Lap Avg Speed (kph),Status,Driver Code,Driver ID
18,19,Ocon,Esteban,Force India,0,,,Disqualified,OCO,ocon
18,20,Magnussen,Kevin,Haas F1 Team,0,,,Disqualified,MAG,kevin_magnussen
19,1,Verstappen,Max,Red Bull,25,1:19.186,195.670,Finished,VER,max_verstappen
19,2,Vettel,Sebastian,Ferrari,18,1:19.522,194.844,Finished,VET,vettel
19,3,Räikkönen,Kimi,Ferrari,15,1:20.334,192.874,Finished,RAI,raikkonen
19,4,Hamilton,Lewis,Mercedes,12,1:20.728,191.933,Finished,HAM,hamilton
19,5,Bottas,Valtteri,Mercedes,10,1:18.741,196.776,+1 Lap,BOT,bottas
19,6,Hülkenberg,Nico,Renault,8,1:20.637,192.150,+2 Laps,HUL,hulkenberg
19,7,Leclerc,Charles,Sauber,6,1:20.537,192.388,+2 Laps,LEC,leclerc
19,8,Vandoorne,Stoffel,McLaren,4,1:21.921,189.138,+2 Laps,VAN,vandoorne
19,9,Ericsson,Marcus,Sauber,2,1:22.440,187.947,+2 Laps,ERI,ericsson
19,10,Gasly,Pierre,Toro Rosso,1,1:22.755,187.232,+2 Laps,GAS,gasly
19,11,Ocon,Esteban,Force India,0,1:22.629,187.517,+2 Laps,OCO,ocon
19,12,Stroll,Lance,Williams,0,1:22.983,186.717,+2 Laps,STR,stroll
19,13,Sirotkin,Sergey,Williams,0,1:22.640,187.492,+2 Laps,SIR,sirotkin
19,14,Hartley,Brendon,Toro Rosso,0,1:22.438,187.952,+2 Laps,HAR,brendon_hartley
19,15,Magnussen,Kevin,Haas F1 Team,0,1:21.874,189.246,+2 Laps,MAG,kevin_magnussen
19,16,Grosjean,Romain,Haas F1 Team,0,1:21.370,190.419,+3 Laps,GRO,grosjean
