Race ID,Year,Position,Driver ID,Last Name,First Name,Constructor,Constructor ID,Points,Status,Fastest Lap Time,Fastest Lap Avg Speed (kph),Total Points,Wins,Total Wins
1,2000,1,michael_schumacher,Schumacher,Michael,Ferrari,ferrari,10,Finished,,,10.0,1,1.0
1,2000,2,barrichello,Barrichello,Rubens,Ferrari,ferrari,6,Finished,,,6.0,0,0.0
1,2000,3,ralf_schumacher,Schumacher,Ralf,Williams,williams,4,Finished,,,4.0,0,0.0
1,2000,4,villeneuve,Villeneuve,Jacques,BAR,bar,3,Finished,,,3.0,0,0.0
1,2000,5,fisichella,Fisichella,Giancarlo,Benetton,benetton,2,Finished,,,2.0,0,0.0
1,2000,6,zonta,Zonta,Ricardo,BAR,bar,1,Finished,,,1.0,0,0.0
1,2000,7,wurz,Wurz,Alexander,Benetton,benetton,0,Finished,,,0.0,0,0.0
1,2000,8,gene,Gené,Marc,Minardi,minardi,0,+1 Lap,,,0.0,0,0.0
1,2000,9,heidfeld,Heidfeld,Nick,Prost,prost,0,+2 Laps,,,0.0,0,0.0
1,2000,10,salo,Salo,Mika,Sauber,sauber,0,Disqualified,,,0.0,0,0.0
1,2000,11,button,Button,Jenson,Williams,williams,0,Engine,,,0.0,0,0.0
1,2000,12,diniz,Diniz,Pedro,Sauber,sauber,0,Transmission,,,0.0,0,0.0
1,2000,13,mazzacane,Mazzacane,Gastón,Minardi,minardi,0,Gearbox,,,0.0,0,0.0
1,2000,14,frentzen,Frentzen,Heinz-Harald,Jordan,jordan,0,Hydraulics,,,0.0,0,0.0
1,2000,15,trulli,Trulli,Jarno,Jordan,jordan,0,Engine,,,0.0,0,0.0
1,2000,16,alesi,Alesi,Jean,Prost,prost,0,Hydraulics,,,0.0,0,0.0
1,2000,17,hakkinen,Häkkinen,Mika,McLaren,mclaren,0,Engine,,,0.0,0,0.0
1,2000,18,verstappen,Verstappen,Jos,Arrows,arrows,0,Suspension,,,0.0,0,0.0
1,2000,19,coulthard,Coulthard,David,McLaren,mclaren,0,Engine,,,0.0,0,0.0
1,2000,20,rosa,de la Rosa,Pedro,Arrows,arrows,0,Suspension,,,0.0,0,0.0
1,2000,21,irvine,Irvine,Eddie,Jaguar,jaguar,0,Spun off,,,0.0,0,0.0
1,2000,22,herbert,Herbert,Johnny,Jaguar,jaguar,0,Clutch,,,0.0,0,0.0
2,2000,1,michael_schumacher,Schumacher,Michael,Ferrari,ferrari,10,Finished,,,20.0,1,2.0
2,2000,2,fisichella,Fisichella,Giancarlo,Benetton,benetton,6,Finished,,,8.0,0,0.0
2,2000,3,frentzen,Frentzen,Heinz-Harald,Jordan,jordan,4,Finished,,,4.0,0,0.0
2,2000,4,trulli,Trulli,Jarno,Jordan,jordan,3,Finished,,,3.0,0,0.0
2,2000,5,ralf_schumacher,Schumacher,Ralf,Williams,williams,2,+1 Lap,,,6.0,0,0.0
2,2000,6,button,Button,Jenson,Williams,williams,1,+1 Lap,,,1.0,0,0.0
2,2000,7,verstappen,Verstappen,Jos,Arrows,arrows,0,+1 Lap,,,0.0,0,0.0
2,2000,8,rosa,de la Rosa,Pedro,Arrows,arrows,0,+1 Lap,,,0.0,0,0.0
2,2000,9,zonta,Zonta,Ricardo,BAR,bar,0,+2 Laps,,,1.0,0,0.0
2,2000,10,mazzacane,Mazzacane,Gastón,Minardi,minardi,0,+2 Laps,,,0.0,0,0.0
2,2000,11,coulthard,Coulthard,David,McLaren,mclaren,0,Disqualified,,,0.0,0,0.0
2,2000,12,herbert,Herbert,Johnny,Jaguar,jaguar,0,Gearbox,,,0.0,0,0.0
2,2000,13,gene,Gené,Marc,Minardi,minardi,0,Engine,,,0.0,0,0.0
2,2000,14,hakkinen,Häkkinen,Mika,McLaren,mclaren,0,Oil pressure,,,0.0,0,0.0
2,2000,15,barrichello,Barrichello,Rubens,Ferrari,ferrari,0,Hydraulics,,,6.0,0,0.0
2,2000,16,irvine,Irvine,Eddie,Jaguar,jaguar,0,Spun off,,,0.0,0,0.0
2,2000,17,villeneuve,Villeneuve,Jacques,BAR,bar,0,Gearbox,,,3.0,0,0.0
2,2000,18,alesi,Alesi,Jean,Prost,prost,0,Electrical,,,0.0,0,0.0
2,2000,19,heidfeld,Heidfeld,Nick,Prost,prost,0,Engine,,,0.0,0,0.0
2,2000,20,wurz,Wurz,Alexander,Benetton,benetton,0,Engine,,,0.0,0,0.0
2,2000,21,diniz,Diniz,Pedro,Sauber,sauber,0,Safety concerns,,,0.0,0,0.0
2,2000,22,salo,Salo,Mika,Sauber,sauber,0,Safety concerns,,,0.0,0,0.0
3,2000,1,michael_schumacher,Schumacher,Michael,Ferrari,ferrari,10,Finished,,,30.0,1,3.0
3,2000,2,hakkinen,Häkkinen,Mika,McLaren,mclaren,6,Finished,,,6.0,0,0.0
3,2000,3,coulthard,Coulthard,David,McLaren,mclaren,4,Finished,,,4.0,0,0.0
3,2000,4,barrichello,Barrichello,Rubens,Ferrari,ferrari,3,Finished,,,9.0,0,0.0
3,2000,5,villeneuve,Villeneuve,Jacques,BAR,bar,2,+1 Lap,,,5.0,0,0.0
3,2000,6,salo,Salo,Mika,Sauber,sauber,1,+1 Lap,,,1.0,0,0.0
3,2000,7,irvine,Irvine,Eddie,Jaguar,jaguar,0,+1 Lap,,,0.0,0,0.0
3,2000,8,diniz,Diniz,Pedro,Sauber,sauber,0,+1 Lap,,,0.0,0,0.0
3,2000,9,wurz,Wurz,Alexander,Benetton,benetton,0,+1 Lap,,,0.0,0,0.0
3,2000,10,herbert,Herbert,Johnny,Jaguar,jaguar,0,+1 Lap,,,0.0,0,0.0
3,2000,11,fisichella,Fisichella,Giancarlo,Benetton,benetton,0,+1 Lap,,,8.0,0,0.0
3,2000,12,zonta,Zonta,Ricardo,BAR,bar,0,+1 Lap,,,1.0,0,0.0
3,2000,13,mazzacane,Mazzacane,Gastón,Minardi,minardi,0,+2 Laps,,,0.0,0,0.0
3,2000,14,verstappen,Verstappen,Jos,Arrows,arrows,0,+3 Laps,,,0.0,0,0.0
3,2000,15,trulli,Trulli,Jarno,Jordan,jordan,0,Gearbox,,,3.0,0,0.0
3,2000,16,rosa,de la Rosa,Pedro,Arrows,arrows,0,Spun off,,,0.0,0,0.0
3,2000,17,ralf_schumacher,Schumacher,Ralf,Williams,williams,0,Fuel system,,,6.0,0,0.0
3,2000,18,alesi,Alesi,Jean,Prost,prost,0,Hydraulics,,,0.0,0,0.0
3,2000,19,heidfeld,Heidfeld,Nick,Prost,prost,0,Hydraulics,,,0.0,0,0.0
3,2000,20,button,Button,Jenson,Williams,williams,0,Engine,,,1.0,0,0.0
3,2000,21,gene,Gené,Marc,Minardi,minardi,0,Spun off,,,0.0,0,0.0
3,2000,22,frentzen,Frentzen,Heinz-Harald,Jordan,jordan,0,Gearbox,,,4.0,0,0.0
4,2000,1,coulthard,Coulthard,David,McLaren,mclaren,10,Finished,,,14.0,1,1.0
4,2000,2,hakkinen,Häkkinen,Mika,McLaren,mclaren,6,Finished,,,12.0,0,0.0
4,2000,3,michael_schumacher,Schumacher,Michael,Ferrari,ferrari,4,Finished,,,34.0,0,3.0
4,2000,4,ralf_schumacher,Schumacher,Ralf,Williams,williams,3,Finished,,,9.0,0,0.0
4,2000,5,button,Button,Jenson,Williams,williams,2,Finished,,,3.0,0,0.0
4,2000,6,trulli,Trulli,Jarno,Jordan,jordan,1,Finished,,,4.0,0,0.0
4,2000,7,fisichella,Fisichella,Giancarlo,Benetton,benetton,0,+1 Lap,,,8.0,0,0.0
4,2000,8,salo,Salo,Mika,Sauber,sauber,0,+1 Lap,,,1.0,0,0.0
4,2000,9,wurz,Wurz,Alexander,Benetton,benetton,0,+1 Lap,,,0.0,0,0.0
4,2000,10,alesi,Alesi,Jean,Prost,prost,0,+1 Lap,,,0.0,0,0.0
4,2000,11,diniz,Diniz,Pedro,Sauber,sauber,0,+1 Lap,,,0.0,0,0.0
4,2000,12,herbert,Herbert,Johnny,Jaguar,jaguar,0,+1 Lap,,,0.0,0,0.0
4,2000,13,irvine,Irvine,Eddie,Jaguar,jaguar,0,+1 Lap,,,0.0,0,0.0
4,2000,14,gene,Gené,Marc,Minardi,minardi,0,+1 Lap,,,0.0,0,0.0
4,2000,15,mazzacane,Mazzacane,Gastón,Minardi,minardi,0,+1 Lap,,,0.0,0,0.0
4,2000,16,villeneuve,Villeneuve,Jacques,BAR,bar,0,+4 Laps,,,5.0,0,0.0
4,2000,17,frentzen,Frentzen,Heinz-Harald,Jordan,jordan,0,+6 Laps,,,4.0,0,0.0
4,2000,18,heidfeld,Heidfeld,Nick,Prost,prost,0,Engine,,,0.0,0,0.0
4,2000,19,zonta,Zonta,Ricardo,BAR,bar,0,Spun off,,,1.0,0,0.0
4,2000,20,barrichello,Barrichello,Rubens,Ferrari,ferrari,0,Hydraulics,,,9.0,0,0.0
4,2000,21,rosa,de la Rosa,Pedro,Arrows,arrows,0,Electrical,,,0.0,0,0.0
4,2000,22,verstappen,Verstappen,Jos,Arrows,arrows,0,Electrical,,,0.0,0,0.0
5,2000,1,hakkinen,Häkkinen,Mika,McLaren,mclaren,10,Finished,,,22.0,1,1.0
5,2000,2,coulthard,Coulthard,David,McLaren,mclaren,6,Finished,,,20.0,0,1.0
5,2000,3,barrichello,Barrichello,Rubens,Ferrari,ferrari,4,Finished,,,13.0,0,0.0
5,2000,4,ralf_schumacher,Schumacher,Ralf,Williams,williams,3,Finished,,,12.0,0,0.0
5,2000,5,michael_schumacher,Schumacher,Michael,Ferrari,ferrari,2,Finished,,,36.0,0,3.0
5,2000,6,frentzen,Frentzen,Heinz-Harald,Jordan,jordan,1,Finished,,,5.0,0,0.0
5,2000,7,salo,Salo,Mika,Sauber,sauber,0,+1 Lap,,,1.0,0,0.0
5,2000,8,zonta,Zonta,Ricardo,BAR,bar,0,+1 Lap,,,1.0,0,0.0
5,2000,9,fisichella,Fisichella,Giancarlo,Benetton,benetton,0,+1 Lap,,,8.0,0,0.0
5,2000,10,wurz,Wurz,Alexander,Benetton,benetton,0,+1 Lap,,,0.0,0,0.0
5,2000,11,irvine,Irvine,Eddie,Jaguar,jaguar,0,+1 Lap,,,0.0,0,0.0
5,2000,12,trulli,Trulli,Jarno,Jordan,jordan,0,+1 Lap,,,4.0,0,0.0
5,2000,13,herbert,Herbert,Johnny,Jaguar,jaguar,0,+1 Lap,,,0.0,0,0.0
5,2000,14,gene,Gené,Marc,Minardi,minardi,0,+2 Laps,,,0.0,0,0.0
5,2000,15,mazzacane,Mazzacane,Gastón,Minardi,minardi,0,+2 Laps,,,0.0,0,0.0
5,2000,16,heidfeld,Heidfeld,Nick,Prost,prost,0,+3 Laps,,,0.0,0,0.0
5,2000,17,button,Button,Jenson,Williams,williams,0,Engine,,,3.0,0,0.0
