Race ID,Year,Position,Driver ID,Last Name,First Name,Constructor,Constructor ID,Points,Status,Fastest Lap Time,Fastest Lap Avg Speed (kph),Total Points,Wins,Total Wins
1,2012,1,button,Button,Jenson,McLaren,mclaren,25,Finished,1:29.187,214.053,836.0,1,13.0
1,2012,2,vettel,Vettel,Sebastian,Red Bull,red_bull,18,Finished,1:29.417,213.503,3216.0,0,68.0
1,2012,3,hamilton,Hamilton,Lewis,McLaren,mclaren,15,Finished,1:29.538,213.214,3348.0,0,79.0
1,2012,4,webber,Webber,Mark,Red Bull,red_bull,12,Finished,1:29.438,213.452,681.5,0,7.0
1,2012,5,alonso,Alonso,Fernando,Ferrari,ferrari,10,Finished,1:30.277,211.469,2945.0,0,59.0
1,2012,6,kobayashi,Kobayashi,Kamui,Sauber,sauber,8,Finished,1:30.620,210.668,73.0,0,0.0
1,2012,7,raikkonen,Räikkönen,Kimi,Lotus F1,lotus_f1,6,Finished,1:30.759,210.346,2150.0,0,38.0
1,2012,8,perez,Pérez,Sergio,Sauber,sauber,4,Finished,1:30.843,210.151,485.0,0,0.0
1,2012,9,ricciardo,Ricciardo,Daniel,Toro Rosso,toro_rosso,2,Finished,1:30.592,210.733,818.0,0,5.0
1,2012,10,resta,di Resta,Paul,Force India,force_india,1,Finished,1:30.605,210.703,28.0,0,0.0
1,2012,11,vergne,Vergne,Jean-Éric,Toro Rosso,toro_rosso,0,Finished,1:30.274,211.476,0.0,0,0.0
1,2012,12,rosberg,Rosberg,Nico,Mercedes,mercedes,0,Finished,1:30.931,209.948,306.5,0,0.0
1,2012,13,maldonado,Maldonado,Pastor,Williams,williams,0,Accident,1:30.254,211.523,1.0,0,0.0
1,2012,14,glock,Glock,Timo,Marussia,marussia,0,+1 Lap,1:34.253,202.548,51.0,0,0.0
1,2012,15,pic,Pic,Charles,Marussia,marussia,0,+5 Laps,1:35.011,200.932,0.0,0,0.0
1,2012,16,bruno_senna,Senna,Bruno,Williams,williams,0,Collision,1:30.855,210.123,2.0,0,0.0
1,2012,17,massa,Massa,Felipe,Ferrari,ferrari,0,Collision,1:31.940,207.644,582.0,0,11.0
1,2012,18,kovalainen,Kovalainen,Heikki,Caterham,caterham,0,Suspension,1:33.693,203.759,105.0,0,1.0
1,2012,19,petrov,Petrov,Vitaly,Caterham,caterham,0,Steering,1:33.214,204.806,64.0,0,0.0
1,2012,20,michael_schumacher,Schumacher,Michael,Mercedes,mercedes,0,Gearbox,1:34.021,203.048,947.0,0,56.0
1,2012,21,grosjean,Grosjean,Romain,Lotus F1,lotus_f1,0,Collision,,,344.0,0,0.0
1,2012,22,hulkenberg,Hülkenberg,Nico,Force India,force_india,0,Collision,,,427.0,0,0.0
1,2012,23,rosa,de la Rosa,Pedro,HRT,hrt,0,Did not qualify,,,34.0,0,0.0
1,2012,24,karthikeyan,Karthikeyan,Narain,HRT,hrt,0,Did not qualify,,,5.0,0,0.0
2,2012,1,alonso,Alonso,Fernando,Ferrari,ferrari,25,Finished,1:41.680,196.250,2970.0,1,60.0
2,2012,2,perez,Pérez,Sergio,Sauber,sauber,18,Finished,1:41.021,197.531,503.0,0,0.0
2,2012,3,hamilton,Hamilton,Lewis,McLaren,mclaren,15,Finished,1:41.539,196.523,3363.0,0,79.0
2,2012,4,webber,Webber,Mark,Red Bull,red_bull,12,Finished,1:41.017,197.539,693.5,0,7.0
2,2012,5,raikkonen,Räikkönen,Kimi,Lotus F1,lotus_f1,10,Finished,1:40.722,198.117,2160.0,0,38.0
2,2012,6,bruno_senna,Senna,Bruno,Williams,williams,8,Finished,1:41.404,196.785,10.0,0,0.0
2,2012,7,resta,di Resta,Paul,Force India,force_india,6,Finished,1:41.819,195.983,34.0,0,0.0
2,2012,8,vergne,Vergne,Jean-Éric,Toro Rosso,toro_rosso,4,Finished,1:41.922,195.785,4.0,0,0.0
2,2012,9,hulkenberg,Hülkenberg,Nico,Force India,force_india,2,Finished,1:42.173,195.304,429.0,0,0.0
2,2012,10,michael_schumacher,Schumacher,Michael,Mercedes,mercedes,1,Finished,1:41.760,196.096,948.0,0,56.0
2,2012,11,vettel,Vettel,Sebastian,Red Bull,red_bull,0,Finished,1:41.342,196.905,3216.0,0,68.0
2,2012,12,ricciardo,Ricciardo,Daniel,Toro Rosso,toro_rosso,0,Finished,1:41.756,196.104,818.0,0,5.0
2,2012,13,rosberg,Rosberg,Nico,Mercedes,mercedes,0,Finished,1:41.863,195.898,306.5,0,0.0
2,2012,14,button,Button,Jenson,McLaren,mclaren,0,Finished,1:42.100,195.443,836.0,0,13.0
2,2012,15,massa,Massa,Felipe,Ferrari,ferrari,0,Finished,1:42.051,195.537,582.0,0,11.0
2,2012,16,petrov,Petrov,Vitaly,Caterham,caterham,0,+1 Lap,1:43.513,192.775,64.0,0,0.0
2,2012,17,glock,Glock,Timo,Marussia,marussia,0,+1 Lap,1:44.757,190.486,51.0,0,0.0
2,2012,18,kovalainen,Kovalainen,Heikki,Caterham,caterham,0,+1 Lap,1:43.803,192.237,105.0,0,1.0
2,2012,19,maldonado,Maldonado,Pastor,Williams,williams,0,Engine,1:42.237,195.181,1.0,0,0.0
2,2012,20,pic,Pic,Charles,Marussia,marussia,0,+2 Laps,1:44.813,190.384,0.0,0,0.0
2,2012,21,karthikeyan,Karthikeyan,Narain,HRT,hrt,0,+2 Laps,1:45.909,188.414,5.0,0,0.0
