Race ID,Position,Driver ID,Last Name,First Name,Constructor,Constructor ID,Points,Status,Fastest Lap Time,Fastest Lap Avg Speed (kph)
5,1,hamilton,Hamilton,Lewis,Mercedes,mercedes,25,Finished,1:19.133,211.770
5,2,bottas,Bottas,Valtteri,Mercedes,mercedes,18,Finished,1:19.478,210.850
5,3,max_verstappen,Verstappen,Max,Red Bull,red_bull,15,Finished,1:19.422,210.999
5,4,vettel,Vettel,Sebastian,Ferrari,ferrari,12,Finished,1:19.128,211.783
5,5,ricciardo,Ricciardo,Daniel,Red Bull,red_bull,10,Finished,1:18.441,213.638
5,6,kevin_magnussen,Magnussen,Kevin,Haas F1 Team,haas,8,+1 Lap,1:20.246,208.832
5,7,sainz,Sainz,Carlos,Renault,renault,6,+1 Lap,1:21.324,206.064
5,8,alonso,Alonso,Fernando,McLaren,mclaren,4,+1 Lap,1:20.727,207.588
5,9,perez,Pérez,Sergio,Force India,force_india,2,+2 Laps,1:21.128,206.562
5,10,leclerc,Leclerc,Charles,Sauber,sauber,1,+2 Laps,1:22.122,204.062
5,11,stroll,Stroll,Lance,Williams,williams,0,+2 Laps,1:22.095,204.129
5,12,brendon_hartley,Hartley,Brendon,Toro Rosso,toro_rosso,0,+2 Laps,1:21.439,205.773
5,13,ericsson,Ericsson,Marcus,Sauber,sauber,0,+2 Laps,1:22.487,203.159
5,14,sirotkin,Sirotkin,Sergey,Williams,williams,0,+3 Laps,1:22.680,202.685
5,15,vandoorne,Vandoorne,Stoffel,McLaren,mclaren,0,Gearbox,1:22.594,202.896
5,16,ocon,Ocon,Esteban,Force India,force_india,0,Oil leak,1:22.117,204.074
5,17,raikkonen,Räikkönen,Kimi,Ferrari,ferrari,0,Turbo,1:21.531,205.541
5,18,grosjean,Grosjean,Romain,Haas F1 Team,haas,0,Collision,,
5,19,gasly,Gasly,Pierre,Toro Rosso,toro_rosso,0,Collision,,
5,20,hulkenberg,Hülkenberg,Nico,Renault,renault,0,Collision,,
6,1,ricciardo,Ricciardo,Daniel,Red Bull,red_bull,25,Finished,1:15.562,158.984
6,2,vettel,Vettel,Sebastian,Ferrari,ferrari,18,Finished,1:16.065,157.933
6,3,hamilton,Hamilton,Lewis,Mercedes,mercedes,15,Finished,1:16.270,157.508
6,4,raikkonen,Räikkönen,Kimi,Ferrari,ferrari,12,Finished,1:16.392,157.257
6,5,bottas,Bottas,Valtteri,Mercedes,mercedes,10,Finished,1:16.312,157.422
6,6,ocon,Ocon,Esteban,Force India,force_india,8,Finished,1:17.027,155.960
6,7,gasly,Gasly,Pierre,Toro Rosso,toro_rosso,6,Finished,1:17.099,155.815
6,8,hulkenberg,Hülkenberg,Nico,Renault,renault,4,Finished,1:16.061,157.941
6,9,max_verstappen,Verstappen,Max,Red Bull,red_bull,2,Finished,1:14.260,161.772
6,10,sainz,Sainz,Carlos,Renault,renault,1,Finished,1:17.491,155.027
6,11,ericsson,Ericsson,Marcus,Sauber,sauber,0,Finished,1:16.936,156.145
6,12,perez,Pérez,Sergio,Force India,force_india,0,Finished,1:17.546,154.917
6,13,kevin_magnussen,Magnussen,Kevin,Haas F1 Team,haas,0,Finished,1:17.476,155.057
6,14,vandoorne,Vandoorne,Stoffel,McLaren,mclaren,0,+1 Lap,1:16.864,156.291
6,15,grosjean,Grosjean,Romain,Haas F1 Team,haas,0,+1 Lap,1:14.822,160.557
6,16,sirotkin,Sirotkin,Sergey,Williams,williams,0,+1 Lap,1:15.325,159.484
6,17,stroll,Stroll,Lance,Williams,williams,0,+2 Laps,1:14.944,160.295
6,18,leclerc,Leclerc,Charles,Sauber,sauber,0,Collision,1:17.710,154.590
6,19,brendon_hartley,Hartley,Brendon,Toro Rosso,toro_rosso,0,Collision,1:17.172,155.667
6,20,alonso,Alonso,Fernando,McLaren,mclaren,0,Gearbox,1:17.018,155.979
7,1,vettel,Vettel,Sebastian,Ferrari,ferrari,25,Finished,1:13.964,212.260
7,2,bottas,Bottas,Valtteri,Mercedes,mercedes,18,Finished,1:13.992,212.179
7,3,max_verstappen,Verstappen,Max,Red Bull,red_bull,15,Finished,1:13.864,212.547
7,4,ricciardo,Ricciardo,Daniel,Red Bull,red_bull,12,Finished,1:14.159,211.701
7,5,hamilton,Hamilton,Lewis,Mercedes,mercedes,10,Finished,1:14.183,211.633
7,6,raikkonen,Räikkönen,Kimi,Ferrari,ferrari,8,Finished,1:14.075,211.941
7,7,hulkenberg,Hülkenberg,Nico,Renault,renault,6,+1 Lap,1:15.588,207.699
7,8,sainz,Sainz,Carlos,Renault,renault,4,+1 Lap,1:15.666,207.485
7,9,ocon,Ocon,Esteban,Force India,force_india,2,+1 Lap,1:15.610,207.639
7,10,leclerc,Leclerc,Charles,Sauber,sauber,1,+1 Lap,1:15.480,207.996
7,11,gasly,Gasly,Pierre,Toro Rosso,toro_rosso,0,+1 Lap,1:15.699,207.395
7,12,grosjean,Grosjean,Romain,Haas F1 Team,haas,0,+1 Lap,1:15.470,208.024
7,13,kevin_magnussen,Magnussen,Kevin,Haas F1 Team,haas,0,+1 Lap,1:15.401,208.214
7,14,perez,Pérez,Sergio,Force India,force_india,0,+1 Lap,1:15.100,209.049
7,15,ericsson,Ericsson,Marcus,Sauber,sauber,0,+2 Laps,1:16.403,205.484
7,16,vandoorne,Vandoorne,Stoffel,McLaren,mclaren,0,+2 Laps,1:15.765,207.214
7,17,sirotkin,Sirotkin,Sergey,Williams,williams,0,+2 Laps,1:15.924,206.780
7,18,alonso,Alonso,Fernando,McLaren,mclaren,0,Exhaust,1:16.180,206.085
7,19,brendon_hartley,Hartley,Brendon,Toro Rosso,toro_rosso,0,Collision,,
7,20,stroll,Stroll,Lance,Williams,williams,0,Collision,,
8,1,hamilton,Hamilton,Lewis,Mercedes,mercedes,25,Finished,1:34.509,222.531
8,2,max_verstappen,Verstappen,Max,Red Bull,red_bull,18,Finished,1:34.275,223.083
8,3,raikkonen,Räikkönen,Kimi,Ferrari,ferrari,15,Finished,1:34.398,222.792
8,4,ricciardo,Ricciardo,Daniel,Red Bull,red_bull,12,Finished,1:35.382,220.494
8,5,vettel,Vettel,Sebastian,Ferrari,ferrari,10,Finished,1:34.485,222.587
8,6,kevin_magnussen,Magnussen,Kevin,Haas F1 Team,haas,8,Finished,1:35.425,220.395
8,7,bottas,Bottas,Valtteri,Mercedes,mercedes,6,Finished,1:34.225,223.201
8,8,sainz,Sainz,Carlos,Renault,renault,4,Finished,1:35.638,219.904
8,9,hulkenberg,Hülkenberg,Nico,Renault,renault,2,Finished,1:35.873,219.365
8,10,leclerc,Leclerc,Charles,Sauber,sauber,1,Finished,1:35.977,219.127
8,11,grosjean,Grosjean,Romain,Haas F1 Team,haas,0,+1 Lap,1:35.695,219.773
8,12,vandoorne,Vandoorne,Stoffel,McLaren,mclaren,0,+1 Lap,1:36.675,217.545
8,13,ericsson,Ericsson,Marcus,Sauber,sauber,0,+1 Lap,1:36.494,217.953
8,14,brendon_hartley,Hartley,Brendon,Toro Rosso,toro_rosso,0,+1 Lap,1:36.839,217.176
8,15,sirotkin,Sirotkin,Sergey,Williams,williams,0,+1 Lap,1:38.300,213.949
8,16,alonso,Alonso,Fernando,McLaren,mclaren,0,Wheel,1:35.133,221.071
8,17,stroll,Stroll,Lance,Williams,williams,0,Puncture,1:38.319,213.907
8,18,perez,Pérez,Sergio,Force India,force_india,0,Engine,1:38.319,213.907
8,19,ocon,Ocon,Esteban,Force India,force_india,0,Collision,,
8,20,gasly,Gasly,Pierre,Toro Rosso,toro_rosso,0,Collision,,
9,1,max_verstappen,Verstappen,Max,Red Bull,red_bull,25,Finished,1:07.442,230.491
9,2,raikkonen,Räikkönen,Kimi,Ferrari,ferrari,18,Finished,1:06.957,232.160
9,3,vettel,Vettel,Sebastian,Ferrari,ferrari,15,Finished,1:07.082,231.728
9,4,grosjean,Grosjean,Romain,Haas F1 Team,haas,12,+1 Lap,1:09.071,225.055
9,5,kevin_magnussen,Magnussen,Kevin,Haas F1 Team,haas,10,+1 Lap,1:08.476,227.010
9,6,ocon,Ocon,Esteban,Force India,force_india,8,+1 Lap,1:08.850,225.777
9,7,perez,Pérez,Sergio,Force India,force_india,6,+1 Lap,1:08.504,226.918
9,8,alonso,Alonso,Fernando,McLaren,mclaren,4,+1 Lap,1:08.661,226.399
9,9,leclerc,Leclerc,Charles,Sauber,sauber,2,+1 Lap,1:09.006,225.267
9,10,ericsson,Ericsson,Marcus,Sauber,sauber,1,+1 Lap,1:08.216,227.876
9,11,gasly,Gasly,Pierre,Toro Rosso,toro_rosso,0,+1 Lap,1:09.295,224.327
9,12,sainz,Sainz,Carlos,Renault,renault,0,+1 Lap,1:08.766,226.053
9,13,sirotkin,Sirotkin,Sergey,Williams,williams,0,+2 Laps,1:08.971,225.381
9,14,stroll,Stroll,Lance,Williams,williams,0,+2 Laps,1:09.203,224.626
9,15,vandoorne,Vandoorne,Stoffel,McLaren,mclaren,0,Collision damage,1:08.894,225.633
9,16,hamilton,Hamilton,Lewis,Mercedes,mercedes,0,Fuel pressure,1:07.241,231.180
9,17,brendon_hartley,Hartley,Brendon,Toro Rosso,toro_rosso,0,Hydraulics,1:09.171,224.730
9,18,ricciardo,Ricciardo,Daniel,Red Bull,red_bull,0,Exhaust,1:07.591,229.983
9,19,bottas,Bottas,Valtteri,Mercedes,mercedes,0,Hydraulics,1:09.044,225.143
9,20,hulkenberg,Hülkenberg,Nico,Renault,renault,0,Engine,1:10.380,220.869
10,1,vettel,Vettel,Sebastian,Ferrari,ferrari,25,Finished,1:30.696,233.831
10,2,hamilton,Hamilton,Lewis,Mercedes,mercedes,18,Finished,1:31.245,232.424
10,3,raikkonen,Räikkönen,Kimi,Ferrari,ferrari,15,Finished,1:30.795,233.576
10,4,bottas,Bottas,Valtteri,Mercedes,mercedes,12,Finished,1:31.377,232.089
10,5,ricciardo,Ricciardo,Daniel,Red Bull,red_bull,10,Finished,1:31.589,231.551
10,6,hulkenberg,Hülkenberg,Nico,Renault,renault,8,Finished,1:33.405,227.049
10,7,ocon,Ocon,Esteban,Force India,force_india,6,Finished,1:33.606,226.562
10,8,alonso,Alonso,Fernando,McLaren,mclaren,4,Finished,1:33.482,226.862
10,9,kevin_magnussen,Magnussen,Kevin,Haas F1 Team,haas,2,Finished,1:33.604,226.567
10,10,perez,Pérez,Sergio,Force India,force_india,1,Finished,1:33.472,226.887
10,11,vandoorne,Vandoorne,Stoffel,McLaren,mclaren,0,Finished,1:33.551,226.695
10,12,stroll,Stroll,Lance,Williams,williams,0,Finished,1:33.869,225.927
10,13,gasly,Gasly,Pierre,Toro Rosso,toro_rosso,0,Finished,1:33.465,226.904
