Race ID,Position,Driver ID,Last Name,First Name,Constructor,Constructor ID,Points,Status,Fastest Lap Time,Fastest Lap Avg Speed (kph)
4,3,perez,Pérez,Sergio,Force India,force_india,15,Finished,1:46.206,203.480
4,4,vettel,Vettel,Sebastian,Ferrari,ferrari,12,Finished,1:45.530,204.783
4,5,sainz,Sainz,Carlos,Renault,renault,10,Finished,1:46.856,202.242
4,6,leclerc,Leclerc,Charles,Sauber,sauber,8,Finished,1:47.403,201.212
4,7,alonso,Alonso,Fernando,McLaren,mclaren,6,Finished,1:47.449,201.126
4,8,stroll,Stroll,Lance,Williams,williams,4,Finished,1:46.815,202.319
4,9,vandoorne,Vandoorne,Stoffel,McLaren,mclaren,2,Finished,1:47.666,200.720
4,10,brendon_hartley,Hartley,Brendon,Toro Rosso,toro_rosso,1,Finished,1:48.288,199.567
4,11,ericsson,Ericsson,Marcus,Sauber,sauber,0,Finished,1:47.925,200.239
4,12,gasly,Gasly,Pierre,Toro Rosso,toro_rosso,0,Finished,1:48.035,200.035
4,13,kevin_magnussen,Magnussen,Kevin,Haas F1 Team,haas,0,Finished,1:48.155,199.813
4,14,bottas,Bottas,Valtteri,Mercedes,mercedes,0,Puncture,1:45.149,205.525
4,15,grosjean,Grosjean,Romain,Haas F1 Team,haas,0,Accident,1:46.880,202.196
4,16,max_verstappen,Verstappen,Max,Red Bull,red_bull,0,Collision,1:45.771,204.316
4,17,ricciardo,Ricciardo,Daniel,Red Bull,red_bull,0,Collision,1:45.419,204.999
4,18,hulkenberg,Hülkenberg,Nico,Renault,renault,0,Accident,1:48.867,198.506
4,19,ocon,Ocon,Esteban,Force India,force_india,0,Collision,,
4,20,sirotkin,Sirotkin,Sergey,Williams,williams,0,Collision,,
