Constructor,Race ID,Year,Constructor ID,Status,Status_value,StatusComponent,Round,Mean,StdDev,PitStopComponent,ConstructorConfidence
Aston Martin,19,2022,aston_martin,Finished Collision,1.6,-0.059882803531030954,19,24.862,0.0,-0.104,0.006
Aston Martin,20,2021,aston_martin,Finished +1 Lap,1.8,0.39700080859461506,20,25.941,0.0,-0.104,-0.041
Aston Martin,20,2022,aston_martin,+1 Lap +1 Lap,1.6,-0.059882803531030954,20,22.924,0.1379,-0.033,0.002
Aston Martin,21,2021,aston_martin,Finished Collision damage,1.0,-1.4305336399079696,21,19.067,3.5939,-0.111,0.159
Aston Martin,21,2022,aston_martin,Finished Finished,2.0,0.853884420720261,21,23.804,0.0778,0.025,0.021
Aston Martin,22,2021,aston_martin,Finished +1 Lap,1.8,0.39700080859461506,22,21.848,0.1319,-0.025,-0.01
Aston Martin,22,2022,aston_martin,Finished Finished,2.0,0.853884420720261,22,22.497,0.0042,2.62,2.237
Ferrari,1,2018,ferrari,Finished Finished,2.0,0.853884420720261,1,22.467,0.168,-0.046,-0.039
Ferrari,1,2019,ferrari,Finished Finished,2.0,0.853884420720261,1,22.314,0.0,-0.103,-0.088
Ferrari,1,2020,ferrari,Finished Finished,2.0,0.853884420720261,1,22.494,0.7326,-0.099,-0.085
Ferrari,1,2021,ferrari,Finished Finished,2.0,0.853884420720261,1,24.486,0.2162,-0.066,-0.056
Ferrari,1,2022,ferrari,Finished Finished,2.0,0.853884420720261,1,24.697,0.2824,-0.077,-0.066
Ferrari,2,2018,ferrari,Finished Wheel,1.1,-1.2020918338451463,2,25.107,0.1851,-0.059,0.071
Ferrari,2,2019,ferrari,Finished Finished,2.0,0.853884420720261,2,26.697,2.9022,-0.111,-0.095
Ferrari,2,2020,ferrari,Collision damage Collision damage,0.0,-3.7149517005362,2,32.596,0.8303,-0.105,0.39
Ferrari,2,2021,ferrari,Finished Finished,2.0,0.853884420720261,2,31.56,1.8142,-0.11,-0.094
Ferrari,2,2022,ferrari,Finished Finished,2.0,0.853884420720261,2,21.199,0.0,-0.102,-0.087
Ferrari,3,2018,ferrari,Finished Finished,2.0,0.853884420720261,3,23.256,0.1157,-0.018,-0.015
Ferrari,3,2019,ferrari,Finished Finished,2.0,0.853884420720261,3,27.493,0.0919,-0.012,-0.01
Ferrari,3,2020,ferrari,+1 Lap +1 Lap,1.6,-0.059882803531030954,3,24.388,1.7847,-0.108,0.006
Ferrari,3,2021,ferrari,Finished Finished,2.0,0.853884420720261,3,21.868,0.514,-0.091,-0.078
Ferrari,3,2022,ferrari,Finished Spun off,1.0,-1.4305336399079696,3,17.973,0.0,-0.1,0.143
Ferrari,4,2018,ferrari,Finished Finished,2.0,0.853884420720261,4,21.413,0.7934,-0.099,-0.085
Ferrari,4,2019,ferrari,Finished Finished,2.0,0.853884420720261,4,20.133,0.1485,-0.028,-0.024
Ferrari,4,2020,ferrari,Finished Finished,2.0,0.853884420720261,4,31.15,1.6318,-0.109,-0.093
Ferrari,4,2021,ferrari,Finished Finished,2.0,0.853884420720261,4,21.925,0.2472,-0.067,-0.057
Ferrari,4,2022,ferrari,Finished Collision,1.6,-0.059882803531030954,4,31.807,1.9275,-0.11,0.007
Ferrari,5,2018,ferrari,Finished Turbo,1.2,-0.9736500277823235,5,22.476,0.523,-0.092,0.09
Ferrari,5,2019,ferrari,Finished Finished,2.0,0.853884420720261,5,22.795,0.4461,-0.089,-0.076
Ferrari,5,2020,ferrari,Finished Finished,2.0,0.853884420720261,5,30.32,0.0,-0.106,-0.091
Ferrari,5,2021,ferrari,Finished Driveshaft,1.0,-1.4305336399079696,5,24.247,0.0,-0.104,0.149
Ferrari,5,2022,ferrari,Finished Finished,2.0,0.853884420720261,5,20.277,0.0,-0.102,-0.087
Ferrari,6,2018,ferrari,Finished Finished,2.0,0.853884420720261,6,24.138,0.0,-0.104,-0.089
Ferrari,6,2019,ferrari,Finished Collision,1.6,-0.059882803531030954,6,25.068,0.0733,0.026,-0.002
Ferrari,6,2020,ferrari,+1 Lap Electronics,0.8,-1.8874172520336154,6,22.106,0.0207,0.45,-0.849
Ferrari,6,2021,ferrari,Finished Finished,2.0,0.853884420720261,6,18.221,2.3804,-0.108,-0.092
Ferrari,6,2022,ferrari,Finished Turbo,1.2,-0.9736500277823235,6,22.11,0.0745,0.043,-0.042
Ferrari,7,2018,ferrari,Finished Finished,2.0,0.853884420720261,7,23.773,0.0,-0.103,-0.088
Ferrari,7,2019,ferrari,Finished Finished,2.0,0.853884420720261,7,24.073,0.0478,0.11,0.094
Ferrari,7,2020,ferrari,Finished Finished,2.0,0.853884420720261,7,25.433,1.9721,-0.109,-0.093
Ferrari,7,2021,ferrari,Finished +1 Lap,1.8,0.39700080859461506,7,30.993,0.1612,-0.063,-0.025
Ferrari,7,2022,ferrari,Finished Finished,2.0,0.853884420720261,7,25.746,0.7304,-0.101,-0.086
Ferrari,8,2018,ferrari,Finished Finished,2.0,0.853884420720261,8,27.07,0.3358,-0.086,-0.073
Ferrari,8,2019,ferrari,Finished Finished,2.0,0.853884420720261,8,30.14,0.0899,-0.019,-0.016
Ferrari,8,2020,ferrari,Accident Brakes,0.6,-2.3443008641592615,8,24.505,0.1832,-0.057,0.134
Ferrari,8,2021,ferrari,+1 Lap +1 Lap,1.6,-0.059882803531030954,8,22.894,1.8277,-0.108,0.006
Ferrari,8,2022,ferrari,Power Unit Hydraulics,0.0,-3.7149517005362,8,21.942,0.0,-0.103,0.383
Ferrari,9,2018,ferrari,Finished Finished,2.0,0.853884420720261,9,22.834,0.4353,-0.088,-0.075
Ferrari,9,2019,ferrari,Finished Finished,2.0,0.853884420720261,9,22.298,0.6332,-0.096,-0.082
Ferrari,9,2020,ferrari,Finished Finished,2.0,0.853884420720261,9,23.071,5.5074,-0.112,-0.096
Ferrari,9,2021,ferrari,Finished Finished,2.0,0.853884420720261,9,21.222,0.052,0.12,0.102
Ferrari,9,2022,ferrari,Finished Finished,2.0,0.853884420720261,9,24.947,0.1695,-0.053,-0.045
Ferrari,10,2018,ferrari,Finished Finished,2.0,0.853884420720261,10,28.767,0.9255,-0.105,-0.09
Ferrari,10,2019,ferrari,Finished +1 Lap,1.8,0.39700080859461506,10,29.787,2.2755,-0.111,-0.044
Ferrari,10,2020,ferrari,Finished +1 Lap,1.8,0.39700080859461506,10,30.318,0.0,-0.106,-0.042
Ferrari,10,2021,ferrari,Finished Finished,2.0,0.853884420720261,10,32.837,1.6633,-0.11,-0.094
Ferrari,10,2022,ferrari,Finished Finished,2.0,0.853884420720261,10,44.448,8.3593,-0.114,-0.097
Ferrari,11,2018,ferrari,Finished Accident,1.6,-0.059882803531030954,11,19.691,0.4725,-0.087,0.005
Ferrari,11,2019,ferrari,Finished Accident,1.6,-0.059882803531030954,11,22.02,0.6354,-0.096,0.006
Ferrari,11,2020,ferrari,Finished Finished,2.0,0.853884420720261,11,22.982,0.5466,-0.094,-0.08
Ferrari,11,2021,ferrari,Finished Collision,1.6,-0.059882803531030954,11,32.312,11.7374,-0.114,0.007
Ferrari,11,2022,ferrari,Finished Power Unit,1.0,-1.4305336399079696,11,21.654,0.0,-0.102,0.146
Ferrari,12,2018,ferrari,Finished Finished,2.0,0.853884420720261,12,22.719,0.3114,-0.078,-0.067
Ferrari,12,2019,ferrari,Finished Finished,2.0,0.853884420720261,12,22.663,0.0,-0.103,-0.088
Ferrari,12,2020,ferrari,Finished +1 Lap,1.8,0.39700080859461506,12,27.142,0.0,-0.105,-0.042
Ferrari,12,2022,ferrari,Finished Accident,1.6,-0.059882803531030954,12,38.753,0.2359,-0.086,0.005
Ferrari,13,2018,ferrari,Finished Brakes,1.0,-1.4305336399079696,13,22.671,3.2754,-0.111,0.159
Ferrari,13,2019,ferrari,Finished Finished,2.0,0.853884420720261,13,30.717,0.7784,-0.104,-0.089
Ferrari,13,2020,ferrari,Finished Finished,2.0,0.853884420720261,13,31.705,2.3347,-0.111,-0.095
Ferrari,13,2021,ferrari,+1 Lap +1 Lap,1.6,-0.059882803531030954,13,19.403,0.004,3.215,-0.193
Ferrari,13,2022,ferrari,Finished Finished,2.0,0.853884420720261,13,21.927,0.0619,0.076,0.065
Ferrari,14,2018,ferrari,Finished Finished,2.0,0.853884420720261,14,25.653,1.6797,-0.108,-0.092
Ferrari,14,2019,ferrari,Finished +1 Lap,1.8,0.39700080859461506,14,26.65,1.9022,-0.109,-0.043
Ferrari,14,2020,ferrari,Finished Finished,2.0,0.853884420720261,14,24.857,0.5534,-0.096,-0.082
Ferrari,14,2021,ferrari,Finished Finished,2.0,0.853884420720261,14,24.824,0.1815,-0.057,-0.049
Ferrari,14,2022,ferrari,Finished Finished,2.0,0.853884420720261,14,23.304,0.3496,-0.083,-0.071
Ferrari,15,2018,ferrari,Finished Finished,2.0,0.853884420720261,15,29.34,0.0,-0.106,-0.091
Ferrari,15,2019,ferrari,Finished Finished,2.0,0.853884420720261,15,29.606,0.0,-0.106,-0.091
Ferrari,15,2020,ferrari,+1 Lap +1 Lap,1.6,-0.059882803531030954,15,19.679,0.9374,-0.1,0.006
Ferrari,15,2021,ferrari,Finished +1 Lap,1.8,0.39700080859461506,15,30.663,0.0074,1.024,0.407
Ferrari,15,2022,ferrari,Finished Finished,2.0,0.853884420720261,15,22.006,0.7625,-0.099,-0.085
Ferrari,16,2018,ferrari,Finished Finished,2.0,0.853884420720261,16,30.056,0.0,-0.106,-0.091
Ferrari,16,2019,ferrari,Finished Power loss,1.1,-1.2020918338451463,16,29.846,0.8529,-0.104,0.125
Ferrari,16,2020,ferrari,Finished Collision,1.6,-0.059882803531030954,16,26.153,1.3071,-0.107,0.006
Ferrari,16,2021,ferrari,Finished Finished,2.0,0.853884420720261,16,24.498,0.003,3.401,2.904
Ferrari,16,2022,ferrari,Finished Finished,2.0,0.853884420720261,16,23.854,0.3122,-0.08,-0.068
Ferrari,17,2018,ferrari,Finished Finished,2.0,0.853884420720261,17,26.911,3.4561,-0.112,-0.096
Ferrari,17,2019,ferrari,Finished +1 Lap,1.8,0.39700080859461506,17,24.478,1.9003,-0.109,-0.043
Ferrari,17,2020,ferrari,+1 Lap +1 Lap,1.6,-0.059882803531030954,17,22.112,0.0,-0.103,0.006
Ferrari,17,2021,ferrari,Finished Finished,2.0,0.853884420720261,17,24.545,0.4882,-0.093,-0.079
Ferrari,17,2022,ferrari,Finished Finished,2.0,0.853884420720261,17,30.95,0.0,-0.106,-0.091
Ferrari,18,2018,ferrari,Finished Finished,2.0,0.853884420720261,18,29.461,0.0,-0.106,-0.091
Ferrari,18,2019,ferrari,Finished Finished,2.0,0.853884420720261,18,22.836,1.0328,-0.103,-0.088
Ferrari,18,2021,ferrari,Finished +1 Lap,1.8,0.39700080859461506,18,22.162,0.0,-0.103,-0.041
Ferrari,18,2022,ferrari,Finished Accident,1.6,-0.059882803531030954,18,15.632,13.5691,-0.113,0.007
Ferrari,19,2018,ferrari,Finished Finished,2.0,0.853884420720261,19,22.442,0.1557,-0.04,-0.034
Ferrari,19,2019,ferrari,Finished Suspension,1.0,-1.4305336399079696,19,25.614,1.8952,-0.109,0.156
Ferrari,19,2021,ferrari,Finished Finished,2.0,0.853884420720261,19,18.129,0.0456,0.198,0.169
Ferrari,19,2022,ferrari,Finished Collision damage,1.0,-1.4305336399079696,19,24.144,0.2372,-0.069,0.099
Ferrari,20,2018,ferrari,Finished Finished,2.0,0.853884420720261,20,23.311,0.0532,0.094,0.08
Ferrari,20,2019,ferrari,Collision Collision,1.2,-0.9736500277823235,20,22.997,0.0,-0.103,0.1
Ferrari,20,2021,ferrari,Finished Finished,2.0,0.853884420720261,20,25.754,0.0478,0.096,0.082
Ferrari,20,2022,ferrari,Finished Finished,2.0,0.853884420720261,20,22.655,0.0,-0.103,-0.088
Ferrari,21,2018,ferrari,Finished Power loss,1.1,-1.2020918338451463,21,22.096,0.0,-0.103,0.124
Ferrari,21,2019,ferrari,Finished Finished,2.0,0.853884420720261,21,22.236,0.8856,-0.101,-0.086
Ferrari,21,2021,ferrari,Finished Finished,2.0,0.853884420720261,21,16.887,1.1911,-0.102,-0.087
Ferrari,21,2022,ferrari,Finished Finished,2.0,0.853884420720261,21,24.763,2.1078,-0.109,-0.093
Ferrari,22,2021,ferrari,Finished Finished,2.0,0.853884420720261,22,22.015,0.4554,-0.089,-0.076
Ferrari,22,2022,ferrari,Finished Finished,2.0,0.853884420720261,22,21.981,0.1255,-0.021,-0.018
Force India,1,2018,force_india,Finished Finished,2.0,0.853884420720261,1,22.09,0.0,-0.103,-0.088
Force India,2,2018,force_india,+1 Lap +1 Lap,1.6,-0.059882803531030954,2,24.746,0.1549,-0.047,0.003
Force India,3,2018,force_india,Finished Finished,2.0,0.853884420720261,3,22.777,0.4122,-0.087,-0.074
Force India,4,2018,force_india,Finished Collision,1.6,-0.059882803531030954,4,27.142,1.3683,-0.107,0.006
Force India,5,2018,force_india,+2 Laps Oil leak,1.0,-1.4305336399079696,5,35.125,0.0693,-0.008,0.011
Force India,6,2018,force_india,Finished Finished,2.0,0.853884420720261,6,27.021,0.0,-0.105,-0.09
Force India,7,2018,force_india,+1 Lap +1 Lap,1.6,-0.059882803531030954,7,24.628,0.1301,-0.034,0.002
Force India,9,2018,force_india,+1 Lap +1 Lap,1.6,-0.059882803531030954,9,22.695,0.0,-0.103,0.006
Force India,10,2018,force_india,Finished Finished,2.0,0.853884420720261,10,29.077,0.0654,0.022,0.019
Force India,11,2018,force_india,Finished Finished,2.0,0.853884420720261,11,22.35,0.0,-0.103,-0.088
Force India,12,2018,force_india,+1 Lap +1 Lap,1.6,-0.059882803531030954,12,22.41,0.0,-0.103,0.006
Force India,13,2018,force_india,Finished Finished,2.0,0.853884420720261,13,21.408,2.5219,-0.11,-0.094
Force India,14,2018,force_india,Finished Finished,2.0,0.853884420720261,14,25.241,0.0,-0.104,-0.089
Force India,15,2018,force_india,+1 Lap Collision,1.4,-0.5167664156566775,15,28.293,3.4358,-0.112,0.058
Force India,16,2018,force_india,+1 Lap +1 Lap,1.6,-0.059882803531030954,16,30.283,0.0,-0.106,0.006
Force India,17,2018,force_india,Finished Finished,2.0,0.853884420720261,17,23.476,0.0,-0.103,-0.088
Force India,18,2018,force_india,Finished Disqualified,1.5,-0.2883246095938542,18,25.128,0.0,-0.104,0.03
Force India,19,2018,force_india,+2 Laps Brakes,0.8,-1.8874172520336154,19,24.518,1.7854,-0.108,0.204
Force India,20,2018,force_india,+1 Lap +1 Lap,1.6,-0.059882803531030954,20,26.358,1.4043,-0.107,0.006
Force India,21,2018,force_india,Finished Engine,1.0,-1.4305336399079696,21,22.045,0.0,-0.103,0.147
Haas F1 Team,1,2018,haas,Wheel Wheel,0.2,-3.2580680884105537,1,22.442,0.0,-0.103,0.336
Haas F1 Team,1,2019,haas,Finished Wheel,1.1,-1.2020918338451463,1,25.642,0.0,-0.104,0.125
Haas F1 Team,1,2020,haas,Brakes Brakes,0.0,-3.7149517005362,1,23.28,0.0,-0.103,0.383
Haas F1 Team,1,2021,haas,+1 Lap Accident,1.4,-0.5167664156566775,1,25.798,0.0,-0.104,0.054
Haas F1 Team,1,2022,haas,Finished Finished,2.0,0.853884420720261,1,25.39,0.0,-0.104,-0.089
Haas F1 Team,2,2018,haas,Finished +1 Lap,1.8,0.39700080859461506,2,25.04,0.3491,-0.085,-0.034
Haas F1 Team,2,2019,haas,+1 Lap Retired,0.8,-1.8874172520336154,2,28.005,0.0,-0.105,0.198
Haas F1 Team,2,2020,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,2,22.177,0.0,-0.103,0.006
Haas F1 Team,2,2021,haas,+2 Laps +2 Laps,1.6,-0.059882803531030954,2,38.273,8.8124,-0.114,0.007
Haas F1 Team,2,2022,haas,Finished Withdrew,1.5,-0.2883246095938542,2,22.374,0.0,-0.103,0.03
Haas F1 Team,3,2018,haas,Finished Finished,2.0,0.853884420720261,3,23.138,0.2285,-0.065,-0.056
Haas F1 Team,3,2019,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,3,23.552,0.3132,-0.079,0.005
Haas F1 Team,3,2020,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,3,22.591,0.0,-0.103,0.006
Haas F1 Team,3,2021,haas,+2 Laps +2 Laps,1.6,-0.059882803531030954,3,21.803,0.0,-0.103,0.006
Haas F1 Team,3,2022,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,3,19.087,0.0,-0.101,0.006
Haas F1 Team,4,2018,haas,Finished Accident,1.6,-0.059882803531030954,4,25.928,5.9009,-0.113,0.007
Haas F1 Team,4,2019,haas,+1 Lap Brakes,0.8,-1.8874172520336154,4,20.667,0.2994,-0.073,0.138
Haas F1 Team,4,2020,haas,Finished Collision,1.6,-0.059882803531030954,4,33.816,0.0,-0.107,0.006
Haas F1 Team,4,2021,haas,+2 Laps +2 Laps,1.6,-0.059882803531030954,4,23.604,0.1405,-0.036,0.002
Haas F1 Team,4,2022,haas,Finished +1 Lap,1.8,0.39700080859461506,4,32.894,0.0792,-0.015,-0.006
Haas F1 Team,5,2018,haas,+1 Lap Collision,1.4,-0.5167664156566775,5,22.917,0.0,-0.103,0.053
Haas F1 Team,5,2019,haas,Finished Finished,2.0,0.853884420720261,5,22.453,0.3907,-0.085,-0.073
Haas F1 Team,5,2020,haas,+1 Lap Retired,0.8,-1.8874172520336154,5,29.254,0.1838,-0.066,0.125
Haas F1 Team,5,2021,haas,+3 Laps +3 Laps,1.6,-0.059882803531030954,5,24.932,0.0,-0.104,0.006
Haas F1 Team,5,2022,haas,Finished Front wing,1.2,-0.9736500277823235,5,22.277,3.2513,-0.111,0.108
Haas F1 Team,6,2018,haas,Finished +1 Lap,1.8,0.39700080859461506,6,24.416,0.0524,0.088,0.035
Haas F1 Team,6,2019,haas,Finished +1 Lap,1.8,0.39700080859461506,6,24.905,0.0,-0.104,-0.041
Haas F1 Team,6,2020,haas,+1 Lap +2 Laps,1.6,-0.059882803531030954,6,23.747,0.0,-0.103,0.006
Haas F1 Team,6,2021,haas,Finished Finished,2.0,0.853884420720261,6,17.619,8.6529,-0.113,-0.096
Haas F1 Team,6,2022,haas,+1 Lap +2 Laps,1.6,-0.059882803531030954,6,25.622,2.8197,-0.111,0.007
Haas F1 Team,7,2018,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,7,24.176,0.0,-0.104,0.006
Haas F1 Team,7,2019,haas,+1 Lap +2 Laps,1.6,-0.059882803531030954,7,24.248,0.0,-0.104,0.006
Haas F1 Team,7,2020,haas,Finished Finished,2.0,0.853884420720261,7,24.557,0.7342,-0.1,-0.085
Haas F1 Team,7,2021,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,7,31.299,0.0,-0.106,0.006
Haas F1 Team,7,2022,haas,Accident Water pressure,0.7,-2.1158590580964387,7,32.246,6.5174,-0.113,0.239
Haas F1 Team,8,2018,haas,Finished +1 Lap,1.8,0.39700080859461506,8,27.381,0.0,-0.105,-0.042
Haas F1 Team,8,2019,haas,+1 Lap Retired,0.8,-1.8874172520336154,8,30.834,0.0,-0.106,0.2
Haas F1 Team,8,2020,haas,Finished Power Unit,1.0,-1.4305336399079696,8,34.017,0.0,-0.107,0.153
Haas F1 Team,8,2021,haas,+2 Laps +3 Laps,1.6,-0.059882803531030954,8,22.52,0.0,-0.103,0.006
Haas F1 Team,8,2022,haas,+1 Lap Power Unit,0.8,-1.8874172520336154,8,22.571,1.1177,-0.104,0.196
Haas F1 Team,9,2018,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,9,22.131,0.0,-0.103,0.006
Haas F1 Team,9,2019,haas,+1 Lap +2 Laps,1.6,-0.059882803531030954,9,21.309,2.178,-0.109,0.007
Haas F1 Team,9,2020,haas,Finished Collision,1.6,-0.059882803531030954,9,24.396,0.5452,-0.095,0.006
Haas F1 Team,9,2021,haas,+2 Laps +2 Laps,1.6,-0.059882803531030954,9,22.062,0.2786,-0.072,0.004
Haas F1 Team,9,2022,haas,Finished Engine,1.0,-1.4305336399079696,9,38.262,0.0,-0.108,0.154
Haas F1 Team,10,2018,haas,Finished Collision,1.6,-0.059882803531030954,10,28.795,0.0,-0.105,0.006
Haas F1 Team,10,2019,haas,Collision Collision,1.2,-0.9736500277823235,10,33.108,0.0,-0.107,0.104
Haas F1 Team,10,2020,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,10,30.116,0.02,0.315,-0.019
Haas F1 Team,10,2021,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,10,34.035,0.0,-0.107,0.006
Haas F1 Team,10,2022,haas,Finished Finished,2.0,0.853884420720261,10,40.184,15.3013,-0.114,-0.097
Haas F1 Team,11,2018,haas,Finished Finished,2.0,0.853884420720261,11,19.981,0.0,-0.101,-0.086
Haas F1 Team,11,2019,haas,Finished Finished,2.0,0.853884420720261,11,23.752,0.0295,0.254,0.217
Haas F1 Team,11,2020,haas,Finished Finished,2.0,0.853884420720261,11,23.309,0.0396,0.166,0.142
Haas F1 Team,11,2021,haas,+1 Lap Collision,1.4,-0.5167664156566775,11,28.232,6.1033,-0.113,0.058
Haas F1 Team,11,2022,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,11,22.264,0.2343,-0.065,0.004
Haas F1 Team,12,2018,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,12,23.672,0.0,-0.103,0.006
Haas F1 Team,12,2019,haas,+1 Lap Water pressure,0.9,-1.6589754459707924,12,21.797,0.0,-0.103,0.171
Haas F1 Team,12,2020,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,12,27.165,0.0,-0.105,0.006
Haas F1 Team,12,2022,haas,Finished Collision damage,1.0,-1.4305336399079696,12,36.678,0.2477,-0.086,0.123
Haas F1 Team,13,2018,haas,Finished Finished,2.0,0.853884420720261,13,21.992,2.63,-0.11,-0.094
Haas F1 Team,13,2019,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,13,22.725,0.0,-0.103,0.006
Haas F1 Team,13,2020,haas,Finished Illness,1.0,-1.4305336399079696,13,30.752,0.2355,-0.079,0.113
Haas F1 Team,13,2021,haas,+3 Laps Hydraulics,0.8,-1.8874172520336154,13,26.717,5.1831,-0.112,0.211
Haas F1 Team,13,2022,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,13,25.204,3.1228,-0.111,0.007
Haas F1 Team,14,2018,haas,+1 Lap Disqualified,1.3,-0.7452082217195002,14,32.656,0.0,-0.106,0.079
Haas F1 Team,14,2019,haas,+1 Lap Hydraulics,0.8,-1.8874172520336154,14,25.166,0.6457,-0.098,0.185
Haas F1 Team,14,2020,haas,Withdrew Collision damage,0.5,-2.572742670222085,14,19.033,9.0991,-0.113,0.291
Haas F1 Team,14,2021,haas,Finished Power Unit,1.0,-1.4305336399079696,14,25.437,1.1645,-0.106,0.152
Haas F1 Team,14,2022,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,14,24.79,1.6117,-0.108,0.006
Haas F1 Team,15,2018,haas,+1 Lap +2 Laps,1.6,-0.059882803531030954,15,29.687,0.4444,-0.095,0.006
Haas F1 Team,15,2019,haas,Finished Finished,2.0,0.853884420720261,15,32.884,4.8904,-0.113,-0.096
Haas F1 Team,15,2020,haas,+1 Lap Collision,1.4,-0.5167664156566775,15,28.656,13.6337,-0.114,0.059
Haas F1 Team,15,2021,haas,+2 Laps Oil leak,1.0,-1.4305336399079696,15,30.674,0.8966,-0.105,0.15
Haas F1 Team,15,2022,haas,Finished Finished,2.0,0.853884420720261,15,22.936,2.5571,-0.11,-0.094
Haas F1 Team,16,2018,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,16,30.092,0.0,-0.106,0.006
Haas F1 Team,16,2019,haas,Finished Collision,1.6,-0.059882803531030954,16,30.509,0.0,-0.106,0.006
Haas F1 Team,16,2020,haas,Finished Finished,2.0,0.853884420720261,16,25.783,0.1867,-0.061,-0.052
Haas F1 Team,16,2021,haas,+2 Laps +2 Laps,1.6,-0.059882803531030954,16,23.871,0.0,-0.104,0.006
Haas F1 Team,16,2022,haas,Finished +1 Lap,1.8,0.39700080859461506,16,26.609,2.5069,-0.11,-0.044
Haas F1 Team,17,2018,haas,Finished Collision damage,1.0,-1.4305336399079696,17,27.235,0.0,-0.105,0.15
Haas F1 Team,17,2019,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,17,23.869,0.0863,0.011,-0.001
Haas F1 Team,17,2020,haas,+1 Lap +2 Laps,1.6,-0.059882803531030954,17,23.528,0.7484,-0.1,0.006
Haas F1 Team,17,2021,haas,+2 Laps +2 Laps,1.6,-0.059882803531030954,17,25.409,1.4288,-0.107,0.006
Haas F1 Team,17,2022,haas,Finished +1 Lap,1.8,0.39700080859461506,17,34.937,3.9619,-0.112,-0.044
Haas F1 Team,18,2018,haas,Collision damage Disqualified,0.5,-2.572742670222085,18,28.275,0.0,-0.105,0.27
Haas F1 Team,18,2019,haas,+2 Laps +2 Laps,1.6,-0.059882803531030954,18,23.502,0.0,-0.103,0.006
Haas F1 Team,18,2021,haas,+3 Laps Collision,1.4,-0.5167664156566775,18,24.366,1.0303,-0.104,0.054
Haas F1 Team,18,2022,haas,Finished Finished,2.0,0.853884420720261,18,6.041,0.0,-0.072,-0.061
Haas F1 Team,19,2018,haas,+2 Laps +3 Laps,1.6,-0.059882803531030954,19,22.666,0.196,-0.056,0.003
Haas F1 Team,19,2019,haas,+1 Lap Brakes,0.8,-1.8874172520336154,19,24.731,0.084,0.01,-0.019
Haas F1 Team,19,2021,haas,+2 Laps +2 Laps,1.6,-0.059882803531030954,19,17.906,0.0,-0.1,0.006
Haas F1 Team,19,2022,haas,Finished Finished,2.0,0.853884420720261,19,27.395,0.1578,-0.055,-0.047
Haas F1 Team,20,2018,haas,Finished Finished,2.0,0.853884420720261,20,23.23,0.0,-0.103,-0.088
Haas F1 Team,20,2019,haas,Finished Finished,2.0,0.853884420720261,20,23.845,0.0,-0.104,-0.089
Haas F1 Team,20,2021,haas,+1 Lap +2 Laps,1.6,-0.059882803531030954,20,26.092,0.0,-0.104,0.006
Haas F1 Team,20,2022,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,20,23.705,0.0,-0.103,0.006
Haas F1 Team,21,2018,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,21,21.894,0.0,-0.103,0.006
Haas F1 Team,21,2019,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,21,21.706,0.0,-0.102,0.006
Haas F1 Team,21,2021,haas,Collision Accident,1.2,-0.9736500277823235,21,16.059,0.0,-0.098,0.095
Haas F1 Team,21,2022,haas,Finished Collision,1.6,-0.059882803531030954,21,24.487,0.0,-0.104,0.006
Haas F1 Team,22,2021,haas,+1 Lap Illness,0.8,-1.8874172520336154,22,22.097,0.0382,0.192,-0.362
Haas F1 Team,22,2022,haas,+1 Lap +1 Lap,1.6,-0.059882803531030954,22,22.731,0.5911,-0.095,0.006
McLaren,1,2018,mclaren,Finished Finished,2.0,0.853884420720261,1,22.61,0.0,-0.103,-0.088
McLaren,1,2019,mclaren,+1 Lap Engine,0.8,-1.8874172520336154,1,25.427,0.0,-0.104,0.196
McLaren,1,2020,mclaren,Finished Finished,2.0,0.853884420720261,1,21.766,2.3431,-0.109,-0.093
McLaren,1,2021,mclaren,Finished Finished,2.0,0.853884420720261,1,24.691,0.0368,0.17,0.145
McLaren,1,2022,mclaren,Finished Finished,2.0,0.853884420720261,1,24.705,0.0717,0.032,0.027
McLaren,2,2018,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,2,25.242,0.2447,-0.073,0.004
McLaren,2,2019,mclaren,Finished Collision damage,1.0,-1.4305336399079696,2,27.329,3.6255,-0.112,0.16
