Constructor,Race ID,Year,Constructor ID,Status,Status_value,StatusComponent,Round,Mean,StdDev,PitStopComponent,ConstructorConfidence
McLaren,2,2020,mclaren,Finished +1 Lap,1.8,0.39700080859461506,2,22.586,0.7266,-0.099,-0.039
McLaren,2,2021,mclaren,Finished Finished,2.0,0.853884420720261,2,31.541,0.0,-0.106,-0.091
McLaren,2,2022,mclaren,Finished Gearbox,1.0,-1.4305336399079696,2,20.824,0.0,-0.102,0.146
McLaren,3,2018,mclaren,Finished Finished,2.0,0.853884420720261,3,23.438,0.2755,-0.074,-0.063
McLaren,3,2019,mclaren,+1 Lap Collision,1.4,-0.5167664156566775,3,35.163,7.1062,-0.113,0.058
McLaren,3,2020,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,3,23.769,0.0,-0.103,0.006
McLaren,3,2021,mclaren,Finished Finished,2.0,0.853884420720261,3,21.952,0.3933,-0.084,-0.072
McLaren,3,2022,mclaren,Finished Finished,2.0,0.853884420720261,3,17.874,0.0406,0.242,0.207
McLaren,4,2018,mclaren,Finished Finished,2.0,0.853884420720261,4,26.751,0.0289,0.22,0.188
McLaren,4,2019,mclaren,Finished Finished,2.0,0.853884420720261,4,20.634,0.7994,-0.099,-0.085
McLaren,4,2020,mclaren,Finished Finished,2.0,0.853884420720261,4,30.63,1.3773,-0.108,-0.092
McLaren,4,2021,mclaren,Finished +1 Lap,1.8,0.39700080859461506,4,21.922,0.1133,-0.01,-0.004
McLaren,4,2022,mclaren,Finished +1 Lap,1.8,0.39700080859461506,4,30.373,0.4015,-0.093,-0.037
McLaren,5,2018,mclaren,+1 Lap Gearbox,0.8,-1.8874172520336154,5,22.865,0.0,-0.103,0.194
McLaren,5,2019,mclaren,Finished Collision,1.6,-0.059882803531030954,5,21.792,0.0571,0.093,-0.006
McLaren,5,2020,mclaren,Finished Finished,2.0,0.853884420720261,5,30.266,0.4013,-0.093,-0.079
McLaren,5,2021,mclaren,Finished +1 Lap,1.8,0.39700080859461506,5,24.114,0.0,-0.104,-0.041
McLaren,5,2022,mclaren,Finished Collision,1.6,-0.059882803531030954,5,20.497,0.0321,0.278,-0.017
McLaren,6,2018,mclaren,+1 Lap Gearbox,0.8,-1.8874172520336154,6,24.867,0.1625,-0.05,0.094
McLaren,6,2019,mclaren,Finished Finished,2.0,0.853884420720261,6,24.529,0.0,-0.104,-0.089
McLaren,6,2020,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,6,21.955,0.1351,-0.027,0.002
McLaren,6,2021,mclaren,Finished Finished,2.0,0.853884420720261,6,20.278,0.0145,0.764,0.652
McLaren,6,2022,mclaren,Finished +1 Lap,1.8,0.39700080859461506,6,22.029,0.1107,-0.008,-0.003
McLaren,7,2018,mclaren,+2 Laps Exhaust,0.9,-1.6589754459707924,7,25.127,2.059,-0.109,0.181
McLaren,7,2019,mclaren,+1 Lap Suspension,0.8,-1.8874172520336154,7,24.327,0.0,-0.104,0.196
McLaren,7,2020,mclaren,Finished Exhaust,1.1,-1.2020918338451463,7,23.226,0.0,-0.103,0.124
McLaren,7,2021,mclaren,Finished Finished,2.0,0.853884420720261,7,30.487,0.0,-0.106,-0.091
McLaren,7,2022,mclaren,Finished Finished,2.0,0.853884420720261,7,25.026,0.0352,0.179,0.153
McLaren,8,2018,mclaren,+1 Lap Wheel,0.9,-1.6589754459707924,8,24.859,0.118,-0.026,0.043
McLaren,8,2019,mclaren,Finished +1 Lap,1.8,0.39700080859461506,8,30.526,0.0,-0.106,-0.042
McLaren,8,2020,mclaren,Finished Finished,2.0,0.853884420720261,8,24.901,0.3392,-0.084,-0.072
McLaren,8,2021,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,8,21.463,0.0,-0.102,0.006
McLaren,8,2022,mclaren,Finished Finished,2.0,0.853884420720261,8,21.419,0.0,-0.102,-0.087
McLaren,9,2018,mclaren,+1 Lap Collision damage,0.8,-1.8874172520336154,9,24.822,3.7204,-0.112,0.211
McLaren,9,2019,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,9,21.666,0.0,-0.102,0.006
McLaren,9,2020,mclaren,Finished Collision,1.6,-0.059882803531030954,9,20.861,4.4446,-0.112,0.007
McLaren,9,2021,mclaren,Finished Finished,2.0,0.853884420720261,9,23.747,0.0,-0.103,-0.088
McLaren,9,2022,mclaren,Finished Finished,2.0,0.853884420720261,9,29.307,6.1506,-0.113,-0.096
McLaren,10,2018,mclaren,Finished Finished,2.0,0.853884420720261,10,28.366,0.3932,-0.091,-0.078
McLaren,10,2019,mclaren,Finished Finished,2.0,0.853884420720261,10,28.143,0.1321,-0.045,-0.038
McLaren,10,2020,mclaren,+1 Lap Accident,1.4,-0.5167664156566775,10,32.863,2.7059,-0.111,0.057
McLaren,10,2021,mclaren,Finished Finished,2.0,0.853884420720261,10,32.924,1.5409,-0.109,-0.093
McLaren,10,2022,mclaren,Finished Finished,2.0,0.853884420720261,10,45.566,6.6308,-0.114,-0.097
McLaren,11,2018,mclaren,Finished Retired,1.0,-1.4305336399079696,11,19.977,0.4842,-0.088,0.126
McLaren,11,2019,mclaren,Finished Power loss,1.1,-1.2020918338451463,11,21.558,0.4101,-0.085,0.102
McLaren,11,2020,mclaren,Finished Power Unit,1.0,-1.4305336399079696,11,22.225,0.09,0.015,-0.021
McLaren,11,2021,mclaren,+1 Lap Collision,1.4,-0.5167664156566775,11,34.327,5.6259,-0.113,0.058
McLaren,11,2022,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,11,22.967,1.4582,-0.107,0.006
McLaren,12,2018,mclaren,+1 Lap Gearbox,0.8,-1.8874172520336154,12,21.68,0.0,-0.102,0.193
McLaren,12,2019,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,12,24.116,0.0,-0.104,0.006
McLaren,12,2020,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,12,29.214,2.495,-0.111,0.007
McLaren,12,2022,mclaren,Finished Finished,2.0,0.853884420720261,12,38.106,0.1311,-0.063,-0.054
McLaren,13,2018,mclaren,+1 Lap Accident,1.4,-0.5167664156566775,13,21.214,3.1949,-0.111,0.057
McLaren,13,2019,mclaren,Engine Power loss,0.1,-3.4865098944733766,13,33.319,0.0,-0.107,0.373
McLaren,13,2020,mclaren,Finished Finished,2.0,0.853884420720261,13,30.093,0.3012,-0.086,-0.073
McLaren,13,2021,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,13,20.038,0.0,-0.101,0.006
McLaren,13,2022,mclaren,Finished +1 Lap,1.8,0.39700080859461506,13,22.79,0.0,-0.103,-0.041
McLaren,14,2018,mclaren,+1 Lap Engine,0.8,-1.8874172520336154,14,25.05,0.0,-0.104,0.196
McLaren,14,2019,mclaren,+1 Lap Wheel,0.9,-1.6589754459707924,14,24.988,0.0,-0.104,0.173
McLaren,14,2020,mclaren,Finished Finished,2.0,0.853884420720261,14,23.108,0.1123,-0.015,-0.013
McLaren,14,2021,mclaren,Finished Finished,2.0,0.853884420720261,14,24.184,0.0,-0.104,-0.089
McLaren,14,2022,mclaren,Finished Finished,2.0,0.853884420720261,14,23.106,0.3004,-0.077,-0.066
McLaren,15,2018,mclaren,Finished +1 Lap,1.8,0.39700080859461506,15,29.7,0.0,-0.106,-0.042
McLaren,15,2019,mclaren,Finished Finished,2.0,0.853884420720261,15,30.543,0.0,-0.106,-0.091
McLaren,15,2020,mclaren,Finished Finished,2.0,0.853884420720261,15,21.132,2.9928,-0.11,-0.094
McLaren,15,2021,mclaren,Finished Finished,2.0,0.853884420720261,15,30.609,0.4147,-0.094,-0.08
McLaren,15,2022,mclaren,Finished Finished,2.0,0.853884420720261,15,21.701,0.0033,3.494,2.983
McLaren,16,2018,mclaren,+1 Lap +2 Laps,1.6,-0.059882803531030954,16,32.486,0.0,-0.106,0.006
McLaren,16,2019,mclaren,Finished Finished,2.0,0.853884420720261,16,31.178,0.0,-0.106,-0.091
McLaren,16,2020,mclaren,Finished Finished,2.0,0.853884420720261,16,24.556,0.3875,-0.087,-0.074
McLaren,16,2021,mclaren,Finished +1 Lap,1.8,0.39700080859461506,16,24.982,0.0,-0.104,-0.041
McLaren,16,2022,mclaren,Finished Oil leak,1.2,-0.9736500277823235,16,25.197,0.8232,-0.102,0.099
McLaren,17,2018,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,17,23.883,0.0,-0.104,0.006
McLaren,17,2019,mclaren,Finished +1 Lap,1.8,0.39700080859461506,17,24.016,0.4943,-0.093,-0.037
McLaren,17,2020,mclaren,Finished Finished,2.0,0.853884420720261,17,21.986,0.0,-0.103,-0.088
McLaren,17,2021,mclaren,Finished Finished,2.0,0.853884420720261,17,24.674,0.951,-0.103,-0.088
McLaren,17,2022,mclaren,Finished Finished,2.0,0.853884420720261,17,30.651,0.0,-0.106,-0.091
McLaren,18,2018,mclaren,+1 Lap Collision,1.4,-0.5167664156566775,18,26.724,0.046,0.096,-0.05
McLaren,18,2019,mclaren,+1 Lap Withdrew,1.3,-0.7452082217195002,18,22.3,0.0146,0.679,-0.506
McLaren,18,2021,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,18,24.937,3.0941,-0.111,0.007
McLaren,18,2022,mclaren,Finished Finished,2.0,0.853884420720261,18,10.68,6.5581,-0.111,-0.095
McLaren,19,2018,mclaren,+2 Laps Engine,0.8,-1.8874172520336154,19,22.22,0.0,-0.103,0.194
McLaren,19,2019,mclaren,Finished +1 Lap,1.8,0.39700080859461506,19,24.387,0.0,-0.104,-0.041
McLaren,19,2021,mclaren,+1 Lap Power loss,0.9,-1.6589754459707924,19,19.769,2.3796,-0.109,0.181
McLaren,19,2022,mclaren,Finished Finished,2.0,0.853884420720261,19,25.965,1.981,-0.109,-0.093
McLaren,20,2018,mclaren,+1 Lap +2 Laps,1.6,-0.059882803531030954,20,24.294,1.5381,-0.107,0.006
McLaren,20,2019,mclaren,Finished Finished,2.0,0.853884420720261,20,25.527,0.2991,-0.081,-0.069
McLaren,20,2021,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,20,25.794,0.3737,-0.088,0.005
McLaren,20,2022,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,20,22.706,0.0,-0.103,0.006
McLaren,21,2018,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,21,21.626,0.0,-0.102,0.006
McLaren,21,2019,mclaren,+1 Lap +1 Lap,1.6,-0.059882803531030954,21,22.358,0.1204,-0.018,0.001
McLaren,21,2021,mclaren,Finished Finished,2.0,0.853884420720261,21,17.414,1.9288,-0.107,-0.091
McLaren,21,2022,mclaren,Gearbox Collision,0.6,-2.3443008641592615,21,27.705,1.0041,-0.105,0.246
McLaren,22,2021,mclaren,Finished +1 Lap,1.8,0.39700080859461506,22,21.764,0.495,-0.09,-0.036
McLaren,22,2022,mclaren,Finished Finished,2.0,0.853884420720261,22,21.895,0.2386,-0.065,-0.056
Mercedes,1,2018,mercedes,Finished Finished,2.0,0.853884420720261,1,21.751,0.0,-0.102,-0.087
Mercedes,1,2019,mercedes,Finished Finished,2.0,0.853884420720261,1,21.725,0.0103,1.04,0.888
Mercedes,1,2020,mercedes,Finished Finished,2.0,0.853884420720261,1,19.364,3.5034,-0.111,-0.095
Mercedes,1,2021,mercedes,Finished Finished,2.0,0.853884420720261,1,26.123,2.7121,-0.111,-0.095
Mercedes,1,2022,mercedes,Finished Finished,2.0,0.853884420720261,1,25.695,0.2104,-0.067,-0.057
Mercedes,2,2018,mercedes,Finished Finished,2.0,0.853884420720261,2,25.103,0.0,-0.104,-0.089
Mercedes,2,2019,mercedes,Finished Finished,2.0,0.853884420720261,2,24.568,0.0441,0.124,0.106
Mercedes,2,2020,mercedes,Finished Finished,2.0,0.853884420720261,2,21.585,0.0,-0.102,-0.087
Mercedes,2,2021,mercedes,Finished Collision,1.6,-0.059882803531030954,2,32.643,2.1517,-0.111,0.007
Mercedes,2,2022,mercedes,Finished Finished,2.0,0.853884420720261,2,22.09,0.0421,0.163,0.139
Mercedes,3,2018,mercedes,Finished Finished,2.0,0.853884420720261,3,22.301,0.0,-0.103,-0.088
Mercedes,3,2019,mercedes,Finished Finished,2.0,0.853884420720261,3,22.872,0.3369,-0.081,-0.069
Mercedes,3,2020,mercedes,Finished Finished,2.0,0.853884420720261,3,21.998,0.087,0.021,0.018
Mercedes,3,2021,mercedes,Finished Finished,2.0,0.853884420720261,3,22.152,0.3441,-0.08,-0.068
Mercedes,3,2022,mercedes,Finished Finished,2.0,0.853884420720261,3,18.152,0.0,-0.1,-0.085
Mercedes,4,2018,mercedes,Finished Puncture,1.0,-1.4305336399079696,4,20.559,0.374,-0.081,0.116
Mercedes,4,2019,mercedes,Finished Finished,2.0,0.853884420720261,4,20.06,0.0195,0.546,0.466
Mercedes,4,2020,mercedes,Finished Finished,2.0,0.853884420720261,4,30.167,0.8573,-0.104,-0.089
Mercedes,4,2021,mercedes,Finished Finished,2.0,0.853884420720261,4,22.286,0.1842,-0.051,-0.044
Mercedes,4,2022,mercedes,Finished +1 Lap,1.8,0.39700080859461506,4,35.861,0.0,-0.107,-0.042
Mercedes,5,2018,mercedes,Finished Finished,2.0,0.853884420720261,5,22.586,0.0,-0.103,-0.088
Mercedes,5,2019,mercedes,Finished Finished,2.0,0.853884420720261,5,22.249,0.0915,0.013,0.011
Mercedes,5,2020,mercedes,Finished Finished,2.0,0.853884420720261,5,28.402,0.0042,2.052,1.752
Mercedes,5,2021,mercedes,Finished Wheel nut,1.3,-0.7452082217195002,5,23.999,0.2716,-0.075,0.056
Mercedes,5,2022,mercedes,Finished Finished,2.0,0.853884420720261,5,19.159,0.0,-0.101,-0.086
Mercedes,6,2018,mercedes,Finished Finished,2.0,0.853884420720261,6,23.864,0.0,-0.104,-0.089
Mercedes,6,2019,mercedes,Finished Finished,2.0,0.853884420720261,6,24.711,0.0718,0.031,0.026
Mercedes,6,2020,mercedes,Finished Finished,2.0,0.853884420720261,6,22.842,0.0579,0.081,0.069
Mercedes,6,2021,mercedes,Finished Finished,2.0,0.853884420720261,6,19.618,2.4925,-0.109,-0.093
Mercedes,6,2022,mercedes,Finished Finished,2.0,0.853884420720261,6,24.7,3.1639,-0.111,-0.095
Mercedes,7,2018,mercedes,Finished Finished,2.0,0.853884420720261,7,23.531,0.0,-0.103,-0.088
Mercedes,7,2019,mercedes,Finished Finished,2.0,0.853884420720261,7,23.69,0.1522,-0.043,-0.037
Mercedes,7,2020,mercedes,Finished Finished,2.0,0.853884420720261,7,24.298,0.0,-0.104,-0.089
Mercedes,7,2021,mercedes,Finished Finished,2.0,0.853884420720261,7,30.37,0.0,-0.106,-0.091
Mercedes,7,2022,mercedes,Finished Finished,2.0,0.853884420720261,7,25.207,0.1022,-0.014,-0.012
Mercedes,8,2018,mercedes,Finished Finished,2.0,0.853884420720261,8,26.532,0.852,-0.103,-0.088
Mercedes,8,2019,mercedes,Finished Finished,2.0,0.853884420720261,8,30.73,0.392,-0.093,-0.079
Mercedes,8,2020,mercedes,Finished Finished,2.0,0.853884420720261,8,24.833,0.2951,-0.079,-0.067
Mercedes,8,2021,mercedes,Finished Finished,2.0,0.853884420720261,8,23.597,0.7857,-0.1,-0.085
Mercedes,8,2022,mercedes,Finished Finished,2.0,0.853884420720261,8,21.02,0.2267,-0.06,-0.051
Mercedes,9,2018,mercedes,Fuel pressure Hydraulics,0.1,-3.4865098944733766,9,21.112,0.1874,-0.049,0.171
Mercedes,9,2019,mercedes,Finished Finished,2.0,0.853884420720261,9,26.332,0.0,-0.105,-0.09
Mercedes,9,2020,mercedes,Finished Finished,2.0,0.853884420720261,9,20.392,3.9027,-0.111,-0.095
Mercedes,9,2021,mercedes,Finished Finished,2.0,0.853884420720261,9,21.196,0.1471,-0.031,-0.026
Mercedes,9,2022,mercedes,Finished Finished,2.0,0.853884420720261,9,24.758,0.0098,0.951,0.812
Mercedes,10,2018,mercedes,Finished Finished,2.0,0.853884420720261,10,28.498,0.0,-0.105,-0.09
Mercedes,10,2019,mercedes,Finished Finished,2.0,0.853884420720261,10,28.811,0.0894,-0.014,-0.012
Mercedes,10,2020,mercedes,Finished Finished,2.0,0.853884420720261,10,35.552,0.0373,0.08,0.068
Mercedes,10,2021,mercedes,Finished Finished,2.0,0.853884420720261,10,32.54,2.0803,-0.111,-0.095
Mercedes,10,2022,mercedes,Finished Collision,1.6,-0.059882803531030954,10,50.05,0.0,-0.109,0.007
Mercedes,11,2018,mercedes,Finished Finished,2.0,0.853884420720261,11,22.203,4.4284,-0.112,-0.096
Mercedes,11,2019,mercedes,Finished Accident,1.6,-0.059882803531030954,11,20.65,0.5947,-0.093,0.006
Mercedes,11,2020,mercedes,Finished Power Unit,1.0,-1.4305336399079696,11,23.09,0.2839,-0.075,0.107
Mercedes,11,2021,mercedes,Finished Collision,1.6,-0.059882803531030954,11,24.457,0.6313,-0.098,0.006
Mercedes,11,2022,mercedes,Finished Finished,2.0,0.853884420720261,11,23.901,1.8431,-0.108,-0.092
Mercedes,12,2018,mercedes,Finished Finished,2.0,0.853884420720261,12,21.416,0.0,-0.102,-0.087
Mercedes,12,2019,mercedes,Finished +1 Lap,1.8,0.39700080859461506,12,24.215,3.8032,-0.112,-0.044
Mercedes,12,2020,mercedes,Finished Finished,2.0,0.853884420720261,12,27.485,0.0,-0.105,-0.09
Mercedes,12,2022,mercedes,Finished Finished,2.0,0.853884420720261,12,37.297,0.3776,-0.096,-0.082
Mercedes,13,2018,mercedes,Finished Finished,2.0,0.853884420720261,13,22.9,4.3758,-0.112,-0.096
Mercedes,13,2019,mercedes,Finished Finished,2.0,0.853884420720261,13,23.024,0.0,-0.103,-0.088
Mercedes,13,2020,mercedes,Finished Finished,2.0,0.853884420720261,13,30.243,0.3416,-0.089,-0.076
Mercedes,13,2021,mercedes,Finished Finished,2.0,0.853884420720261,13,19.969,1.5239,-0.106,-0.091
Mercedes,13,2022,mercedes,Finished Finished,2.0,0.853884420720261,13,21.984,0.0721,0.049,0.042
Mercedes,14,2018,mercedes,Finished Finished,2.0,0.853884420720261,14,23.744,0.0,-0.103,-0.088
Mercedes,14,2019,mercedes,Finished Finished,2.0,0.853884420720261,14,23.811,0.064,0.055,0.047
Mercedes,14,2020,mercedes,Finished +1 Lap,1.8,0.39700080859461506,14,23.558,0.0,-0.103,-0.041
Mercedes,14,2021,mercedes,Finished Collision,1.6,-0.059882803531030954,14,24.948,0.0,-0.104,0.006
Mercedes,14,2022,mercedes,Finished Collision damage,1.0,-1.4305336399079696,14,22.901,0.1075,-0.009,0.013
Mercedes,15,2018,mercedes,Finished Finished,2.0,0.853884420720261,15,28.766,0.0,-0.105,-0.09
Mercedes,15,2019,mercedes,Finished Finished,2.0,0.853884420720261,15,30.034,0.0,-0.106,-0.091
Mercedes,15,2020,mercedes,Finished Finished,2.0,0.853884420720261,15,21.464,3.4548,-0.111,-0.095
Mercedes,15,2021,mercedes,Finished Finished,2.0,0.853884420720261,15,30.019,0.263,-0.082,-0.07
Mercedes,15,2022,mercedes,Finished Finished,2.0,0.853884420720261,15,19.617,0.37,-0.079,-0.067
Mercedes,16,2018,mercedes,Finished Finished,2.0,0.853884420720261,16,29.672,0.0,-0.106,-0.091
Mercedes,16,2019,mercedes,Finished Finished,2.0,0.853884420720261,16,29.646,0.0,-0.106,-0.091
Mercedes,16,2020,mercedes,Finished Finished,2.0,0.853884420720261,16,24.604,0.0,-0.104,-0.089
Mercedes,16,2021,mercedes,Finished Finished,2.0,0.853884420720261,16,22.969,0.0,-0.103,-0.088
Mercedes,16,2022,mercedes,Finished Finished,2.0,0.853884420720261,16,24.535,0.1359,-0.037,-0.032
Mercedes,17,2018,mercedes,Finished Finished,2.0,0.853884420720261,17,22.686,0.0,-0.103,-0.088
Mercedes,17,2019,mercedes,Finished Finished,2.0,0.853884420720261,17,23.404,0.0476,0.118,0.101
Mercedes,17,2020,mercedes,Finished Finished,2.0,0.853884420720261,17,22.046,0.0,-0.103,-0.088
Mercedes,17,2021,mercedes,Finished Finished,2.0,0.853884420720261,17,24.375,0.0,-0.104,-0.089
Mercedes,17,2022,mercedes,Finished +2 Laps,1.8,0.39700080859461506,17,36.456,0.1633,-0.071,-0.028
Mercedes,18,2018,mercedes,Finished Finished,2.0,0.853884420720261,18,23.664,0.0897,0.007,0.006
Mercedes,18,2019,mercedes,Finished Finished,2.0,0.853884420720261,18,22.312,0.0,-0.103,-0.088
Mercedes,18,2021,mercedes,Finished +2 Laps,1.8,0.39700080859461506,18,23.614,1.6154,-0.108,-0.043
Mercedes,18,2022,mercedes,Finished Finished,2.0,0.853884420720261,18,15.744,13.7218,-0.113,-0.096
Mercedes,19,2018,mercedes,Finished +1 Lap,1.8,0.39700080859461506,19,22.549,0.4527,-0.089,-0.035
Mercedes,19,2019,mercedes,Finished Finished,2.0,0.853884420720261,19,23.929,0.088,0.008,0.007
Mercedes,19,2021,mercedes,Finished Finished,2.0,0.853884420720261,19,18.582,0.4702,-0.085,-0.073
Mercedes,19,2022,mercedes,Finished Finished,2.0,0.853884420720261,19,25.259,0.0803,0.013,0.011
Mercedes,20,2018,mercedes,Finished Finished,2.0,0.853884420720261,20,22.727,0.0691,0.05,0.043
Mercedes,20,2019,mercedes,Finished Power Unit,1.0,-1.4305336399079696,20,22.997,0.0893,0.011,-0.016
Mercedes,20,2021,mercedes,Finished Damage,1.7,0.1685590025317918,20,30.102,0.8369,-0.104,-0.018
Mercedes,20,2022,mercedes,Finished Finished,2.0,0.853884420720261,20,23.415,0.0285,0.273,0.233
Mercedes,21,2018,mercedes,Finished Finished,2.0,0.853884420720261,21,21.352,0.0942,0.014,0.012
Mercedes,21,2019,mercedes,Finished Finished,2.0,0.853884420720261,21,21.802,0.0,-0.103,-0.088
Mercedes,21,2021,mercedes,Finished Finished,2.0,0.853884420720261,21,18.568,3.4115,-0.11,-0.094
Mercedes,21,2022,mercedes,Finished Finished,2.0,0.853884420720261,21,24.079,0.1877,-0.057,-0.049
Mercedes,22,2021,mercedes,Finished Finished,2.0,0.853884420720261,22,21.62,0.0,-0.102,-0.087
Mercedes,22,2022,mercedes,Finished Hydraulics,1.0,-1.4305336399079696,22,22.8,0.652,-0.097,0.139
Racing Point,1,2019,racing_point,+1 Lap +1 Lap,1.6,-0.059882803531030954,1,22.852,0.0,-0.103,0.006
Racing Point,1,2020,racing_point,Finished Engine,1.0,-1.4305336399079696,1,19.464,4.1274,-0.111,0.159
Racing Point,2,2019,racing_point,Finished +1 Lap,1.8,0.39700080859461506,2,28.718,2.8553,-0.111,-0.044
Racing Point,2,2020,racing_point,Finished Finished,2.0,0.853884420720261,2,22.44,0.0,-0.103,-0.088
Racing Point,3,2019,racing_point,+1 Lap +1 Lap,1.6,-0.059882803531030954,3,23.6,0.0,-0.103,0.006
Racing Point,3,2020,racing_point,Finished +1 Lap,1.8,0.39700080859461506,3,23.172,0.0,-0.103,-0.041
Racing Point,4,2019,racing_point,Finished Finished,2.0,0.853884420720261,4,22.059,0.0804,0.031,0.026
Racing Point,4,2020,racing_point,Finished Power Unit,1.0,-1.4305336399079696,4,28.716,0.0,-0.105,0.15
Racing Point,5,2019,racing_point,Finished Collision,1.6,-0.059882803531030954,5,22.918,0.0203,0.441,-0.026
Racing Point,5,2020,racing_point,Finished Finished,2.0,0.853884420720261,5,28.298,0.2633,-0.08,-0.068
Racing Point,6,2019,racing_point,+1 Lap +1 Lap,1.6,-0.059882803531030954,6,26.527,0.0,-0.105,0.006
Racing Point,6,2020,racing_point,+1 Lap +1 Lap,1.6,-0.059882803531030954,6,22.505,0.0131,0.762,-0.046
Racing Point,7,2019,racing_point,+1 Lap +1 Lap,1.6,-0.059882803531030954,7,23.902,0.0,-0.104,0.006
Racing Point,7,2020,racing_point,Finished Finished,2.0,0.853884420720261,7,23.432,0.0,-0.103,-0.088
Racing Point,8,2019,racing_point,+1 Lap +1 Lap,1.6,-0.059882803531030954,8,34.068,0.0,-0.107,0.006
Racing Point,8,2020,racing_point,Finished Finished,2.0,0.853884420720261,8,25.855,0.0,-0.104,-0.089
Racing Point,9,2019,racing_point,+1 Lap +1 Lap,1.6,-0.059882803531030954,9,22.156,0.0,-0.103,0.006
Racing Point,9,2020,racing_point,Finished Puncture,1.0,-1.4305336399079696,9,20.554,4.2087,-0.111,0.159
Racing Point,10,2019,racing_point,Finished +1 Lap,1.8,0.39700080859461506,10,31.042,2.9592,-0.112,-0.044
Racing Point,10,2020,racing_point,Finished Collision,1.6,-0.059882803531030954,10,29.602,0.0,-0.106,0.006
Racing Point,11,2019,racing_point,Finished Spun off,1.0,-1.4305336399079696,11,21.552,1.2198,-0.105,0.15
Racing Point,11,2020,racing_point,Finished Finished,2.0,0.853884420720261,11,22.818,0.0033,3.317,2.832
Racing Point,12,2019,racing_point,+1 Lap +2 Laps,1.6,-0.059882803531030954,12,21.862,0.1846,-0.05,0.003
Racing Point,12,2020,racing_point,+1 Lap Collision damage,0.8,-1.8874172520336154,12,31.652,0.5752,-0.1,0.189
Racing Point,13,2019,racing_point,Finished Finished,2.0,0.853884420720261,13,23.572,0.8754,-0.102,-0.087
Racing Point,13,2020,racing_point,Finished Finished,2.0,0.853884420720261,13,32.366,1.892,-0.11,-0.094
Racing Point,14,2019,racing_point,Finished +1 Lap,1.8,0.39700080859461506,14,23.484,1.9732,-0.109,-0.043
Racing Point,14,2020,racing_point,Finished Finished,2.0,0.853884420720261,14,24.446,0.0,-0.104,-0.089
Racing Point,15,2019,racing_point,Finished Engine,1.0,-1.4305336399079696,15,30.896,2.8051,-0.111,0.159
Racing Point,15,2020,racing_point,Engine Collision,0.6,-2.3443008641592615,15,20.342,1.8717,-0.108,0.253
Racing Point,16,2019,racing_point,Finished Finished,2.0,0.853884420720261,16,30.22,0.0,-0.106,-0.091
Racing Point,16,2020,racing_point,Finished Finished,2.0,0.853884420720261,16,24.522,0.1036,-0.013,-0.011
Racing Point,17,2019,racing_point,+1 Lap +1 Lap,1.6,-0.059882803531030954,17,23.191,0.1488,-0.039,0.002
Racing Point,17,2020,racing_point,Finished Transmission,1.0,-1.4305336399079696,17,22.036,0.0,-0.103,0.147
Racing Point,18,2019,racing_point,Finished +1 Lap,1.8,0.39700080859461506,18,22.551,0.0,-0.103,-0.041
Racing Point,19,2019,racing_point,+1 Lap +1 Lap,1.6,-0.059882803531030954,19,24.544,0.222,-0.067,0.004
Racing Point,20,2019,racing_point,Finished Suspension,1.0,-1.4305336399079696,20,23.228,0.0223,0.384,-0.549
Racing Point,21,2019,racing_point,+1 Lap Brakes,0.8,-1.8874172520336154,21,23.77,2.4975,-0.11,0.208
Red Bull,1,2018,red_bull,Finished Finished,2.0,0.853884420720261,1,21.357,0.0,-0.102,-0.087
Red Bull,1,2019,red_bull,Finished +1 Lap,1.8,0.39700080859461506,1,22.833,0.0,-0.103,-0.041
Red Bull,1,2020,red_bull,Electronics Electronics,0.0,-3.7149517005362,1,20.362,2.7207,-0.11,0.409
Red Bull,1,2021,red_bull,Finished Finished,2.0,0.853884420720261,1,25.326,1.1218,-0.105,-0.09
Red Bull,1,2022,red_bull,Fuel pressure Fuel pressure,0.2,-3.2580680884105537,1,24.882,0.2295,-0.069,0.225
Red Bull,2,2018,red_bull,Puncture Electrical,0.0,-3.7149517005362,2,28.309,0.0665,0.023,-0.085
Red Bull,2,2019,red_bull,Finished Finished,2.0,0.853884420720261,2,25.974,1.0001,-0.104,-0.089
Red Bull,2,2020,red_bull,Finished Finished,2.0,0.853884420720261,2,21.582,0.0778,0.04,0.034
Red Bull,2,2021,red_bull,Finished Finished,2.0,0.853884420720261,2,33.028,1.1981,-0.108,-0.092
Red Bull,2,2022,red_bull,Finished Finished,2.0,0.853884420720261,2,20.877,0.0,-0.102,-0.087
