Round,Driver ID,Duration,Year
9,norris,19.683,2023
9,ocon,18.143,2023
9,perez,17.428,2023
9,piastri,17.324,2023
9,russell,20.104,2023
9,sainz,16.38,2023
9,sargeant,17.337,2023
9,stroll,16.646,2023
9,tsunoda,22.9685,2023
9,zhou,20.920499999999997,2023
10,albon,29.634,2023
10,alonso,28.679,2023
10,bottas,29.662,2023
10,de_vries,28.3275,2023
10,gasly,28.458,2023
10,hamilton,29.169,2023
10,hulkenberg,35.9875,2023
10,leclerc,28.5245,2023
10,max_verstappen,29.056,2023
10,norris,28.438,2023
10,perez,28.06,2023
10,piastri,28.655,2023
10,russell,29.455,2023
10,sainz,28.869,2023
10,sargeant,28.847,2023
10,stroll,28.561,2023
10,tsunoda,28.478,2023
10,zhou,30.753333333333334,2023
11,albon,21.919,2023
11,alonso,23.534,2023
11,bottas,22.678,2023
11,hamilton,21.974,2023
11,hulkenberg,22.438499999999998,2023
11,kevin_magnussen,22.4525,2023
11,leclerc,24.928,2023
11,max_verstappen,21.407,2023
11,norris,21.541,2023
11,perez,21.371,2023
11,piastri,21.6005,2023
11,ricciardo,22.0805,2023
11,russell,21.886,2023
11,sainz,21.402,2023
11,sargeant,23.099,2023
11,stroll,22.1565,2023
11,tsunoda,26.17,2023
11,zhou,26.032,2023
12,albon,24.305500000000002,2023
12,alonso,23.085,2023
12,bottas,23.573999999999998,2023
12,gasly,25.664,2023
12,hamilton,23.0565,2023
12,hulkenberg,24.9045,2023
12,kevin_magnussen,23.605,2023
12,leclerc,23.224,2023
12,max_verstappen,22.887,2023
12,norris,24.378,2023
12,ocon,23.212,2023
12,perez,23.684,2023
12,ricciardo,23.066499999999998,2023
12,russell,23.837,2023
12,sainz,23.303,2023
12,sargeant,23.753999999999998,2023
12,stroll,25.397,2023
12,tsunoda,22.673499999999997,2023
12,zhou,24.247,2023
13,alonso,20.378,2023
13,gasly,23.9935,2023
13,hamilton,20.118,2023
13,kevin_magnussen,25.739,2023
13,lawson,36.7385,2023
13,leclerc,29.944000000000003,2023
13,max_verstappen,19.834000000000003,2023
13,norris,20.2825,2023
13,ocon,21.1645,2023
13,perez,21.063000000000002,2023
13,russell,20.674500000000002,2023
13,sainz,20.241999999999997,2023
13,stroll,20.122,2023
13,tsunoda,25.612499999999997,2023
13,zhou,21.6595,2023
14,albon,24.538,2023
14,alonso,24.798000000000002,2023
14,bottas,24.658,2023
14,gasly,26.031,2023
14,hamilton,24.255,2023
14,hulkenberg,25.2115,2023
14,kevin_magnussen,24.7125,2023
14,lawson,24.246499999999997,2023
14,leclerc,23.931,2023
14,max_verstappen,24.228,2023
14,norris,23.727,2023
14,ocon,24.249,2023
14,perez,23.819,2023
14,piastri,27.966,2023
14,russell,24.215,2023
14,sainz,25.183,2023
14,sargeant,24.779,2023
14,stroll,25.667,2023
14,zhou,25.177500000000002,2023
15,albon,29.9625,2023
15,alonso,41.689,2023
15,bottas,30.487,2023
15,gasly,31.802,2023
15,hamilton,33.106,2023
15,hulkenberg,35.497,2023
15,kevin_magnussen,32.2765,2023
15,lawson,32.348,2023
15,leclerc,32.888,2023
15,max_verstappen,29.698,2023
15,norris,29.485,2023
15,ocon,29.755,2023
15,perez,28.977,2023
15,piastri,29.369,2023
15,russell,30.0075,2023
15,sainz,29.499,2023
15,sargeant,47.2805,2023
15,zhou,30.3345,2023
16,albon,51.153999999999996,2023
16,alonso,24.189999999999998,2023
16,bottas,54.657,2023
16,gasly,24.488,2023
16,hamilton,24.841,2023
16,hulkenberg,23.59,2023
16,kevin_magnussen,23.816,2023
16,lawson,23.4035,2023
16,leclerc,23.197,2023
16,max_verstappen,24.382,2023
16,norris,23.523,2023
16,ocon,27.056,2023
16,perez,853.2873333333333,2023
16,piastri,24.455,2023
16,russell,24.034,2023
16,sainz,23.075,2023
16,sargeant,37.255,2023
16,stroll,23.441,2023
16,tsunoda,22.944,2023
16,zhou,32.566,2023
17,albon,29.253,2023
17,alonso,28.4025,2023
17,bottas,29.682000000000002,2023
17,gasly,29.310499999999998,2023
17,hulkenberg,39.879,2023
17,kevin_magnussen,28.8455,2023
17,lawson,28.9975,2023
17,leclerc,28.0505,2023
17,max_verstappen,28.233,2023
17,norris,28.134,2023
17,ocon,28.965,2023
17,perez,27.808,2023
17,piastri,28.371499999999997,2023
17,russell,34.114000000000004,2023
17,sargeant,29.4045,2023
17,stroll,28.521,2023
17,tsunoda,27.688499999999998,2023
17,zhou,28.984,2023
18,albon,24.4585,2023
18,alonso,25.055,2023
18,bottas,24.9015,2023
18,gasly,24.39,2023
18,hamilton,24.916,2023
18,hulkenberg,25.4405,2023
18,kevin_magnussen,24.906,2023
18,leclerc,23.963,2023
18,max_verstappen,24.365000000000002,2023
18,norris,23.758000000000003,2023
18,perez,23.996000000000002,2023
18,ricciardo,23.963,2023
18,russell,24.357,2023
18,sainz,23.6705,2023
18,sargeant,25.2685,2023
18,stroll,24.457,2023
18,tsunoda,24.2395,2023
18,zhou,25.176499999999997,2023
19,albon,23.68,2023
19,alonso,22.844,2023
19,bottas,23.638,2023
19,gasly,22.627,2023
19,hamilton,617.559,2023
19,hulkenberg,621.485,2023
19,kevin_magnussen,23.642,2023
19,leclerc,616.38,2023
19,max_verstappen,417.9783333333333,2023
19,norris,424.11899999999997,2023
19,piastri,621.399,2023
19,ricciardo,619.771,2023
19,russell,620.2555,2023
19,sainz,618.7495,2023
19,sargeant,23.945,2023
19,stroll,22.582,2023
19,tsunoda,624.089,2023
19,zhou,22.817,2023
20,alonso,713.3205,2023
20,bottas,719.444,2023
20,gasly,718.6144999999999,2023
20,hamilton,712.448,2023
20,hulkenberg,34.261,2023
20,max_verstappen,710.5835000000001,2023
20,norris,711.9985,2023
20,ocon,718.467,2023
20,perez,716.2615,2023
20,piastri,1584.007,2023
20,ricciardo,1576.725,2023
20,russell,715.7165,2023
20,sainz,718.367,2023
20,sargeant,27.472,2023
20,stroll,714.2439999999999,2023
20,tsunoda,718.1945000000001,2023
20,zhou,720.6005,2023
21,albon,21.242,2023
21,alonso,26.259,2023
21,bottas,32.7445,2023
21,gasly,22.262,2023
21,hamilton,23.7775,2023
21,hulkenberg,23.8035,2023
21,kevin_magnussen,21.7395,2023
21,leclerc,22.559,2023
21,max_verstappen,24.0045,2023
21,ocon,21.763,2023
21,perez,27.5835,2023
21,piastri,23.269,2023
21,ricciardo,22.242,2023
21,russell,21.6045,2023
21,sainz,21.9455,2023
21,sargeant,21.367,2023
21,stroll,22.396,2023
21,tsunoda,20.7565,2023
21,zhou,22.155,2023
22,albon,22.17,2023
22,alonso,22.1515,2023
22,bottas,22.665,2023
22,gasly,23.2845,2023
22,hamilton,22.12,2023
22,hulkenberg,21.971,2023
22,kevin_magnussen,22.4635,2023
22,leclerc,21.5825,2023
22,max_verstappen,21.662,2023
22,norris,22.746499999999997,2023
22,ocon,22.16,2023
22,perez,21.446,2023
22,piastri,21.426499999999997,2023
22,ricciardo,21.716,2023
22,russell,21.866999999999997,2023
22,sainz,21.229,2023
22,sargeant,22.124,2023
22,stroll,21.866,2023
22,tsunoda,21.486,2023
22,zhou,22.867,2023
