Driver,FastestLap,RaceID,year,EventName
VER,0 days 00:01:35.440000,1,2022,Bahrain
GAS,0 days 00:01:37.324000,1,2022,Bahrain
PER,0 days 00:01:36.089000,1,2022,Bahrain
ALO,0 days 00:01:36.733000,1,2022,Bahrain
LEC,0 days 00:01:34.570000,1,2022,Bahrain
STR,0 days 00:01:37.146000,1,2022,Bahrain
MAG,0 days 00:01:36.623000,1,2022,Bahrain
TSU,0 days 00:01:37.104000,1,2022,Bahrain
ALB,0 days 00:01:37.355000,1,2022,Bahrain
ZHO,0 days 00:01:36.685000,1,2022,Bahrain
HUL,0 days 00:01:38.201000,1,2022,Bahrain
RIC,0 days 00:01:37.261000,1,2022,Bahrain
OCO,0 days 00:01:37.110000,1,2022,Bahrain
NOR,0 days 00:01:36.988000,1,2022,Bahrain
HAM,0 days 00:01:36.228000,1,2022,Bahrain
MSC,0 days 00:01:36.956000,1,2022,Bahrain
SAI,0 days 00:01:35.740000,1,2022,Bahrain
LAT,0 days 00:01:38.251000,1,2022,Bahrain
RUS,0 days 00:01:36.302000,1,2022,Bahrain
BOT,0 days 00:01:36.599000,1,2022,Bahrain
VER,0 days 00:01:31.772000,2,2022,Saudi Arabian
GAS,0 days 00:01:33.468000,2,2022,Saudi Arabian
PER,0 days 00:01:32.042000,2,2022,Saudi Arabian
ALO,0 days 00:01:33.831000,2,2022,Saudi Arabian
LEC,0 days 00:01:31.634000,2,2022,Saudi Arabian
STR,0 days 00:01:34.446000,2,2022,Saudi Arabian
MAG,0 days 00:01:32.779000,2,2022,Saudi Arabian
ALB,0 days 00:01:34.368000,2,2022,Saudi Arabian
ZHO,0 days 00:01:33.924000,2,2022,Saudi Arabian
HUL,0 days 00:01:33.651000,2,2022,Saudi Arabian
RIC,0 days 00:01:34.487000,2,2022,Saudi Arabian
OCO,0 days 00:01:33.103000,2,2022,Saudi Arabian
NOR,0 days 00:01:32.753000,2,2022,Saudi Arabian
HAM,0 days 00:01:32.997000,2,2022,Saudi Arabian
SAI,0 days 00:01:31.905000,2,2022,Saudi Arabian
LAT,0 days 00:01:37.530000,2,2022,Saudi Arabian
RUS,0 days 00:01:32.821000,2,2022,Saudi Arabian
BOT,0 days 00:01:33.979000,2,2022,Saudi Arabian
VER,0 days 00:01:21.677000,3,2022,Australian
GAS,0 days 00:01:22.731000,3,2022,Australian
PER,0 days 00:01:21.094000,3,2022,Australian
ALO,0 days 00:01:20.846000,3,2022,Australian
LEC,0 days 00:01:20.260000,3,2022,Australian
STR,0 days 00:01:23.592000,3,2022,Australian
MAG,0 days 00:01:23.071000,3,2022,Australian
TSU,0 days 00:01:23.342000,3,2022,Australian
ALB,0 days 00:01:22.589000,3,2022,Australian
ZHO,0 days 00:01:22.541000,3,2022,Australian
RIC,0 days 00:01:22.451000,3,2022,Australian
OCO,0 days 00:01:22.469000,3,2022,Australian
NOR,0 days 00:01:22.248000,3,2022,Australian
HAM,0 days 00:01:21.886000,3,2022,Australian
MSC,0 days 00:01:23.006000,3,2022,Australian
VET,0 days 00:01:25.189000,3,2022,Australian
SAI,,3,2022,Australian
LAT,0 days 00:01:23.882000,3,2022,Australian
RUS,0 days 00:01:21.495000,3,2022,Australian
BOT,0 days 00:01:21.651000,3,2022,Australian
VER,0 days 00:01:18.446000,4,2022,Emilia Romagna
PER,0 days 00:01:18.949000,4,2022,Emilia Romagna
NOR,0 days 00:01:20.903000,4,2022,Emilia Romagna
RUS,0 days 00:01:20.962000,4,2022,Emilia Romagna
BOT,0 days 00:01:20.758000,4,2022,Emilia Romagna
LEC,0 days 00:01:18.574000,4,2022,Emilia Romagna
TSU,0 days 00:01:20.544000,4,2022,Emilia Romagna
VET,0 days 00:01:21.211000,4,2022,Emilia Romagna
MAG,0 days 00:01:21.238000,4,2022,Emilia Romagna
STR,0 days 00:01:21.750000,4,2022,Emilia Romagna
ALB,0 days 00:01:21.757000,4,2022,Emilia Romagna
GAS,0 days 00:01:21.713000,4,2022,Emilia Romagna
HAM,0 days 00:01:21.419000,4,2022,Emilia Romagna
OCO,0 days 00:01:21.887000,4,2022,Emilia Romagna
ZHO,0 days 00:01:21.286000,4,2022,Emilia Romagna
LAT,0 days 00:01:21.338000,4,2022,Emilia Romagna
MSC,0 days 00:01:18.999000,4,2022,Emilia Romagna
RIC,0 days 00:01:21.577000,4,2022,Emilia Romagna
ALO,0 days 00:01:39.685000,4,2022,Emilia Romagna
SAI,,4,2022,Emilia Romagna
VER,0 days 00:01:31.361000,5,2022,Miami
GAS,0 days 00:01:34.487000,5,2022,Miami
PER,0 days 00:01:31.819000,5,2022,Miami
ALO,0 days 00:01:33.331000,5,2022,Miami
LEC,0 days 00:01:31.488000,5,2022,Miami
STR,0 days 00:01:33.312000,5,2022,Miami
MAG,0 days 00:01:33.511000,5,2022,Miami
TSU,0 days 00:01:33.035000,5,2022,Miami
ALB,0 days 00:01:33.447000,5,2022,Miami
ZHO,0 days 00:01:35.731000,5,2022,Miami
RIC,0 days 00:01:33.265000,5,2022,Miami
OCO,0 days 00:01:33.163000,5,2022,Miami
NOR,0 days 00:01:33.411000,5,2022,Miami
HAM,0 days 00:01:32.941000,5,2022,Miami
MSC,0 days 00:01:32.528000,5,2022,Miami
VET,0 days 00:01:33.479000,5,2022,Miami
SAI,0 days 00:01:31.790000,5,2022,Miami
LAT,0 days 00:01:34.169000,5,2022,Miami
RUS,0 days 00:01:32.195000,5,2022,Miami
BOT,0 days 00:01:33.184000,5,2022,Miami
VER,0 days 00:01:25.456000,6,2022,Spanish
PER,0 days 00:01:24.108000,6,2022,Spanish
RUS,0 days 00:01:24.636000,6,2022,Spanish
SAI,0 days 00:01:25.985000,6,2022,Spanish
HAM,0 days 00:01:24.253000,6,2022,Spanish
BOT,0 days 00:01:26.395000,6,2022,Spanish
OCO,0 days 00:01:25.935000,6,2022,Spanish
NOR,0 days 00:01:25.619000,6,2022,Spanish
ALO,0 days 00:01:26.599000,6,2022,Spanish
TSU,0 days 00:01:26.828000,6,2022,Spanish
VET,0 days 00:01:27.629000,6,2022,Spanish
RIC,0 days 00:01:27.285000,6,2022,Spanish
GAS,0 days 00:01:26.987000,6,2022,Spanish
MSC,0 days 00:01:27.447000,6,2022,Spanish
STR,0 days 00:01:26.876000,6,2022,Spanish
LAT,0 days 00:01:27.246000,6,2022,Spanish
MAG,0 days 00:01:27.537000,6,2022,Spanish
ALB,0 days 00:01:28.281000,6,2022,Spanish
ZHO,0 days 00:01:28.415000,6,2022,Spanish
LEC,0 days 00:01:27.030000,6,2022,Spanish
VER,0 days 00:01:16.052000,7,2022,Monaco
GAS,0 days 00:01:17.344000,7,2022,Monaco
PER,0 days 00:01:16.028000,7,2022,Monaco
ALO,0 days 00:01:15.882000,7,2022,Monaco
LEC,0 days 00:01:16.249000,7,2022,Monaco
STR,0 days 00:01:17.672000,7,2022,Monaco
MAG,0 days 00:01:33.754000,7,2022,Monaco
TSU,0 days 00:01:15.334000,7,2022,Monaco
ALB,0 days 00:01:18.023000,7,2022,Monaco
ZHO,0 days 00:01:18.200000,7,2022,Monaco
RIC,0 days 00:01:17.532000,7,2022,Monaco
OCO,0 days 00:01:17.571000,7,2022,Monaco
NOR,0 days 00:01:14.693000,7,2022,Monaco
HAM,0 days 00:01:17.203000,7,2022,Monaco
MSC,0 days 00:01:24.778000,7,2022,Monaco
VET,0 days 00:01:17.558000,7,2022,Monaco
SAI,0 days 00:01:16.421000,7,2022,Monaco
LAT,0 days 00:01:18.579000,7,2022,Monaco
RUS,0 days 00:01:16.830000,7,2022,Monaco
BOT,0 days 00:01:17.600000,7,2022,Monaco
VER,0 days 00:01:46.050000,8,2022,Azerbaijan
GAS,0 days 00:01:48.519000,8,2022,Azerbaijan
PER,0 days 00:01:46.046000,8,2022,Azerbaijan
ALO,0 days 00:01:47.989000,8,2022,Azerbaijan
LEC,0 days 00:01:47.531000,8,2022,Azerbaijan
STR,0 days 00:01:48.038000,8,2022,Azerbaijan
MAG,0 days 00:01:48.789000,8,2022,Azerbaijan
TSU,0 days 00:01:47.523000,8,2022,Azerbaijan
ALB,0 days 00:01:47.966000,8,2022,Azerbaijan
ZHO,0 days 00:01:48.723000,8,2022,Azerbaijan
RIC,0 days 00:01:48.276000,8,2022,Azerbaijan
OCO,0 days 00:01:48.297000,8,2022,Azerbaijan
NOR,0 days 00:01:47.997000,8,2022,Azerbaijan
HAM,0 days 00:01:47.044000,8,2022,Azerbaijan
MSC,0 days 00:01:48.410000,8,2022,Azerbaijan
VET,0 days 00:01:48.206000,8,2022,Azerbaijan
SAI,0 days 00:01:48.978000,8,2022,Azerbaijan
LAT,0 days 00:01:49.583000,8,2022,Azerbaijan
RUS,0 days 00:01:47.177000,8,2022,Azerbaijan
BOT,0 days 00:01:48.179000,8,2022,Azerbaijan
VER,0 days 00:01:15.839000,9,2022,Canadian
GAS,0 days 00:01:17.810000,9,2022,Canadian
PER,0 days 00:01:18.844000,9,2022,Canadian
ALO,0 days 00:01:17.010000,9,2022,Canadian
LEC,0 days 00:01:15.901000,9,2022,Canadian
STR,0 days 00:01:17.421000,9,2022,Canadian
MAG,0 days 00:01:18.046000,9,2022,Canadian
TSU,0 days 00:01:18.309000,9,2022,Canadian
ALB,0 days 00:01:17.951000,9,2022,Canadian
ZHO,0 days 00:01:16.578000,9,2022,Canadian
RIC,0 days 00:01:17.932000,9,2022,Canadian
OCO,0 days 00:01:17.110000,9,2022,Canadian
NOR,0 days 00:01:17.495000,9,2022,Canadian
HAM,0 days 00:01:16.167000,9,2022,Canadian
MSC,0 days 00:01:18.967000,9,2022,Canadian
VET,0 days 00:01:17.956000,9,2022,Canadian
SAI,0 days 00:01:15.749000,9,2022,Canadian
LAT,0 days 00:01:18.540000,9,2022,Canadian
RUS,0 days 00:01:16.418000,9,2022,Canadian
BOT,0 days 00:01:16.927000,9,2022,Canadian
VER,0 days 00:01:32.354000,10,2022,British
GAS,0 days 00:01:34.614000,10,2022,British
PER,0 days 00:01:30.937000,10,2022,British
ALO,0 days 00:01:31.609000,10,2022,British
LEC,0 days 00:01:31.282000,10,2022,British
STR,0 days 00:01:32.379000,10,2022,British
MAG,0 days 00:01:32.661000,10,2022,British
TSU,0 days 00:01:33.832000,10,2022,British
ALB,,10,2022,British
ZHO,,10,2022,British
RIC,0 days 00:01:32.644000,10,2022,British
OCO,0 days 00:01:33.537000,10,2022,British
NOR,0 days 00:01:31.645000,10,2022,British
