Driver ID,Stop,Lap,Time,Duration
ricciardo,1,37,17:25:09,19.925
ericsson,3,36,17:25:51,32.629
max_verstappen,1,38,17:26:56,19.765
bottas,1,40,17:30:08,20.192
vettel,2,40,17:30:26,20.823
kevin_magnussen,2,39,17:30:36,21.778
hamilton,2,40,17:30:37,21.329
gasly,2,39,17:30:54,21.287
brendon_hartley,3,39,17:31:04,21.072
raikkonen,2,40,17:31:21,21.149
vandoorne,3,39,17:31:27,20.760
perez,2,40,17:31:34,26.174
grosjean,2,40,17:31:39,22.757
brendon_hartley,1,1,15:15:19,22.631
sirotkin,1,1,15:15:23,22.049
vettel,1,17,15:41:29,22.054
bottas,1,19,15:44:12,23.213
leclerc,1,20,15:46:09,21.995
stroll,1,20,15:46:18,21.351
alonso,1,21,15:47:34,21.721
sirotkin,2,24,15:52:02,22.034
hamilton,1,25,15:52:11,22.085
sainz,1,25,15:53:03,22.409
perez,1,26,15:54:45,22.438
ocon,1,29,15:58:45,47.910
kevin_magnussen,1,32,16:02:35,22.917
ricciardo,1,33,16:03:28,21.618
brendon_hartley,2,33,16:04:40,22.472
max_verstappen,1,34,16:04:41,21.740
vandoorne,1,34,16:05:53,27.416
ericsson,1,35,16:07:20,22.100
vettel,2,41,16:14:52,24.273
perez,2,40,16:14:56,22.242
sirotkin,3,41,16:17:36,23.865
sirotkin,1,7,15:22:13,31.810
stroll,1,9,15:25:39,33.887
hamilton,1,12,15:28:19,23.739
brendon_hartley,1,13,15:30:14,24.326
leclerc,1,14,15:31:32,23.870
grosjean,1,15,15:33:04,24.741
vettel,1,16,15:33:21,23.964
sainz,1,16,15:34:04,24.874
ricciardo,1,17,15:34:32,24.542
raikkonen,1,17,15:34:47,24.263
bottas,1,17,15:35:01,24.020
ericsson,1,17,15:35:35,24.291
kevin_magnussen,1,17,15:35:35,24.237
alonso,1,19,15:37:54,24.241
sirotkin,2,19,15:38:41,25.170
vandoorne,1,20,15:39:35,26.817
perez,1,21,15:40:40,29.379
ocon,1,23,15:43:06,24.663
stroll,2,34,15:59:55,31.104
gasly,1,37,16:01:40,24.296
max_verstappen,1,47,16:15:05,24.111
sirotkin,3,49,16:18:49,25.563
hulkenberg,1,50,16:18:53,25.213
stroll,3,59,16:33:18,24.852
grosjean,2,68,16:43:24,24.568
vandoorne,2,72,16:48:42,25.438
vandoorne,1,1,14:14:56,41.008
ericsson,1,1,14:15:00,23.529
perez,1,9,14:27:34,24.086
ocon,1,11,14:29:59,25.353
hulkenberg,1,13,14:32:32,24.521
sainz,1,14,14:33:51,24.416
max_verstappen,1,16,14:36:13,23.137
hamilton,1,16,14:36:16,23.335
ricciardo,1,17,14:37:31,23.279
alonso,1,18,14:39:10,23.099
leclerc,1,19,14:40:26,23.666
kevin_magnussen,1,22,14:44:21,24.008
gasly,1,23,14:45:36,24.107
sirotkin,1,26,14:49:55,23.531
raikkonen,1,32,14:56:30,23.645
bottas,1,36,15:01:20,23.775
vettel,1,37,15:02:29,23.529
perez,2,44,15:12:48,23.718
grosjean,1,48,15:17:41,24.400
vandoorne,2,48,15:18:21,23.537
stroll,1,1,16:15:46,26.576
sirotkin,1,1,16:15:55,26.273
vettel,1,1,16:15:56,32.612
alonso,1,1,16:15:56,25.789
bottas,1,1,16:16:38,27.955
max_verstappen,1,25,16:57:59,24.395
sainz,1,26,17:00:15,25.423
ricciardo,1,28,17:02:52,24.309
kevin_magnussen,1,28,17:03:31,25.419
leclerc,1,31,17:08:35,25.026
hamilton,1,33,17:10:41,24.310
raikkonen,1,34,17:12:38,24.289
grosjean,1,34,17:13:30,29.996
ericsson,1,35,17:15:27,24.295
hulkenberg,1,37,17:18:16,25.016
brendon_hartley,1,38,17:20:21,24.297
bottas,2,39,17:21:22,30.666
vettel,2,40,17:22:38,31.029
vandoorne,1,40,17:23:26,24.399
alonso,2,46,17:33:42,24.788
vandoorne,1,1,15:14:13,46.557
max_verstappen,1,15,15:30:26,21.214
raikkonen,1,15,15:30:30,21.552
ricciardo,1,15,15:30:32,21.950
vettel,1,15,15:30:34,23.912
grosjean,1,15,15:30:46,22.121
ocon,1,15,15:30:54,22.527
sainz,1,15,15:30:57,23.257
stroll,1,15,15:31:03,22.181
gasly,1,15,15:31:09,22.011
leclerc,1,15,15:31:12,21.364
alonso,1,15,15:31:16,21.588
sirotkin,1,24,15:41:54,23.048
hamilton,1,25,15:42:08,21.245
perez,1,27,15:45:05,22.863
kevin_magnussen,1,28,15:46:11,22.138
sainz,2,34,15:53:34,26.335
ricciardo,2,38,15:57:21,21.259
vandoorne,2,40,16:01:56,22.526
ericsson,1,45,16:06:18,21.519
hamilton,2,52,16:13:20,20.980
sirotkin,2,60,16:24:25,24.884
stroll,2,65,16:30:07,22.299
raikkonen,1,13,14:33:39,38.573
alonso,1,13,14:34:09,28.669
perez,1,13,14:34:17,28.651
max_verstappen,1,17,14:39:53,28.458
sainz,1,17,14:40:28,29.074
ricciardo,1,18,14:41:31,28.194
leclerc,1,18,14:41:58,27.865
ocon,1,19,14:43:35,29.410
vettel,1,20,14:44:24,28.677
hulkenberg,1,20,14:45:06,28.719
gasly,1,20,14:45:19,28.676
bottas,1,21,14:46:03,27.894
vandoorne,1,21,14:47:02,28.284
sirotkin,1,21,14:47:19,28.224
ericsson,1,24,14:51:45,28.207
hamilton,1,25,14:52:37,28.982
kevin_magnussen,1,25,14:53:08,28.450
grosjean,1,26,14:54:52,29.254
ricciardo,2,30,15:00:29,28.001
stroll,1,30,15:01:51,27.774
alonso,2,32,15:04:42,28.085
sainz,2,32,15:04:46,28.078
gasly,2,32,15:04:49,29.766
perez,2,32,15:04:53,28.836
vettel,2,33,15:05:15,28.174
max_verstappen,2,33,15:05:35,28.000
raikkonen,2,33,15:05:39,28.985
vandoorne,2,33,15:07:14,28.658
raikkonen,1,14,15:31:29,19.647
hulkenberg,1,18,15:37:14,19.584
kevin_magnussen,1,20,15:39:50,19.818
sainz,1,20,15:40:01,20.160
leclerc,1,20,15:40:04,19.267
grosjean,1,21,15:41:19,20.198
perez,1,22,15:42:34,25.130
vettel,1,25,15:45:48,18.657
ocon,1,25,15:46:55,19.570
stroll,1,27,15:49:46,19.476
bottas,1,28,15:49:51,19.188
sirotkin,1,28,15:51:05,24.173
brendon_hartley,1,28,15:51:05,19.309
max_verstappen,1,29,15:51:16,19.742
vandoorne,1,29,15:52:30,19.778
alonso,1,31,15:54:51,18.956
ericsson,1,38,16:04:17,18.840
hamilton,1,42,16:08:17,18.978
leclerc,2,43,16:10:51,21.200
alonso,2,43,16:11:06,21.119
gasly,1,43,16:11:12,19.806
max_verstappen,2,46,16:13:39,19.297
leclerc,3,46,16:15:36,20.653
gasly,2,46,16:16:19,19.512
max_verstappen,3,48,16:16:46,19.087
alonso,3,47,16:17:17,20.927
sainz,2,50,16:20:42,19.637
stroll,2,50,16:21:14,19.526
hulkenberg,2,51,16:21:56,20.752
bottas,2,52,16:22:05,33.279
ericsson,1,6,15:22:06,22.640
raikkonen,1,14,15:32:53,24.471
bottas,1,15,15:34:11,21.337
perez,1,22,15:44:52,22.561
hulkenberg,1,23,15:46:04,21.966
brendon_hartley,1,24,15:47:26,21.831
hamilton,1,25,15:47:53,21.480
sainz,1,25,15:48:47,21.914
grosjean,1,29,15:54:26,21.733
kevin_magnussen,1,31,15:57:05,25.126
sirotkin,1,31,15:57:50,21.509
gasly,1,32,15:58:19,21.684
raikkonen,2,38,16:06:22,21.829
vettel,1,39,16:07:21,23.111
alonso,1,39,16:08:27,21.795
ocon,1,39,16:08:53,22.258
vandoorne,1,40,16:09:54,21.732
ricciardo,1,44,16:14:45,21.364
stroll,1,47,16:20:54,21.291
hulkenberg,2,50,16:24:45,22.650
vettel,1,1,15:15:59,19.582
hamilton,1,1,15:16:01,19.372
perez,1,1,15:16:02,19.667
ocon,1,1,15:16:03,19.582
max_verstappen,1,1,15:16:04,19.942
grosjean,1,1,15:16:05,20.280
kevin_magnussen,1,1,15:16:07,20.021
gasly,1,1,15:16:09,20.136
ericsson,1,1,15:16:11,19.711
sirotkin,1,1,15:16:12,19.791
stroll,1,1,15:16:13,19.732
brendon_hartley,1,1,15:16:16,18.084
sainz,1,1,15:16:18,18.509
bottas,1,1,15:16:19,20.349
vandoorne,1,1,15:16:21,19.847
raikkonen,1,1,15:16:57,26.367
bottas,2,2,15:19:21,30.519
vandoorne,2,2,15:19:22,22.706
raikkonen,2,7,15:30:50,35.451
hamilton,2,21,15:55:48,22.375
vettel,2,22,15:57:33,22.253
sainz,2,22,15:58:45,23.857
grosjean,2,23,16:00:10,23.248
stroll,2,23,16:00:34,22.901
ocon,2,24,16:01:54,23.225
sirotkin,2,24,16:02:22,22.339
perez,2,25,16:03:39,23.157
gasly,2,25,16:04:03,22.953
max_verstappen,2,26,16:05:08,22.341
kevin_magnussen,2,26,16:05:49,24.304
hulkenberg,1,1,15:15:34,25.234
ricciardo,1,1,15:15:35,24.805
vettel,1,1,15:15:36,32.219
ericsson,1,1,15:15:50,29.992
kevin_magnussen,1,4,15:21:22,38.563
raikkonen,1,20,15:43:45,23.862
grosjean,1,23,15:48:27,24.779
vandoorne,1,24,15:50:24,24.094
max_verstappen,1,26,15:52:26,24.003
hamilton,1,28,15:55:00,23.728
vettel,2,29,15:56:58,24.301
gasly,1,34,16:04:44,27.792
leclerc,1,34,16:04:46,24.084
stroll,1,35,16:05:54,26.440
bottas,1,36,16:06:30,23.763
sirotkin,1,37,16:08:49,25.245
ocon,1,38,16:09:51,24.827
perez,1,39,16:11:20,25.655
sainz,1,39,16:11:32,25.774
hulkenberg,2,41,16:14:52,24.456
ericsson,2,42,16:16:25,25.575
sirotkin,1,3,20:21:50,30.477
vettel,1,14,20:42:01,28.722
brendon_hartley,1,14,20:42:40,29.912
hamilton,1,15,20:43:42,28.946
hulkenberg,1,15,20:44:23,31.183
bottas,1,16,20:45:39,28.542
grosjean,1,16,20:46:12,29.517
max_verstappen,1,17,20:47:19,29.681
perez,1,17,20:47:51,29.978
raikkonen,1,22,20:56:20,29.513
gasly,1,26,21:04:28,28.931
kevin_magnussen,1,26,21:04:30,29.408
ricciardo,1,27,21:05:14,28.779
perez,2,33,21:17:29,30.561
brendon_hartley,2,36,21:22:59,29.464
kevin_magnussen,2,36,21:23:01,30.711
sainz,1,37,21:23:46,30.242
alonso,1,38,21:25:29,29.922
leclerc,1,38,21:25:50,29.310
perez,3,39,21:28:41,24.340
stroll,1,40,21:30:02,28.767
vandoorne,1,43,21:35:11,30.234
ericsson,1,44,21:36:55,28.860
sirotkin,2,45,21:39:51,34.022
kevin_magnussen,3,48,21:44:52,29.324
brendon_hartley,1,3,14:18:54,29.418
alonso,1,5,14:22:23,30.348
stroll,1,7,14:25:54,29.266
grosjean,1,8,14:27:27,30.469
kevin_magnussen,1,9,14:28:59,29.904
leclerc,1,10,14:30:35,30.397
ocon,1,10,14:30:40,30.642
sirotkin,1,10,14:31:18,29.912
ericsson,1,11,14:32:34,30.051
vandoorne,1,11,14:32:55,29.636
bottas,1,12,14:33:30,29.794
perez,1,12,14:34:04,29.924
vettel,1,13,14:35:13,29.798
hamilton,1,14,14:36:51,29.551
raikkonen,1,18,14:43:40,29.531
sainz,1,32,15:08:28,30.021
hulkenberg,1,35,15:12:47,30.625
ericsson,2,37,15:16:36,30.146
ricciardo,1,39,15:18:49,37.446
max_verstappen,1,43,15:24:48,29.370
kevin_magnussen,1,2,14:17:48,29.007
leclerc,1,4,14:20:44,38.891
sirotkin,1,4,14:20:51,23.660
ericsson,1,5,14:23:11,23.244
stroll,1,14,14:39:30,23.657
raikkonen,1,17,14:43:53,22.781
max_verstappen,1,21,14:50:08,28.789
bottas,1,23,14:53:12,22.777
ricciardo,1,23,14:53:24,22.864
vandoorne,1,23,14:54:14,23.159
hamilton,1,24,14:54:41,22.614
perez,1,24,14:55:30,23.635
ocon,1,26,14:58:45,23.316
vettel,1,26,14:58:49,22.748
alonso,1,26,14:58:57,27.454
brendon_hartley,1,28,15:02:08,23.110
grosjean,1,29,15:03:29,23.692
gasly,1,29,15:03:37,23.376
hulkenberg,1,30,15:05:33,23.555
sainz,1,32,15:08:30,23.477
leclerc,2,35,15:13:39,26.672
sirotkin,2,38,15:18:43,23.647
stroll,2,39,15:20:25,29.804
leclerc,1,1,13:15:33,34.812
stroll,1,1,13:15:34,41.048
grosjean,1,1,13:15:46,35.104
stroll,2,5,13:23:02,18.610
sirotkin,1,10,13:31:11,23.686
vandoorne,1,10,13:31:16,24.065
gasly,1,10,13:31:19,23.865
hamilton,1,11,13:32:38,23.693
raikkonen,1,21,13:49:44,23.714
max_verstappen,1,22,13:51:28,23.446
ocon,1,22,13:52:07,24.534
bottas,1,23,13:53:07,23.478
hulkenberg,1,23,13:53:40,24.681
sainz,1,24,13:55:25,29.319
perez,1,25,13:57:18,25.723
vettel,1,26,13:58:25,24.449
brendon_hartley,1,27,14:00:53,23.819
sirotkin,2,29,14:04:26,23.715
kevin_magnussen,1,30,14:05:48,23.723
ericsson,1,30,14:06:07,23.940
hamilton,2,37,14:16:27,23.915
gasly,2,36,14:16:33,24.219
stroll,3,38,14:20:52,24.296
vandoorne,2,40,14:23:09,24.195
ocon,1,1,13:14:32,27.806
brendon_hartley,1,1,13:14:35,22.055
gasly,1,5,13:20:36,22.570
stroll,1,10,13:27:33,24.451
hamilton,1,11,13:28:21,22.269
bottas,1,11,13:28:30,22.105
sainz,1,11,13:28:40,22.660
sirotkin,1,11,13:29:04,22.732
ricciardo,1,12,13:29:44,22.022
hulkenberg,1,12,13:30:08,23.037
vandoorne,1,12,13:30:25,22.174
max_verstappen,1,13,13:31:00,22.175
leclerc,1,13,13:31:39,22.588
ericsson,1,16,13:36:10,31.406
vettel,1,17,13:36:37,22.658
raikkonen,1,17,13:36:57,22.017
stroll,2,23,13:46:14,23.371
brendon_hartley,2,24,13:47:35,23.553
gasly,2,26,13:50:29,23.055
perez,1,30,13:56:04,23.755
ocon,2,30,13:56:33,22.756
kevin_magnussen,1,43,14:15:14,22.390
grosjean,1,44,14:16:47,22.733
vettel,2,47,14:18:25,21.777
hamilton,2,47,14:18:42,22.399
max_verstappen,2,48,14:19:35,22.088
bottas,2,48,14:20:17,23.887
grosjean,2,60,14:40:00,23.426
bottas,3,62,14:40:33,22.512
alonso,1,15,15:32:38,33.753
sirotkin,1,16,15:33:56,23.273
stroll,1,17,15:35:13,24.608
bottas,1,18,15:35:50,22.955
ericsson,1,18,15:36:28,23.377
hamilton,1,19,15:36:57,22.641
gasly,1,22,15:41:18,23.757
sainz,1,25,15:45:06,23.939
vettel,1,27,15:47:00,22.551
vandoorne,1,28,15:49:08,22.618
raikkonen,1,31,15:51:53,22.766
grosjean,1,32,15:53:30,23.403
max_verstappen,1,35,15:56:38,23.432
leclerc,1,35,15:57:04,23.593
ricciardo,1,39,16:01:41,23.300
perez,1,39,16:02:25,23.505
ocon,1,40,16:03:50,27.226
kevin_magnussen,1,41,16:04:39,23.115
sainz,2,48,16:14:02,23.770
brendon_hartley,1,49,16:15:11,23.422
vettel,2,53,16:19:07,22.683
alonso,2,54,16:22:00,23.046
ocon,2,57,16:25:23,31.198
bottas,2,59,16:26:17,22.727
stroll,2,65,16:35:55,24.283
brendon_hartley,1,1,17:16:20,41.012
hamilton,1,7,17:29:33,21.283
leclerc,1,7,17:29:43,21.828
grosjean,1,7,17:29:48,22.354
vettel,1,15,17:44:11,22.630
bottas,1,16,17:45:52,21.600
max_verstappen,1,17,17:47:44,21.057
ocon,1,18,17:49:58,21.979
perez,1,26,18:04:04,22.112
alonso,1,27,18:06:10,21.726
gasly,1,29,18:09:35,22.493
ricciardo,1,33,18:15:29,21.061
vandoorne,1,35,18:20:34,22.317
sirotkin,1,35,18:20:39,22.755
sainz,1,37,18:23:10,21.964
bottas,2,40,18:27:52,21.289
stroll,1,40,18:29:11,22.189
kevin_magnussen,1,41,18:30:42,21.587
