Round,Driver Id,Driver First Name,Driver Last Name,Constructor Name,Position,Q1 Time,Q2 Time,Q3 Time
16,michael_schumacher,Michael,Schumacher,Ferrari,1,1:11.708,,
16,ralf_schumacher,Ralf,Schumacher,Williams,2,1:11.986,,
16,montoya,Juan,Pablo Montoya,Williams,3,1:12.252,,
16,hakkinen,Mika,Häkkinen,McLaren,4,1:12.309,,
16,barrichello,Rubens,Barrichello,Ferrari,5,1:12.327,,
16,heidfeld,Nick,Heidfeld,Sauber,6,1:12.434,,
16,coulthard,David,Coulthard,McLaren,7,1:12.500,,
16,trulli,Jarno,Trulli,Jordan,8,1:12.605,,
16,alesi,Jean,Alesi,Jordan,9,1:12.607,,
16,button,Jenson,Button,Benetton,10,1:12.805,,
16,raikkonen,Kimi,Räikkönen,Sauber,11,1:12.881,,
16,fisichella,Giancarlo,Fisichella,Benetton,12,1:12.942,,
16,panis,Olivier,Panis,BAR,13,1:13.122,,
16,irvine,Eddie,Irvine,Jaguar,14,1:13.189,,
16,frentzen,Heinz-Harald,Frentzen,Prost,15,1:13.281,,
16,rosa,Pedro,de la Rosa,Jaguar,16,1:13.679,,
16,alonso,Fernando,Alonso,Minardi,17,1:13.991,,
16,villeneuve,Jacques,Villeneuve,BAR,18,1:14.012,,
16,bernoldi,Enrique,Bernoldi,Arrows,19,1:14.129,,
16,verstappen,Jos,Verstappen,Arrows,20,1:14.138,,
16,enge,Tomáš,Enge,Prost,21,1:14.185,,
16,yoong,Alex,Yoong,Minardi,22,1:15.247,,
