Round,Driver Id,Driver First Name,Driver Last Name,Constructor Name,Position,Q1 Time,Q2 Time,Q3 Time
1,raikkonen,Kimi,Räikkönen,Ferrari,1,1:26.644,,
1,alonso,Fernando,Alonso,McLaren,2,1:26.697,,
1,heidfeld,Nick,Heidfeld,BMW Sauber,3,1:26.895,,
1,hamilton,Lewis,Hamilton,McLaren,4,1:26.674,,
1,kubica,Robert,Kubica,BMW Sauber,5,1:26.696,,
1,fisichella,Giancarlo,Fisichella,Renault,6,1:27.270,,
1,webber,Mark,Webber,Red Bull,7,1:26.978,,
1,trulli,Jarno,Trulli,Toyota,8,1:27.014,,
1,ralf_schumacher,Ralf,Schumacher,Toyota,9,1:27.328,,
1,sato,Takuma,Sato,Super Aguri,10,1:27.365,,
1,davidson,Anthony,Davidson,Super Aguri,11,1:26.986,,
1,rosberg,Nico,Rosberg,Williams,12,1:27.596,,
1,kovalainen,Heikki,Kovalainen,Renault,13,1:27.529,,
1,button,Jenson,Button,Honda,14,1:27.540,,
1,wurz,Alexander,Wurz,Williams,15,1:27.479,,
1,massa,Felipe,Massa,Ferrari,16,1:26.712,,
1,barrichello,Rubens,Barrichello,Honda,17,1:27.679,,
1,speed,Scott,Speed,Toro Rosso,18,1:28.305,,
1,coulthard,David,Coulthard,Red Bull,19,1:28.579,,
1,liuzzi,Vitantonio,Liuzzi,Toro Rosso,20,1:29.267,,
1,sutil,Adrian,Sutil,Spyker,21,1:29.339,,
1,albers,Christijan,Albers,Spyker,22,1:31.932,,
2,massa,Felipe,Massa,Ferrari,1,1:35.340,,
2,alonso,Fernando,Alonso,McLaren,2,1:34.942,,
2,raikkonen,Kimi,Räikkönen,Ferrari,3,1:35.138,,
2,hamilton,Lewis,Hamilton,McLaren,4,1:35.028,,
2,heidfeld,Nick,Heidfeld,BMW Sauber,5,1:35.617,,
2,rosberg,Nico,Rosberg,Williams,6,1:35.755,,
2,kubica,Robert,Kubica,BMW Sauber,7,1:35.294,,
2,trulli,Jarno,Trulli,Toyota,8,1:35.666,,
2,ralf_schumacher,Ralf,Schumacher,Toyota,9,1:35.736,,
2,webber,Mark,Webber,Red Bull,10,1:35.727,,
2,kovalainen,Heikki,Kovalainen,Renault,11,1:36.092,,
2,fisichella,Giancarlo,Fisichella,Renault,12,1:35.879,,
2,coulthard,David,Coulthard,Red Bull,13,1:35.730,,
2,sato,Takuma,Sato,Super Aguri,14,1:36.430,,
2,button,Jenson,Button,Honda,15,1:35.913,,
2,liuzzi,Vitantonio,Liuzzi,Toro Rosso,16,1:36.140,,
2,speed,Scott,Speed,Toro Rosso,17,1:36.578,,
2,davidson,Anthony,Davidson,Super Aguri,18,1:36.816,,
2,barrichello,Rubens,Barrichello,Honda,19,1:36.827,,
2,wurz,Alexander,Wurz,Williams,20,1:37.326,,
2,albers,Christijan,Albers,Spyker,21,1:38.279,,
2,sutil,Adrian,Sutil,Spyker,22,1:38.415,,
3,massa,Felipe,Massa,Ferrari,1,1:32.443,,
3,hamilton,Lewis,Hamilton,McLaren,2,1:32.580,,
3,raikkonen,Kimi,Räikkönen,Ferrari,3,1:33.161,,
3,alonso,Fernando,Alonso,McLaren,4,1:33.049,,
3,heidfeld,Nick,Heidfeld,BMW Sauber,5,1:33.164,,
3,kubica,Robert,Kubica,BMW Sauber,6,1:33.348,,
3,fisichella,Giancarlo,Fisichella,Renault,7,1:33.556,,
3,webber,Mark,Webber,Red Bull,8,1:33.496,,
3,trulli,Jarno,Trulli,Toyota,9,1:33.218,,
3,rosberg,Nico,Rosberg,Williams,10,1:33.349,,
3,wurz,Alexander,Wurz,Williams,11,1:33.759,,
3,kovalainen,Heikki,Kovalainen,Renault,12,1:33.467,,
3,davidson,Anthony,Davidson,Super Aguri,13,1:33.299,,
3,ralf_schumacher,Ralf,Schumacher,Toyota,14,1:33.923,,
3,barrichello,Rubens,Barrichello,Honda,15,1:33.776,,
3,button,Jenson,Button,Honda,16,1:33.967,,
3,sato,Takuma,Sato,Super Aguri,17,1:33.984,,
3,liuzzi,Vitantonio,Liuzzi,Toro Rosso,18,1:34.024,,
3,speed,Scott,Speed,Toro Rosso,19,1:34.333,,
3,sutil,Adrian,Sutil,Spyker,20,1:35.280,,
3,coulthard,David,Coulthard,Red Bull,21,1:35.341,,
3,albers,Christijan,Albers,Spyker,22,1:35.533,,
4,massa,Felipe,Massa,Ferrari,1,1:21.375,,
4,alonso,Fernando,Alonso,McLaren,2,1:21.609,,
4,raikkonen,Kimi,Räikkönen,Ferrari,3,1:21.802,,
4,hamilton,Lewis,Hamilton,McLaren,4,1:21.120,,
4,kubica,Robert,Kubica,BMW Sauber,5,1:21.941,,
4,trulli,Jarno,Trulli,Toyota,6,1:22.501,,
4,heidfeld,Nick,Heidfeld,BMW Sauber,7,1:21.625,,
4,kovalainen,Heikki,Kovalainen,Renault,8,1:21.790,,
4,coulthard,David,Coulthard,Red Bull,9,1:22.491,,
4,fisichella,Giancarlo,Fisichella,Renault,10,1:22.064,,
4,rosberg,Nico,Rosberg,Williams,11,1:21.943,,
4,barrichello,Rubens,Barrichello,Honda,12,1:22.502,,
4,sato,Takuma,Sato,Super Aguri,13,1:22.090,,
4,button,Jenson,Button,Honda,14,1:22.503,,
4,davidson,Anthony,Davidson,Super Aguri,15,1:22.295,,
4,liuzzi,Vitantonio,Liuzzi,Toro Rosso,16,1:22.508,,
4,ralf_schumacher,Ralf,Schumacher,Toyota,17,1:22.666,,
4,wurz,Alexander,Wurz,Williams,18,1:22.769,,
4,webber,Mark,Webber,Red Bull,19,1:23.398,,
4,sutil,Adrian,Sutil,Spyker,20,1:23.811,,
4,albers,Christijan,Albers,Spyker,21,1:23.990,,
4,speed,Scott,Speed,Toro Rosso,22,,,
5,alonso,Fernando,Alonso,McLaren,1,1:16.059,,
5,hamilton,Lewis,Hamilton,McLaren,2,1:15.685,,
5,massa,Felipe,Massa,Ferrari,3,1:16.786,,
5,fisichella,Giancarlo,Fisichella,Renault,4,1:17.596,,
5,rosberg,Nico,Rosberg,Williams,5,1:16.870,,
5,webber,Mark,Webber,Red Bull,6,1:17.816,,
5,heidfeld,Nick,Heidfeld,BMW Sauber,7,1:17.385,,
5,kubica,Robert,Kubica,BMW Sauber,8,1:17.584,,
5,barrichello,Rubens,Barrichello,Honda,9,1:17.244,,
5,button,Jenson,Button,Honda,10,1:17.297,,
5,wurz,Alexander,Wurz,Williams,11,1:17.874,,
5,liuzzi,Vitantonio,Liuzzi,Toro Rosso,12,1:16.720,,
5,coulthard,David,Coulthard,Red Bull,13,1:17.204,,
5,trulli,Jarno,Trulli,Toyota,14,1:17.686,,
5,kovalainen,Heikki,Kovalainen,Renault,15,1:17.836,,
5,raikkonen,Kimi,Räikkönen,Ferrari,16,1:16.251,,
5,davidson,Anthony,Davidson,Super Aguri,17,1:18.250,,
5,speed,Scott,Speed,Toro Rosso,18,1:18.390,,
5,sutil,Adrian,Sutil,Spyker,19,1:18.418,,
5,ralf_schumacher,Ralf,Schumacher,Toyota,20,1:18.539,,
5,sato,Takuma,Sato,Super Aguri,21,1:18.554,,
5,albers,Christijan,Albers,Spyker,22,,,
6,hamilton,Lewis,Hamilton,McLaren,1,1:16.576,,
6,alonso,Fernando,Alonso,McLaren,2,1:16.562,,
6,heidfeld,Nick,Heidfeld,BMW Sauber,3,1:17.006,,
6,raikkonen,Kimi,Räikkönen,Ferrari,4,1:16.468,,
6,massa,Felipe,Massa,Ferrari,5,1:16.756,,
6,webber,Mark,Webber,Red Bull,6,1:17.315,,
6,rosberg,Nico,Rosberg,Williams,7,1:17.016,,
