Round,Driver Id,Driver First Name,Driver Last Name,Constructor Name,Position,Q1 Time,Q2 Time,Q3 Time
1,hamilton,Lewis,Hamilton,Mercedes,1,1:24.191,,
1,vettel,Sebastian,Vettel,Ferrari,2,1:25.210,,
1,bottas,Valtteri,Bottas,Mercedes,3,1:24.514,,
1,raikkonen,Kimi,Räikkönen,Ferrari,4,1:24.352,,
1,max_verstappen,Max,Verstappen,Red Bull,5,1:24.482,,
1,grosjean,Romain,Grosjean,Haas F1 Team,6,1:25.419,,
1,massa,Felipe,Massa,Williams,7,1:25.099,,
1,sainz,Carlos,Sainz,Toro Rosso,8,1:25.542,,
1,kvyat,Daniil,Kvyat,Toro Rosso,9,1:25.970,,
1,ricciardo,Daniel,Ricciardo,Red Bull,10,1:25.383,,
1,perez,Sergio,Pérez,Force India,11,1:25.064,,
1,hulkenberg,Nico,Hülkenberg,Renault,12,1:24.975,,
1,alonso,Fernando,Alonso,McLaren,13,1:25.872,,
1,ocon,Esteban,Ocon,Force India,14,1:26.009,,
1,ericsson,Marcus,Ericsson,Sauber,15,1:26.236,,
1,giovinazzi,Antonio,Giovinazzi,Sauber,16,1:26.419,,
1,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,17,1:26.847,,
1,vandoorne,Stoffel,Vandoorne,McLaren,18,1:26.858,,
1,stroll,Lance,Stroll,Williams,19,1:27.143,,
1,jolyon_palmer,Jolyon,Palmer,Renault,20,1:28.244,,
2,hamilton,Lewis,Hamilton,Mercedes,1,1:33.333,,
2,vettel,Sebastian,Vettel,Ferrari,2,1:33.078,,
2,bottas,Valtteri,Bottas,Mercedes,3,1:33.684,,
2,raikkonen,Kimi,Räikkönen,Ferrari,4,1:33.341,,
2,ricciardo,Daniel,Ricciardo,Red Bull,5,1:34.041,,
2,massa,Felipe,Massa,Williams,6,1:34.205,,
2,hulkenberg,Nico,Hülkenberg,Renault,7,1:34.453,,
2,perez,Sergio,Pérez,Force India,8,1:34.657,,
2,kvyat,Daniil,Kvyat,Toro Rosso,9,1:34.440,,
2,stroll,Lance,Stroll,Williams,10,1:33.986,,
