Round,Driver Id,Driver First Name,Driver Last Name,Constructor Name,Position,Q1 Time,Q2 Time,Q3 Time
1,vettel,Sebastian,Vettel,Red Bull,1,1:55.029,,
1,massa,Felipe,Massa,Ferrari,2,1:55.313,,
1,alonso,Fernando,Alonso,Ferrari,3,1:54.612,,
1,hamilton,Lewis,Hamilton,McLaren,4,1:55.341,,
1,rosberg,Nico,Rosberg,Mercedes,5,1:55.463,,
1,webber,Mark,Webber,Red Bull,6,1:55.298,,
1,michael_schumacher,Michael,Schumacher,Mercedes,7,1:55.593,,
1,button,Jenson,Button,McLaren,8,1:55.715,,
1,kubica,Robert,Kubica,Renault,9,1:55.511,,
1,sutil,Adrian,Sutil,Force India,10,1:55.213,,
1,barrichello,Rubens,Barrichello,Williams,11,1:55.969,,
1,liuzzi,Vitantonio,Liuzzi,Force India,12,1:55.628,,
1,hulkenberg,Nico,Hülkenberg,Williams,13,1:56.375,,
1,rosa,Pedro,de la Rosa,Sauber,14,1:56.428,,
1,buemi,Sébastien,Buemi,Toro Rosso,15,1:56.189,,
1,kobayashi,Kamui,Kobayashi,Sauber,16,1:56.541,,
1,petrov,Vitaly,Petrov,Renault,17,1:56.167,,
1,alguersuari,Jaime,Alguersuari,Toro Rosso,18,1:57.071,,
1,glock,Timo,Glock,Virgin,19,1:59.728,,
1,trulli,Jarno,Trulli,Lotus,20,1:59.852,,
1,kovalainen,Heikki,Kovalainen,Lotus,21,2:00.313,,
1,grassi,Lucas,di Grassi,Virgin,22,2:00.587,,
1,bruno_senna,Bruno,Senna,HRT,23,2:03.204,,
1,chandhok,Karun,Chandhok,HRT,24,2:04.904,,
2,vettel,Sebastian,Vettel,Red Bull,1,1:24.774,,
2,webber,Mark,Webber,Red Bull,2,1:25.286,,
2,alonso,Fernando,Alonso,Ferrari,3,1:25.082,,
2,button,Jenson,Button,McLaren,4,1:24.897,,
2,massa,Felipe,Massa,Ferrari,5,1:25.548,,
2,rosberg,Nico,Rosberg,Mercedes,6,1:24.788,,
2,michael_schumacher,Michael,Schumacher,Mercedes,7,1:25.351,,
2,barrichello,Rubens,Barrichello,Williams,8,1:25.702,,
2,kubica,Robert,Kubica,Renault,9,1:25.588,,
2,sutil,Adrian,Sutil,Force India,10,1:25.504,,
2,hamilton,Lewis,Hamilton,McLaren,11,1:25.046,,
2,buemi,Sébastien,Buemi,Toro Rosso,12,1:26.061,,
2,liuzzi,Vitantonio,Liuzzi,Force India,13,1:26.170,,
2,rosa,Pedro,de la Rosa,Sauber,14,1:26.089,,
2,hulkenberg,Nico,Hülkenberg,Williams,15,1:25.866,,
2,kobayashi,Kamui,Kobayashi,Sauber,16,1:26.251,,
2,alguersuari,Jaime,Alguersuari,Toro Rosso,17,1:26.095,,
2,petrov,Vitaly,Petrov,Renault,18,1:26.471,,
2,kovalainen,Heikki,Kovalainen,Lotus,19,1:28.797,,
2,trulli,Jarno,Trulli,Lotus,20,1:29.111,,
2,glock,Timo,Glock,Virgin,21,1:29.592,,
2,grassi,Lucas,di Grassi,Virgin,22,1:30.185,,
2,bruno_senna,Bruno,Senna,HRT,23,1:30.526,,
2,chandhok,Karun,Chandhok,HRT,24,1:30.613,,
3,webber,Mark,Webber,Red Bull,1,1:51.886,,
3,rosberg,Nico,Rosberg,Mercedes,2,1:52.560,,
3,vettel,Sebastian,Vettel,Red Bull,3,1:47.632,,
3,sutil,Adrian,Sutil,Force India,4,1:49.479,,
3,hulkenberg,Nico,Hülkenberg,Williams,5,1:49.664,,
3,kubica,Robert,Kubica,Renault,6,1:46.283,,
3,barrichello,Rubens,Barrichello,Williams,7,1:50.301,,
3,michael_schumacher,Michael,Schumacher,Mercedes,8,1:52.239,,
3,kobayashi,Kamui,Kobayashi,Sauber,9,1:48.467,,
3,liuzzi,Vitantonio,Liuzzi,Force India,10,1:49.922,,
3,petrov,Vitaly,Petrov,Renault,11,1:47.952,,
3,rosa,Pedro,de la Rosa,Sauber,12,1:47.153,,
3,buemi,Sébastien,Buemi,Toro Rosso,13,1:48.945,,
3,alguersuari,Jaime,Alguersuari,Toro Rosso,14,1:48.655,,
3,kovalainen,Heikki,Kovalainen,Lotus,15,1:52.875,,
3,glock,Timo,Glock,Virgin,16,1:52.398,,
3,button,Jenson,Button,McLaren,17,1:52.211,,
3,trulli,Jarno,Trulli,Lotus,18,1:52.884,,
3,alonso,Fernando,Alonso,Ferrari,19,1:53.044,,
3,hamilton,Lewis,Hamilton,McLaren,20,1:53.050,,
3,massa,Felipe,Massa,Ferrari,21,1:53.283,,
3,chandhok,Karun,Chandhok,HRT,22,1:56.299,,
3,bruno_senna,Bruno,Senna,HRT,23,1:57.269,,
3,grassi,Lucas,di Grassi,Virgin,24,1:59.977,,
4,vettel,Sebastian,Vettel,Red Bull,1,1:36.317,,
4,webber,Mark,Webber,Red Bull,2,1:35.978,,
4,alonso,Fernando,Alonso,Ferrari,3,1:35.987,,
4,rosberg,Nico,Rosberg,Mercedes,4,1:35.952,,
4,button,Jenson,Button,McLaren,5,1:36.122,,
4,hamilton,Lewis,Hamilton,McLaren,6,1:35.641,,
4,massa,Felipe,Massa,Ferrari,7,1:36.076,,
4,kubica,Robert,Kubica,Renault,8,1:36.348,,
4,michael_schumacher,Michael,Schumacher,Mercedes,9,1:36.484,,
4,sutil,Adrian,Sutil,Force India,10,1:36.671,,
4,barrichello,Rubens,Barrichello,Williams,11,1:36.664,,
4,alguersuari,Jaime,Alguersuari,Toro Rosso,12,1:36.618,,
4,buemi,Sébastien,Buemi,Toro Rosso,13,1:36.793,,
4,petrov,Vitaly,Petrov,Renault,14,1:37.031,,
4,kobayashi,Kamui,Kobayashi,Sauber,15,1:37.044,,
4,hulkenberg,Nico,Hülkenberg,Williams,16,1:37.049,,
4,rosa,Pedro,de la Rosa,Sauber,17,1:37.050,,
4,liuzzi,Vitantonio,Liuzzi,Force India,18,1:37.161,,
4,glock,Timo,Glock,Virgin,19,1:39.278,,
4,trulli,Jarno,Trulli,Lotus,20,1:39.399,,
4,kovalainen,Heikki,Kovalainen,Lotus,21,1:39.520,,
4,grassi,Lucas,di Grassi,Virgin,22,1:39.783,,
4,bruno_senna,Bruno,Senna,HRT,23,1:40.469,,
4,chandhok,Karun,Chandhok,HRT,24,1:40.578,,
5,webber,Mark,Webber,Red Bull,1,1:21.412,,
5,vettel,Sebastian,Vettel,Red Bull,2,1:21.680,,
5,hamilton,Lewis,Hamilton,McLaren,3,1:21.723,,
5,alonso,Fernando,Alonso,Ferrari,4,1:21.957,,
5,button,Jenson,Button,McLaren,5,1:21.915,,
5,michael_schumacher,Michael,Schumacher,Mercedes,6,1:22.528,,
5,kubica,Robert,Kubica,Renault,7,1:22.488,,
5,rosberg,Nico,Rosberg,Mercedes,8,1:22.419,,
5,massa,Felipe,Massa,Ferrari,9,1:22.564,,
5,kobayashi,Kamui,Kobayashi,Sauber,10,1:22.577,,
5,sutil,Adrian,Sutil,Force India,11,1:22.628,,
5,rosa,Pedro,de la Rosa,Sauber,12,1:22.211,,
5,hulkenberg,Nico,Hülkenberg,Williams,13,1:22.857,,
5,petrov,Vitaly,Petrov,Renault,14,1:22.976,,
5,buemi,Sébastien,Buemi,Toro Rosso,15,1:22.699,,
5,alguersuari,Jaime,Alguersuari,Toro Rosso,16,1:22.593,,
5,liuzzi,Vitantonio,Liuzzi,Force India,17,1:23.084,,
5,barrichello,Rubens,Barrichello,Williams,18,1:23.125,,
5,trulli,Jarno,Trulli,Lotus,19,1:24.674,,
