Round,Driver Id,Driver First Name,Driver Last Name,Constructor Name,Position,Q1 Time,Q2 Time,Q3 Time
1,bottas,Valtteri,Bottas,Mercedes,1,1:04.111,,
1,hamilton,Lewis,Hamilton,Mercedes,2,1:04.198,,
1,max_verstappen,Max,Verstappen,Red Bull,3,1:04.024,,
1,norris,Lando,Norris,McLaren,4,1:04.606,,
1,albon,Alexander,Albon,Red Bull,5,1:04.661,,
1,perez,Sergio,Pérez,Racing Point,6,1:04.543,,
1,leclerc,Charles,Leclerc,Ferrari,7,1:04.500,,
1,sainz,Carlos,Sainz,McLaren,8,1:04.537,,
1,stroll,Lance,Stroll,Racing Point,9,1:04.309,,
1,ricciardo,Daniel,Ricciardo,Renault,10,1:04.556,,
1,vettel,Sebastian,Vettel,Ferrari,11,1:04.554,,
1,gasly,Pierre,Gasly,AlphaTauri,12,1:04.603,,
1,kvyat,Daniil,Kvyat,AlphaTauri,13,1:05.031,,
1,ocon,Esteban,Ocon,Renault,14,1:04.933,,
1,grosjean,Romain,Grosjean,Haas F1 Team,15,1:05.094,,
1,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,16,1:05.164,,
1,russell,George,Russell,Williams,17,1:05.167,,
1,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,18,1:05.175,,
1,raikkonen,Kimi,Räikkönen,Alfa Romeo,19,1:05.224,,
1,latifi,Nicholas,Latifi,Williams,20,1:05.757,,
2,hamilton,Lewis,Hamilton,Mercedes,1,1:18.188,,
2,max_verstappen,Max,Verstappen,Red Bull,2,1:18.297,,
2,sainz,Carlos,Sainz,McLaren,3,1:18.590,,
2,bottas,Valtteri,Bottas,Mercedes,4,1:18.791,,
2,ocon,Esteban,Ocon,Renault,5,1:19.687,,
2,norris,Lando,Norris,McLaren,6,1:18.504,,
2,albon,Alexander,Albon,Red Bull,7,1:20.882,,
2,gasly,Pierre,Gasly,AlphaTauri,8,1:20.192,,
2,ricciardo,Daniel,Ricciardo,Renault,9,1:19.662,,
2,vettel,Sebastian,Vettel,Ferrari,10,1:20.243,,
2,leclerc,Charles,Leclerc,Ferrari,11,1:20.871,,
2,russell,George,Russell,Williams,12,1:20.382,,
2,stroll,Lance,Stroll,Racing Point,13,1:19.697,,
2,kvyat,Daniil,Kvyat,AlphaTauri,14,1:19.824,,
2,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,15,1:21.140,,
2,raikkonen,Kimi,Räikkönen,Alfa Romeo,16,1:21.140,,
2,perez,Sergio,Pérez,Racing Point,17,1:21.607,,
2,latifi,Nicholas,Latifi,Williams,18,1:21.759,,
2,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,19,1:21.831,,
2,grosjean,Romain,Grosjean,Haas F1 Team,20,,,
3,hamilton,Lewis,Hamilton,Mercedes,1,1:14.907,,
3,bottas,Valtteri,Bottas,Mercedes,2,1:15.474,,
3,stroll,Lance,Stroll,Racing Point,3,1:14.895,,
3,perez,Sergio,Pérez,Racing Point,4,1:14.681,,
3,vettel,Sebastian,Vettel,Ferrari,5,1:15.455,,
3,leclerc,Charles,Leclerc,Ferrari,6,1:15.793,,
3,max_verstappen,Max,Verstappen,Red Bull,7,1:15.495,,
3,norris,Lando,Norris,McLaren,8,1:15.444,,
3,sainz,Carlos,Sainz,McLaren,9,1:15.281,,
3,gasly,Pierre,Gasly,AlphaTauri,10,1:15.767,,
3,ricciardo,Daniel,Ricciardo,Renault,11,1:15.848,,
3,russell,George,Russell,Williams,12,1:15.585,,
3,albon,Alexander,Albon,Red Bull,13,1:15.722,,
3,ocon,Esteban,Ocon,Renault,14,1:15.719,,
3,latifi,Nicholas,Latifi,Williams,15,1:16.105,,
3,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,16,1:16.152,,
3,kvyat,Daniil,Kvyat,AlphaTauri,17,1:16.204,,
3,grosjean,Romain,Grosjean,Haas F1 Team,18,1:16.407,,
3,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,19,1:16.506,,
3,raikkonen,Kimi,Räikkönen,Alfa Romeo,20,1:16.614,,
4,hamilton,Lewis,Hamilton,Mercedes,1,1:25.900,,
4,bottas,Valtteri,Bottas,Mercedes,2,1:25.801,,
4,max_verstappen,Max,Verstappen,Red Bull,3,1:26.115,,
4,leclerc,Charles,Leclerc,Ferrari,4,1:26.550,,
4,norris,Lando,Norris,McLaren,5,1:26.855,,
4,stroll,Lance,Stroll,Racing Point,6,1:26.243,,
4,sainz,Carlos,Sainz,McLaren,7,1:26.715,,
4,ricciardo,Daniel,Ricciardo,Renault,8,1:26.677,,
4,ocon,Esteban,Ocon,Renault,9,1:26.396,,
4,vettel,Sebastian,Vettel,Ferrari,10,1:26.469,,
4,gasly,Pierre,Gasly,AlphaTauri,11,1:26.343,,
4,albon,Alexander,Albon,Red Bull,12,1:26.565,,
4,hulkenberg,Nico,Hülkenberg,Racing Point,13,1:26.327,,
4,kvyat,Daniil,Kvyat,AlphaTauri,14,1:26.774,,
4,russell,George,Russell,Williams,15,1:26.732,,
4,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,16,1:27.158,,
4,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,17,1:27.164,,
4,raikkonen,Kimi,Räikkönen,Alfa Romeo,18,1:27.366,,
4,grosjean,Romain,Grosjean,Haas F1 Team,19,1:27.643,,
4,latifi,Nicholas,Latifi,Williams,20,1:27.705,,
5,bottas,Valtteri,Bottas,Mercedes,1,1:26.738,,
5,hamilton,Lewis,Hamilton,Mercedes,2,1:26.818,,
5,hulkenberg,Nico,Hülkenberg,Racing Point,3,1:27.279,,
5,max_verstappen,Max,Verstappen,Red Bull,4,1:27.154,,
5,ricciardo,Daniel,Ricciardo,Renault,5,1:27.442,,
5,stroll,Lance,Stroll,Racing Point,6,1:27.187,,
5,gasly,Pierre,Gasly,AlphaTauri,7,1:27.154,,
5,leclerc,Charles,Leclerc,Ferrari,8,1:27.427,,
5,albon,Alexander,Albon,Red Bull,9,1:27.153,,
5,norris,Lando,Norris,McLaren,10,1:27.217,,
5,ocon,Esteban,Ocon,Renault,11,1:27.278,,
5,vettel,Sebastian,Vettel,Ferrari,12,1:27.612,,
5,sainz,Carlos,Sainz,McLaren,13,1:27.450,,
5,grosjean,Romain,Grosjean,Haas F1 Team,14,1:27.519,,
5,russell,George,Russell,Williams,15,1:27.757,,
5,kvyat,Daniil,Kvyat,AlphaTauri,16,1:27.882,,
5,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,17,1:28.236,,
5,latifi,Nicholas,Latifi,Williams,18,1:28.430,,
5,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,19,1:28.433,,
5,raikkonen,Kimi,Räikkönen,Alfa Romeo,20,1:28.493,,
6,hamilton,Lewis,Hamilton,Mercedes,1,1:16.872,,
6,bottas,Valtteri,Bottas,Mercedes,2,1:17.243,,
6,max_verstappen,Max,Verstappen,Red Bull,3,1:17.213,,
6,perez,Sergio,Pérez,Racing Point,4,1:17.117,,
6,stroll,Lance,Stroll,Racing Point,5,1:17.316,,
6,albon,Alexander,Albon,Red Bull,6,1:17.419,,
6,sainz,Carlos,Sainz,McLaren,7,1:17.438,,
6,norris,Lando,Norris,McLaren,8,1:17.577,,
6,leclerc,Charles,Leclerc,Ferrari,9,1:17.256,,
6,gasly,Pierre,Gasly,AlphaTauri,10,1:17.356,,
6,vettel,Sebastian,Vettel,Ferrari,11,1:17.573,,
6,kvyat,Daniil,Kvyat,AlphaTauri,12,1:17.676,,
6,ricciardo,Daniel,Ricciardo,Renault,13,1:17.667,,
6,raikkonen,Kimi,Räikkönen,Alfa Romeo,14,1:17.797,,
6,ocon,Esteban,Ocon,Renault,15,1:17.765,,
6,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,16,1:17.908,,
6,grosjean,Romain,Grosjean,Haas F1 Team,17,1:18.089,,
6,russell,George,Russell,Williams,18,1:18.099,,
6,latifi,Nicholas,Latifi,Williams,19,1:18.532,,
6,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,20,1:18.697,,
7,hamilton,Lewis,Hamilton,Mercedes,1,1:42.323,,
7,bottas,Valtteri,Bottas,Mercedes,2,1:42.534,,
7,max_verstappen,Max,Verstappen,Red Bull,3,1:43.197,,
7,ricciardo,Daniel,Ricciardo,Renault,4,1:43.309,,
7,albon,Alexander,Albon,Red Bull,5,1:43.418,,
7,ocon,Esteban,Ocon,Renault,6,1:43.505,,
7,sainz,Carlos,Sainz,McLaren,7,1:43.322,,
7,perez,Sergio,Pérez,Racing Point,8,1:43.349,,
7,stroll,Lance,Stroll,Racing Point,9,1:43.265,,
7,norris,Lando,Norris,McLaren,10,1:43.514,,
7,kvyat,Daniil,Kvyat,AlphaTauri,11,1:43.267,,
7,gasly,Pierre,Gasly,AlphaTauri,12,1:43.262,,
7,leclerc,Charles,Leclerc,Ferrari,13,1:43.656,,
7,vettel,Sebastian,Vettel,Ferrari,14,1:43.567,,
7,russell,George,Russell,Williams,15,1:43.630,,
7,raikkonen,Kimi,Räikkönen,Alfa Romeo,16,1:43.743,,
7,grosjean,Romain,Grosjean,Haas F1 Team,17,1:43.838,,
7,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,18,1:43.950,,
7,latifi,Nicholas,Latifi,Williams,19,1:44.138,,
7,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,20,1:44.314,,
8,hamilton,Lewis,Hamilton,Mercedes,1,1:19.514,,
8,bottas,Valtteri,Bottas,Mercedes,2,1:19.786,,
8,sainz,Carlos,Sainz,McLaren,3,1:20.099,,
8,perez,Sergio,Pérez,Racing Point,4,1:20.048,,
8,max_verstappen,Max,Verstappen,Red Bull,5,1:20.193,,
8,norris,Lando,Norris,McLaren,6,1:20.344,,
8,ricciardo,Daniel,Ricciardo,Renault,7,1:20.548,,
8,stroll,Lance,Stroll,Racing Point,8,1:20.400,,
8,albon,Alexander,Albon,Red Bull,9,1:21.104,,
8,gasly,Pierre,Gasly,AlphaTauri,10,1:20.145,,
8,kvyat,Daniil,Kvyat,AlphaTauri,11,1:20.307,,
8,ocon,Esteban,Ocon,Renault,12,1:20.747,,
8,leclerc,Charles,Leclerc,Ferrari,13,1:20.443,,
8,raikkonen,Kimi,Räikkönen,Alfa Romeo,14,1:21.010,,
8,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,15,1:20.869,,
8,grosjean,Romain,Grosjean,Haas F1 Team,16,1:21.139,,
8,vettel,Sebastian,Vettel,Ferrari,17,1:21.151,,
8,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,18,1:21.206,,
8,russell,George,Russell,Williams,19,1:21.587,,
8,latifi,Nicholas,Latifi,Williams,20,1:21.717,,
9,hamilton,Lewis,Hamilton,Mercedes,1,1:15.778,,
9,bottas,Valtteri,Bottas,Mercedes,2,1:15.749,,
9,max_verstappen,Max,Verstappen,Red Bull,3,1:16.335,,
9,albon,Alexander,Albon,Red Bull,4,1:16.527,,
9,leclerc,Charles,Leclerc,Ferrari,5,1:16.698,,
9,perez,Sergio,Pérez,Racing Point,6,1:16.596,,
9,stroll,Lance,Stroll,Racing Point,7,1:16.701,,
9,ricciardo,Daniel,Ricciardo,Renault,8,1:16.981,,
9,sainz,Carlos,Sainz,McLaren,9,1:16.993,,
9,ocon,Esteban,Ocon,Renault,10,1:16.825,,
9,norris,Lando,Norris,McLaren,11,1:16.895,,
9,kvyat,Daniil,Kvyat,AlphaTauri,12,1:16.928,,
9,raikkonen,Kimi,Räikkönen,Alfa Romeo,13,1:17.059,,
9,vettel,Sebastian,Vettel,Ferrari,14,1:17.072,,
9,grosjean,Romain,Grosjean,Haas F1 Team,15,1:17.069,,
