Round,Driver Id,Driver First Name,Driver Last Name,Constructor Name,Position,Q1 Time,Q2 Time,Q3 Time
1,vettel,Sebastian,Vettel,Red Bull,1,1:44.657,,
1,webber,Mark,Webber,Red Bull,2,1:44.472,,
1,hamilton,Lewis,Hamilton,Mercedes,3,1:45.456,,
1,massa,Felipe,Massa,Ferrari,4,1:44.635,,
1,alonso,Fernando,Alonso,Ferrari,5,1:43.850,,
1,rosberg,Nico,Rosberg,Mercedes,6,1:43.380,,
1,raikkonen,Kimi,Räikkönen,Lotus F1,7,1:45.545,,
1,grosjean,Romain,Grosjean,Lotus F1,8,1:44.284,,
1,resta,Paul,di Resta,Force India,9,1:45.601,,
1,button,Jenson,Button,McLaren,10,1:44.688,,
1,hulkenberg,Nico,Hülkenberg,Sauber,11,1:45.930,,
1,sutil,Adrian,Sutil,Force India,12,1:47.330,,
1,vergne,Jean-Éric,Vergne,Toro Rosso,13,1:44.871,,
1,ricciardo,Daniel,Ricciardo,Toro Rosso,14,1:46.450,,
1,perez,Sergio,Pérez,McLaren,15,1:44.400,,
1,bottas,Valtteri,Bottas,Williams,16,1:47.328,,
1,maldonado,Pastor,Maldonado,Williams,17,1:47.614,,
1,gutierrez,Esteban,Gutiérrez,Sauber,18,1:47.776,,
1,jules_bianchi,Jules,Bianchi,Marussia,19,1:48.147,,
1,chilton,Max,Chilton,Marussia,20,1:48.909,,
1,garde,Giedo,van der Garde,Caterham,21,1:49.519,,
1,pic,Charles,Pic,Caterham,22,1:50.626,,
2,vettel,Sebastian,Vettel,Red Bull,1,1:37.899,,
2,massa,Felipe,Massa,Ferrari,2,1:37.712,,
2,alonso,Fernando,Alonso,Ferrari,3,1:37.314,,
2,hamilton,Lewis,Hamilton,Mercedes,4,1:37.513,,
2,webber,Mark,Webber,Red Bull,5,1:37.619,,
2,rosberg,Nico,Rosberg,Mercedes,6,1:37.239,,
2,raikkonen,Kimi,Räikkönen,Lotus F1,7,1:36.959,,
2,button,Jenson,Button,McLaren,8,1:37.487,,
2,sutil,Adrian,Sutil,Force India,9,1:36.809,,
2,perez,Sergio,Pérez,McLaren,10,1:37.702,,
2,grosjean,Romain,Grosjean,Lotus F1,11,1:37.363,,
2,hulkenberg,Nico,Hülkenberg,Sauber,12,1:37.931,,
2,ricciardo,Daniel,Ricciardo,Toro Rosso,13,1:37.722,,
2,gutierrez,Esteban,Gutiérrez,Sauber,14,1:37.707,,
2,resta,Paul,di Resta,Force India,15,1:37.493,,
2,maldonado,Pastor,Maldonado,Williams,16,1:37.867,,
2,vergne,Jean-Éric,Vergne,Toro Rosso,17,1:38.157,,
2,bottas,Valtteri,Bottas,Williams,18,1:38.207,,
2,jules_bianchi,Jules,Bianchi,Marussia,19,1:38.434,,
2,pic,Charles,Pic,Caterham,20,1:39.314,,
2,chilton,Max,Chilton,Marussia,21,1:39.672,,
2,garde,Giedo,van der Garde,Caterham,22,1:39.932,,
3,hamilton,Lewis,Hamilton,Mercedes,1,1:35.793,,
3,raikkonen,Kimi,Räikkönen,Lotus F1,2,1:37.046,,
3,alonso,Fernando,Alonso,Ferrari,3,1:36.253,,
3,rosberg,Nico,Rosberg,Mercedes,4,1:35.959,,
3,massa,Felipe,Massa,Ferrari,5,1:35.972,,
3,grosjean,Romain,Grosjean,Lotus F1,6,1:36.929,,
3,ricciardo,Daniel,Ricciardo,Toro Rosso,7,1:36.993,,
3,button,Jenson,Button,McLaren,8,1:36.667,,
3,vettel,Sebastian,Vettel,Red Bull,9,1:36.537,,
3,hulkenberg,Nico,Hülkenberg,Sauber,10,1:36.985,,
3,resta,Paul,di Resta,Force India,11,1:37.478,,
3,perez,Sergio,Pérez,McLaren,12,1:36.952,,
3,sutil,Adrian,Sutil,Force India,13,1:37.349,,
3,webber,Mark,Webber,Red Bull,14,1:36.148,,
3,maldonado,Pastor,Maldonado,Williams,15,1:37.281,,
