Round,Driver Id,Driver First Name,Driver Last Name,Constructor Name,Position,Q1 Time,Q2 Time,Q3 Time
1,hakkinen,Mika,Häkkinen,McLaren,1,1:30.556,,
1,coulthard,David,Coulthard,McLaren,2,1:30.910,,
1,michael_schumacher,Michael,Schumacher,Ferrari,3,1:31.075,,
1,barrichello,Rubens,Barrichello,Ferrari,4,1:31.102,,
1,frentzen,Heinz-Harald,Frentzen,Jordan,5,1:31.359,,
1,trulli,Jarno,Trulli,Jordan,6,1:31.504,,
1,irvine,Eddie,Irvine,Jaguar,7,1:31.514,,
1,villeneuve,Jacques,Villeneuve,BAR,8,1:31.968,,
1,fisichella,Giancarlo,Fisichella,Benetton,9,1:31.992,,
1,salo,Mika,Salo,Sauber,10,1:32.018,,
1,ralf_schumacher,Ralf,Schumacher,Williams,11,1:32.220,,
1,rosa,Pedro,de la Rosa,Arrows,12,1:32.323,,
1,verstappen,Jos,Verstappen,Arrows,13,1:32.477,,
1,wurz,Alexander,Wurz,Benetton,14,1:32.775,,
1,heidfeld,Nick,Heidfeld,Prost,15,1:33.024,,
1,zonta,Ricardo,Zonta,BAR,16,1:33.117,,
1,alesi,Jean,Alesi,Prost,17,1:33.197,,
1,gene,Marc,Gené,Minardi,18,1:33.261,,
1,diniz,Pedro,Diniz,Sauber,19,1:33.378,,
1,herbert,Johnny,Herbert,Jaguar,20,1:33.638,,
1,button,Jenson,Button,Williams,21,1:33.828,,
1,mazzacane,Gastón,Mazzacane,Minardi,22,1:34.705,,
3,hakkinen,Mika,Häkkinen,McLaren,1,1:24.714,,
3,michael_schumacher,Michael,Schumacher,Ferrari,2,1:24.805,,
3,coulthard,David,Coulthard,McLaren,3,1:25.014,,
3,barrichello,Rubens,Barrichello,Ferrari,4,1:25.871,,
3,ralf_schumacher,Ralf,Schumacher,Williams,5,1:25.871,,
3,frentzen,Heinz-Harald,Frentzen,Jordan,6,1:25.892,,
3,irvine,Eddie,Irvine,Jaguar,7,1:25.929,,
3,trulli,Jarno,Trulli,Jordan,8,1:26.002,,
3,villeneuve,Jacques,Villeneuve,BAR,9,1:26.124,,
3,diniz,Pedro,Diniz,Sauber,10,1:26.238,,
3,wurz,Alexander,Wurz,Benetton,11,1:26.281,,
3,salo,Mika,Salo,Sauber,12,1:26.336,,
3,rosa,Pedro,de la Rosa,Arrows,13,1:26.349,,
3,zonta,Ricardo,Zonta,BAR,14,1:26.814,,
3,alesi,Jean,Alesi,Prost,15,1:26.824,,
3,verstappen,Jos,Verstappen,Arrows,16,1:26.845,,
3,herbert,Johnny,Herbert,Jaguar,17,1:27.051,,
3,button,Jenson,Button,Williams,18,1:27.135,,
3,fisichella,Giancarlo,Fisichella,Benetton,19,1:27.253,,
3,mazzacane,Gastón,Mazzacane,Minardi,20,1:28.161,,
3,gene,Marc,Gené,Minardi,21,1:28.333,,
3,heidfeld,Nick,Heidfeld,Prost,22,1:28.361,,
4,barrichello,Rubens,Barrichello,Ferrari,1,1:25.703,,
4,frentzen,Heinz-Harald,Frentzen,Jordan,2,1:25.706,,
4,hakkinen,Mika,Häkkinen,McLaren,3,1:25.741,,
4,coulthard,David,Coulthard,McLaren,4,1:26.088,,
4,michael_schumacher,Michael,Schumacher,Ferrari,5,1:26.161,,
4,button,Jenson,Button,Williams,6,1:26.733,,
4,ralf_schumacher,Ralf,Schumacher,Williams,7,1:26.786,,
4,verstappen,Jos,Verstappen,Arrows,8,1:26.793,,
4,irvine,Eddie,Irvine,Jaguar,9,1:26.818,,
4,villeneuve,Jacques,Villeneuve,BAR,10,1:27.025,,
4,trulli,Jarno,Trulli,Jordan,11,1:27.164,,
4,fisichella,Giancarlo,Fisichella,Benetton,12,1:27.253,,
4,diniz,Pedro,Diniz,Sauber,13,1:27.301,,
4,herbert,Johnny,Herbert,Jaguar,14,1:27.461,,
4,alesi,Jean,Alesi,Prost,15,1:27.559,,
4,zonta,Ricardo,Zonta,BAR,16,1:27.772,,
4,heidfeld,Nick,Heidfeld,Prost,17,1:27.806,,
4,salo,Mika,Salo,Sauber,18,1:28.110,,
4,rosa,Pedro,de la Rosa,Arrows,19,1:28.135,,
4,wurz,Alexander,Wurz,Benetton,20,1:28.205,,
4,gene,Marc,Gené,Minardi,21,1:28.253,,
4,mazzacane,Gastón,Mazzacane,Minardi,22,1:29.174,,
16,michael_schumacher,Michael,Schumacher,Ferrari,1,1:35.825,,
16,hakkinen,Mika,Häkkinen,McLaren,2,1:35.834,,
16,coulthard,David,Coulthard,McLaren,3,1:36.236,,
16,barrichello,Rubens,Barrichello,Ferrari,4,1:36.330,,
16,button,Jenson,Button,Williams,5,1:36.628,,
16,ralf_schumacher,Ralf,Schumacher,Williams,6,1:36.788,,
16,irvine,Eddie,Irvine,Jaguar,7,1:36.899,,
16,frentzen,Heinz-Harald,Frentzen,Jordan,8,1:37.243,,
16,villeneuve,Jacques,Villeneuve,BAR,9,1:37.267,,
16,herbert,Johnny,Herbert,Jaguar,10,1:37.329,,
16,wurz,Alexander,Wurz,Benetton,11,1:37.348,,
16,fisichella,Giancarlo,Fisichella,Benetton,12,1:37.479,,
16,rosa,Pedro,de la Rosa,Arrows,13,1:37.652,,
16,verstappen,Jos,Verstappen,Arrows,14,1:37.674,,
16,trulli,Jarno,Trulli,Jordan,15,1:37.679,,
16,heidfeld,Nick,Heidfeld,Prost,16,1:38.141,,
16,alesi,Jean,Alesi,Prost,17,1:38.209,,
16,zonta,Ricardo,Zonta,BAR,18,1:38.269,,
16,salo,Mika,Salo,Sauber,19,1:38.490,,
16,diniz,Pedro,Diniz,Sauber,20,1:38.576,,
16,gene,Marc,Gené,Minardi,21,1:39.972,,
16,mazzacane,Gastón,Mazzacane,Minardi,22,1:40.462,,
