Round,Driver Id,Driver First Name,Driver Last Name,Constructor Name,Position,Q1 Time,Q2 Time,Q3 Time
3,kvyat,Daniil,Kvyat,Toro Rosso,11,1:33.783,,
3,perez,Sergio,Pérez,Racing Point,12,1:34.026,,
3,raikkonen,Kimi,Räikkönen,Alfa Romeo,13,1:34.125,,
3,sainz,Carlos,Sainz,McLaren,14,1:33.686,,
3,norris,Lando,Norris,McLaren,15,1:34.148,,
3,stroll,Lance,Stroll,Racing Point,16,1:34.292,,
3,russell,George,Russell,Williams,17,1:35.253,,
3,kubica,Robert,Kubica,Williams,18,1:35.281,,
4,bottas,Valtteri,Bottas,Mercedes,1,1:42.026,,
4,hamilton,Lewis,Hamilton,Mercedes,2,1:41.614,,
4,vettel,Sebastian,Vettel,Ferrari,3,1:42.042,,
4,max_verstappen,Max,Verstappen,Red Bull,4,1:41.727,,
4,perez,Sergio,Pérez,Racing Point,5,1:42.249,,
4,kvyat,Daniil,Kvyat,Toro Rosso,6,1:42.324,,
4,norris,Lando,Norris,McLaren,7,1:42.371,,
4,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,8,1:42.140,,
4,leclerc,Charles,Leclerc,Ferrari,9,1:41.426,,
4,sainz,Carlos,Sainz,McLaren,10,1:41.936,,
4,ricciardo,Daniel,Ricciardo,Renault,11,1:42.486,,
4,albon,Alexander,Albon,Toro Rosso,12,1:42.154,,
4,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,13,1:42.382,,
4,stroll,Lance,Stroll,Racing Point,14,1:42.630,,
4,grosjean,Romain,Grosjean,Haas F1 Team,15,1:43.407,,
4,hulkenberg,Nico,Hülkenberg,Renault,16,1:43.427,,
4,russell,George,Russell,Williams,17,1:45.062,,
4,kubica,Robert,Kubica,Williams,18,1:45.455,,
4,raikkonen,Kimi,Räikkönen,Alfa Romeo,19,,,
4,gasly,Pierre,Gasly,Red Bull,20,,,
5,bottas,Valtteri,Bottas,Mercedes,1,1:16.979,,
5,hamilton,Lewis,Hamilton,Mercedes,2,1:17.292,,
5,vettel,Sebastian,Vettel,Ferrari,3,1:17.425,,
5,max_verstappen,Max,Verstappen,Red Bull,4,1:17.244,,
5,leclerc,Charles,Leclerc,Ferrari,5,1:17.388,,
5,gasly,Pierre,Gasly,Red Bull,6,1:17.862,,
5,grosjean,Romain,Grosjean,Haas F1 Team,7,1:18.042,,
5,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,8,1:17.669,,
5,kvyat,Daniil,Kvyat,Toro Rosso,9,1:17.914,,
5,ricciardo,Daniel,Ricciardo,Renault,10,1:18.385,,
5,norris,Lando,Norris,McLaren,11,1:17.611,,
5,albon,Alexander,Albon,Toro Rosso,12,1:17.796,,
5,sainz,Carlos,Sainz,McLaren,13,1:17.760,,
5,raikkonen,Kimi,Räikkönen,Alfa Romeo,14,1:18.132,,
5,perez,Sergio,Pérez,Racing Point,15,1:18.286,,
5,hulkenberg,Nico,Hülkenberg,Renault,16,1:18.404,,
5,stroll,Lance,Stroll,Racing Point,17,1:18.471,,
5,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,18,1:18.664,,
5,russell,George,Russell,Williams,19,1:19.072,,
5,kubica,Robert,Kubica,Williams,20,1:20.254,,
6,hamilton,Lewis,Hamilton,Mercedes,1,1:11.542,,
6,bottas,Valtteri,Bottas,Mercedes,2,1:11.562,,
6,max_verstappen,Max,Verstappen,Red Bull,3,1:11.597,,
6,vettel,Sebastian,Vettel,Ferrari,4,1:11.434,,
6,gasly,Pierre,Gasly,Red Bull,5,1:11.740,,
6,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,6,1:11.865,,
6,ricciardo,Daniel,Ricciardo,Renault,7,1:11.767,,
6,kvyat,Daniil,Kvyat,Toro Rosso,8,1:11.602,,
6,sainz,Carlos,Sainz,McLaren,9,1:11.872,,
6,albon,Alexander,Albon,Toro Rosso,10,1:12.007,,
6,hulkenberg,Nico,Hülkenberg,Renault,11,1:12.097,,
6,norris,Lando,Norris,McLaren,12,1:11.845,,
6,grosjean,Romain,Grosjean,Haas F1 Team,13,1:11.837,,
6,raikkonen,Kimi,Räikkönen,Alfa Romeo,14,1:11.993,,
6,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,15,1:11.976,,
6,leclerc,Charles,Leclerc,Ferrari,16,1:12.149,,
6,perez,Sergio,Pérez,Racing Point,17,1:12.233,,
6,stroll,Lance,Stroll,Racing Point,18,1:12.846,,
6,russell,George,Russell,Williams,19,1:13.477,,
6,kubica,Robert,Kubica,Williams,20,1:13.751,,
7,vettel,Sebastian,Vettel,Ferrari,1,1:11.200,,
7,hamilton,Lewis,Hamilton,Mercedes,2,1:11.518,,
7,leclerc,Charles,Leclerc,Ferrari,3,1:11.214,,
7,ricciardo,Daniel,Ricciardo,Renault,4,1:11.837,,
7,gasly,Pierre,Gasly,Red Bull,5,1:12.023,,
7,bottas,Valtteri,Bottas,Mercedes,6,1:11.229,,
7,hulkenberg,Nico,Hülkenberg,Renault,7,1:11.720,,
7,norris,Lando,Norris,McLaren,8,1:11.780,,
7,sainz,Carlos,Sainz,McLaren,9,1:11.750,,
7,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,10,1:12.107,,
7,max_verstappen,Max,Verstappen,Red Bull,11,1:11.619,,
7,kvyat,Daniil,Kvyat,Toro Rosso,12,1:11.965,,
7,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,13,1:12.122,,
7,albon,Alexander,Albon,Toro Rosso,14,1:12.020,,
7,grosjean,Romain,Grosjean,Haas F1 Team,15,1:12.109,,
7,perez,Sergio,Pérez,Racing Point,16,1:12.197,,
7,raikkonen,Kimi,Räikkönen,Alfa Romeo,17,1:12.230,,
7,stroll,Lance,Stroll,Racing Point,18,1:12.266,,
7,russell,George,Russell,Williams,19,1:13.617,,
7,kubica,Robert,Kubica,Williams,20,1:14.393,,
8,hamilton,Lewis,Hamilton,Mercedes,1,1:30.609,,
8,bottas,Valtteri,Bottas,Mercedes,2,1:30.550,,
8,leclerc,Charles,Leclerc,Ferrari,3,1:30.647,,
8,max_verstappen,Max,Verstappen,Red Bull,4,1:31.327,,
8,norris,Lando,Norris,McLaren,5,1:30.989,,
8,sainz,Carlos,Sainz,McLaren,6,1:31.073,,
8,vettel,Sebastian,Vettel,Ferrari,7,1:31.075,,
8,ricciardo,Daniel,Ricciardo,Renault,8,1:30.954,,
8,gasly,Pierre,Gasly,Red Bull,9,1:31.152,,
8,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,10,1:31.180,,
8,albon,Alexander,Albon,Toro Rosso,11,1:31.445,,
8,raikkonen,Kimi,Räikkönen,Alfa Romeo,12,1:30.972,,
8,hulkenberg,Nico,Hülkenberg,Renault,13,1:30.865,,
8,perez,Sergio,Pérez,Racing Point,14,1:30.964,,
8,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,15,1:31.166,,
8,kvyat,Daniil,Kvyat,Toro Rosso,16,1:31.564,,
8,grosjean,Romain,Grosjean,Haas F1 Team,17,1:31.626,,
8,stroll,Lance,Stroll,Racing Point,18,1:31.726,,
8,russell,George,Russell,Williams,19,1:32.789,,
8,kubica,Robert,Kubica,Williams,20,1:33.205,,
9,leclerc,Charles,Leclerc,Ferrari,1,1:04.138,,
9,hamilton,Lewis,Hamilton,Mercedes,2,1:03.818,,
9,max_verstappen,Max,Verstappen,Red Bull,3,1:03.807,,
9,bottas,Valtteri,Bottas,Mercedes,4,1:04.084,,
9,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,5,1:04.778,,
9,norris,Lando,Norris,McLaren,6,1:04.361,,
9,raikkonen,Kimi,Räikkönen,Alfa Romeo,7,1:04.615,,
9,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,8,1:04.450,,
9,gasly,Pierre,Gasly,Red Bull,9,1:04.412,,
9,vettel,Sebastian,Vettel,Ferrari,10,1:04.430,,
9,grosjean,Romain,Grosjean,Haas F1 Team,11,1:04.552,,
9,hulkenberg,Nico,Hülkenberg,Renault,12,1:04.733,,
9,albon,Alexander,Albon,Toro Rosso,13,1:04.708,,
9,ricciardo,Daniel,Ricciardo,Renault,14,1:04.647,,
9,sainz,Carlos,Sainz,McLaren,15,1:04.453,,
9,perez,Sergio,Pérez,Racing Point,16,1:04.789,,
9,stroll,Lance,Stroll,Racing Point,17,1:04.832,,
9,kvyat,Daniil,Kvyat,Toro Rosso,18,1:05.324,,
9,russell,George,Russell,Williams,19,1:05.904,,
9,kubica,Robert,Kubica,Williams,20,1:06.206,,
10,bottas,Valtteri,Bottas,Mercedes,1,1:25.750,,
10,hamilton,Lewis,Hamilton,Mercedes,2,1:25.513,,
10,leclerc,Charles,Leclerc,Ferrari,3,1:25.533,,
10,max_verstappen,Max,Verstappen,Red Bull,4,1:25.700,,
10,gasly,Pierre,Gasly,Red Bull,5,1:26.273,,
10,vettel,Sebastian,Vettel,Ferrari,6,1:25.898,,
10,ricciardo,Daniel,Ricciardo,Renault,7,1:26.428,,
10,norris,Lando,Norris,McLaren,8,1:26.079,,
10,albon,Alexander,Albon,Toro Rosso,9,1:26.482,,
10,hulkenberg,Nico,Hülkenberg,Renault,10,1:26.568,,
10,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,11,1:26.449,,
10,raikkonen,Kimi,Räikkönen,Alfa Romeo,12,1:26.558,,
10,sainz,Carlos,Sainz,McLaren,13,1:26.203,,
10,grosjean,Romain,Grosjean,Haas F1 Team,14,1:26.347,,
10,perez,Sergio,Pérez,Racing Point,15,1:26.649,,
10,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,16,1:26.662,,
10,kvyat,Daniil,Kvyat,Toro Rosso,17,1:26.721,,
10,stroll,Lance,Stroll,Racing Point,18,1:26.762,,
10,russell,George,Russell,Williams,19,1:27.789,,
10,kubica,Robert,Kubica,Williams,20,1:28.257,,
11,hamilton,Lewis,Hamilton,Mercedes,1,1:12.852,,
11,max_verstappen,Max,Verstappen,Red Bull,2,1:12.593,,
11,bottas,Valtteri,Bottas,Mercedes,3,1:13.075,,
11,gasly,Pierre,Gasly,Red Bull,4,1:12.991,,
11,raikkonen,Kimi,Räikkönen,Alfa Romeo,5,1:13.066,,
11,grosjean,Romain,Grosjean,Haas F1 Team,6,1:13.146,,
11,sainz,Carlos,Sainz,McLaren,7,1:13.221,,
11,perez,Sergio,Pérez,Racing Point,8,1:13.194,,
11,hulkenberg,Nico,Hülkenberg,Renault,9,1:13.186,,
11,leclerc,Charles,Leclerc,Ferrari,10,1:12.229,,
11,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,11,1:13.170,,
11,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,12,1:13.103,,
11,ricciardo,Daniel,Ricciardo,Renault,13,1:13.131,,
11,kvyat,Daniil,Kvyat,Toro Rosso,14,1:13.278,,
11,stroll,Lance,Stroll,Racing Point,15,1:13.256,,
11,norris,Lando,Norris,McLaren,16,1:13.333,,
11,albon,Alexander,Albon,Toro Rosso,17,1:13.461,,
11,russell,George,Russell,Williams,18,1:14.721,,
11,kubica,Robert,Kubica,Williams,19,1:14.839,,
11,vettel,Sebastian,Vettel,Ferrari,20,,,
12,max_verstappen,Max,Verstappen,Red Bull,1,1:15.817,,
12,bottas,Valtteri,Bottas,Mercedes,2,1:16.078,,
12,hamilton,Lewis,Hamilton,Mercedes,3,1:16.068,,
12,leclerc,Charles,Leclerc,Ferrari,4,1:16.337,,
12,vettel,Sebastian,Vettel,Ferrari,5,1:16.452,,
12,gasly,Pierre,Gasly,Red Bull,6,1:16.716,,
12,norris,Lando,Norris,McLaren,7,1:16.697,,
12,sainz,Carlos,Sainz,McLaren,8,1:16.493,,
12,grosjean,Romain,Grosjean,Haas F1 Team,9,1:16.978,,
12,raikkonen,Kimi,Räikkönen,Alfa Romeo,10,1:16.506,,
12,hulkenberg,Nico,Hülkenberg,Renault,11,1:16.790,,
12,albon,Alexander,Albon,Toro Rosso,12,1:16.912,,
12,kvyat,Daniil,Kvyat,Toro Rosso,13,1:16.750,,
12,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,14,1:16.894,,
12,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,15,1:16.122,,
12,russell,George,Russell,Williams,16,1:17.031,,
12,perez,Sergio,Pérez,Racing Point,17,1:17.109,,
12,ricciardo,Daniel,Ricciardo,Renault,18,1:17.257,,
12,stroll,Lance,Stroll,Racing Point,19,1:17.542,,
12,kubica,Robert,Kubica,Williams,20,1:18.324,,
13,leclerc,Charles,Leclerc,Ferrari,1,1:43.587,,
13,vettel,Sebastian,Vettel,Ferrari,2,1:44.109,,
13,hamilton,Lewis,Hamilton,Mercedes,3,1:45.260,,
13,bottas,Valtteri,Bottas,Mercedes,4,1:45.141,,
13,max_verstappen,Max,Verstappen,Red Bull,5,1:44.622,,
13,ricciardo,Daniel,Ricciardo,Renault,6,1:45.560,,
13,hulkenberg,Nico,Hülkenberg,Renault,7,1:45.899,,
13,raikkonen,Kimi,Räikkönen,Alfa Romeo,8,1:45.842,,
13,perez,Sergio,Pérez,Racing Point,9,1:45.732,,
13,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,10,1:45.839,,
13,grosjean,Romain,Grosjean,Haas F1 Team,11,1:45.694,,
13,norris,Lando,Norris,McLaren,12,1:46.154,,
13,stroll,Lance,Stroll,Racing Point,13,1:46.000,,
13,albon,Alexander,Albon,Red Bull,14,1:45.528,,
13,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,15,1:45.637,,
13,gasly,Pierre,Gasly,Toro Rosso,16,1:46.435,,
13,sainz,Carlos,Sainz,McLaren,17,1:46.507,,
13,kvyat,Daniil,Kvyat,Toro Rosso,18,1:46.518,,
13,russell,George,Russell,Williams,19,1:47.548,,
13,kubica,Robert,Kubica,Williams,20,,,
14,leclerc,Charles,Leclerc,Ferrari,1,1:20.126,,
14,hamilton,Lewis,Hamilton,Mercedes,2,1:20.272,,
14,bottas,Valtteri,Bottas,Mercedes,3,1:20.156,,
14,vettel,Sebastian,Vettel,Ferrari,4,1:20.378,,
14,ricciardo,Daniel,Ricciardo,Renault,5,1:20.374,,
14,hulkenberg,Nico,Hülkenberg,Renault,6,1:20.155,,
14,sainz,Carlos,Sainz,McLaren,7,1:20.413,,
14,albon,Alexander,Albon,Red Bull,8,1:20.382,,
14,stroll,Lance,Stroll,Racing Point,9,1:20.643,,
14,raikkonen,Kimi,Räikkönen,Alfa Romeo,10,1:20.634,,
14,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,11,1:20.657,,
14,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,12,1:20.616,,
14,kvyat,Daniil,Kvyat,Toro Rosso,13,1:20.723,,
14,norris,Lando,Norris,McLaren,14,1:20.646,,
14,gasly,Pierre,Gasly,Toro Rosso,15,1:20.508,,
14,grosjean,Romain,Grosjean,Haas F1 Team,16,1:20.784,,
14,perez,Sergio,Pérez,Racing Point,17,1:21.291,,
14,russell,George,Russell,Williams,18,1:21.800,,
14,kubica,Robert,Kubica,Williams,19,1:22.356,,
14,max_verstappen,Max,Verstappen,Red Bull,20,,,
15,leclerc,Charles,Leclerc,Ferrari,1,1:38.014,,
15,hamilton,Lewis,Hamilton,Mercedes,2,1:37.565,,
15,vettel,Sebastian,Vettel,Ferrari,3,1:38.374,,
15,max_verstappen,Max,Verstappen,Red Bull,4,1:38.540,,
15,bottas,Valtteri,Bottas,Mercedes,5,1:37.317,,
15,albon,Alexander,Albon,Red Bull,6,1:39.106,,
15,sainz,Carlos,Sainz,McLaren,7,1:38.882,,
15,hulkenberg,Nico,Hülkenberg,Renault,8,1:39.001,,
15,norris,Lando,Norris,McLaren,9,1:38.606,,
15,perez,Sergio,Pérez,Racing Point,10,1:39.909,,
15,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,11,1:39.272,,
15,gasly,Pierre,Gasly,Toro Rosso,12,1:39.085,,
15,raikkonen,Kimi,Räikkönen,Alfa Romeo,13,1:39.454,,
15,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,14,1:39.942,,
15,kvyat,Daniil,Kvyat,Toro Rosso,15,1:39.957,,
15,stroll,Lance,Stroll,Racing Point,16,1:39.979,,
15,grosjean,Romain,Grosjean,Haas F1 Team,17,1:40.277,,
15,russell,George,Russell,Williams,18,1:40.867,,
15,kubica,Robert,Kubica,Williams,19,1:41.186,,
15,ricciardo,Daniel,Ricciardo,Renault,20,,,
16,leclerc,Charles,Leclerc,Ferrari,1,1:33.613,,
16,hamilton,Lewis,Hamilton,Mercedes,2,1:33.230,,
16,vettel,Sebastian,Vettel,Ferrari,3,1:33.032,,
16,max_verstappen,Max,Verstappen,Red Bull,4,1:33.368,,
16,bottas,Valtteri,Bottas,Mercedes,5,1:33.413,,
16,sainz,Carlos,Sainz,McLaren,6,1:34.184,,
16,hulkenberg,Nico,Hülkenberg,Renault,7,1:34.236,,
16,norris,Lando,Norris,McLaren,8,1:34.201,,
16,grosjean,Romain,Grosjean,Haas F1 Team,9,1:34.283,,
16,ricciardo,Daniel,Ricciardo,Renault,10,1:34.138,,
16,gasly,Pierre,Gasly,Toro Rosso,11,1:34.456,,
16,perez,Sergio,Pérez,Racing Point,12,1:34.336,,
16,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,13,1:34.755,,
16,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,14,1:33.889,,
16,stroll,Lance,Stroll,Racing Point,15,1:34.287,,
16,raikkonen,Kimi,Räikkönen,Alfa Romeo,16,1:34.840,,
16,russell,George,Russell,Williams,17,1:35.356,,
16,kubica,Robert,Kubica,Williams,18,1:36.474,,
16,albon,Alexander,Albon,Red Bull,19,1:39.197,,
16,kvyat,Daniil,Kvyat,Toro Rosso,20,1:39.544,,
17,vettel,Sebastian,Vettel,Ferrari,1,1:28.988,,
17,leclerc,Charles,Leclerc,Ferrari,2,1:28.405,,
17,bottas,Valtteri,Bottas,Mercedes,3,1:28.896,,
17,hamilton,Lewis,Hamilton,Mercedes,4,1:28.735,,
17,max_verstappen,Max,Verstappen,Red Bull,5,1:28.754,,
17,albon,Alexander,Albon,Red Bull,6,1:29.351,,
17,sainz,Carlos,Sainz,McLaren,7,1:29.018,,
17,norris,Lando,Norris,McLaren,8,1:28.873,,
17,gasly,Pierre,Gasly,Toro Rosso,9,1:29.411,,
17,grosjean,Romain,Grosjean,Haas F1 Team,10,1:29.572,,
17,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,11,1:29.604,,
17,stroll,Lance,Stroll,Racing Point,12,1:29.594,,
17,raikkonen,Kimi,Räikkönen,Alfa Romeo,13,1:29.636,,
17,kvyat,Daniil,Kvyat,Toro Rosso,14,1:29.723,,
17,hulkenberg,Nico,Hülkenberg,Renault,15,1:29.619,,
17,ricciardo,Daniel,Ricciardo,Renault,16,1:29.822,,
17,perez,Sergio,Pérez,Racing Point,17,1:30.344,,
17,russell,George,Russell,Williams,18,1:30.364,,
17,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,19,,,
17,kubica,Robert,Kubica,Williams,20,,,
18,max_verstappen,Max,Verstappen,Red Bull,1,1:15.949,,
18,leclerc,Charles,Leclerc,Ferrari,2,1:16.364,,
18,vettel,Sebastian,Vettel,Ferrari,3,1:16.696,,
18,hamilton,Lewis,Hamilton,Mercedes,4,1:16.424,,
18,albon,Alexander,Albon,Red Bull,5,1:16.175,,
18,bottas,Valtteri,Bottas,Mercedes,6,1:17.062,,
18,sainz,Carlos,Sainz,McLaren,7,1:17.044,,
18,norris,Lando,Norris,McLaren,8,1:17.092,,
18,kvyat,Daniil,Kvyat,Toro Rosso,9,1:17.041,,
18,gasly,Pierre,Gasly,Toro Rosso,10,1:17.065,,
18,perez,Sergio,Pérez,Racing Point,11,1:17.465,,
18,hulkenberg,Nico,Hülkenberg,Renault,12,1:17.608,,
18,ricciardo,Daniel,Ricciardo,Renault,13,1:17.270,,
18,raikkonen,Kimi,Räikkönen,Alfa Romeo,14,1:17.225,,
18,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,15,1:17.794,,
18,stroll,Lance,Stroll,Racing Point,16,1:18.065,,
18,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,17,1:18.436,,
18,grosjean,Romain,Grosjean,Haas F1 Team,18,1:18.599,,
18,russell,George,Russell,Williams,19,1:18.823,,
18,kubica,Robert,Kubica,Williams,20,1:20.179,,
19,bottas,Valtteri,Bottas,Mercedes,1,1:33.750,,
19,vettel,Sebastian,Vettel,Ferrari,2,1:33.766,,
19,max_verstappen,Max,Verstappen,Red Bull,3,1:33.549,,
19,leclerc,Charles,Leclerc,Ferrari,4,1:33.988,,
19,hamilton,Lewis,Hamilton,Mercedes,5,1:33.454,,
19,albon,Alexander,Albon,Red Bull,6,1:33.984,,
19,sainz,Carlos,Sainz,McLaren,7,1:33.916,,
19,norris,Lando,Norris,McLaren,8,1:33.353,,
19,ricciardo,Daniel,Ricciardo,Renault,9,1:33.835,,
19,gasly,Pierre,Gasly,Toro Rosso,10,1:33.556,,
19,hulkenberg,Nico,Hülkenberg,Renault,11,1:34.092,,
19,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,12,1:33.812,,
19,kvyat,Daniil,Kvyat,Toro Rosso,13,1:34.138,,
19,stroll,Lance,Stroll,Racing Point,14,1:33.921,,
19,grosjean,Romain,Grosjean,Haas F1 Team,15,1:34.161,,
19,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,16,1:34.226,,
19,raikkonen,Kimi,Räikkönen,Alfa Romeo,17,1:34.369,,
19,russell,George,Russell,Williams,18,1:35.372,,
19,perez,Sergio,Pérez,Racing Point,19,1:35.808,,
19,kubica,Robert,Kubica,Williams,20,1:35.889,,
20,max_verstappen,Max,Verstappen,Red Bull,1,1:08.242,,
20,vettel,Sebastian,Vettel,Ferrari,2,1:08.556,,
20,hamilton,Lewis,Hamilton,Mercedes,3,1:08.614,,
20,leclerc,Charles,Leclerc,Ferrari,4,1:08.496,,
20,bottas,Valtteri,Bottas,Mercedes,5,1:08.545,,
20,albon,Alexander,Albon,Red Bull,6,1:08.503,,
20,gasly,Pierre,Gasly,Toro Rosso,7,1:08.909,,
20,grosjean,Romain,Grosjean,Haas F1 Team,8,1:09.197,,
20,raikkonen,Kimi,Räikkönen,Alfa Romeo,9,1:09.276,,
20,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,10,1:08.875,,
20,norris,Lando,Norris,McLaren,11,1:08.891,,
20,ricciardo,Daniel,Ricciardo,Renault,12,1:09.086,,
20,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,13,1:09.175,,
20,hulkenberg,Nico,Hülkenberg,Renault,14,1:09.050,,
20,perez,Sergio,Pérez,Racing Point,15,1:09.288,,
20,kvyat,Daniil,Kvyat,Toro Rosso,16,1:09.320,,
20,stroll,Lance,Stroll,Racing Point,17,1:09.536,,
20,russell,George,Russell,Williams,18,1:10.126,,
20,kubica,Robert,Kubica,Williams,19,1:10.614,,
20,sainz,Carlos,Sainz,McLaren,20,,,
21,hamilton,Lewis,Hamilton,Mercedes,1,1:35.851,,
21,bottas,Valtteri,Bottas,Mercedes,2,1:36.200,,
21,max_verstappen,Max,Verstappen,Red Bull,3,1:36.390,,
21,leclerc,Charles,Leclerc,Ferrari,4,1:36.478,,
21,vettel,Sebastian,Vettel,Ferrari,5,1:36.963,,
21,albon,Alexander,Albon,Red Bull,6,1:36.102,,
21,norris,Lando,Norris,McLaren,7,1:37.545,,
21,ricciardo,Daniel,Ricciardo,Renault,8,1:37.106,,
21,sainz,Carlos,Sainz,McLaren,9,1:37.358,,
21,hulkenberg,Nico,Hülkenberg,Renault,10,1:37.506,,
21,perez,Sergio,Pérez,Racing Point,11,1:36.961,,
21,gasly,Pierre,Gasly,Toro Rosso,12,1:37.198,,
21,stroll,Lance,Stroll,Racing Point,13,1:37.528,,
21,kvyat,Daniil,Kvyat,Toro Rosso,14,1:37.683,,
21,kevin_magnussen,Kevin,Magnussen,Haas F1 Team,15,1:37.710,,
21,grosjean,Romain,Grosjean,Haas F1 Team,16,1:38.051,,
21,giovinazzi,Antonio,Giovinazzi,Alfa Romeo,17,1:38.114,,
21,raikkonen,Kimi,Räikkönen,Alfa Romeo,18,1:38.383,,
21,russell,George,Russell,Williams,19,1:38.717,,
