Driver ID,Stop,Lap,Time,Duration
ricciardo,1,2,15:07:48,32.362
ricciardo,2,16,15:31:14,30.422
vettel,1,17,15:32:26,30.484
gasly,1,17,15:32:38,30.405
albon,1,17,15:32:41,30.793
perez,1,18,15:33:26,30.366
russell,1,18,15:33:46,31.079
bottas,1,18,15:33:47,40.957
kevin_magnussen,1,18,15:33:56,33.765
tsunoda,1,18,15:34:06,30.372
stroll,1,18,15:34:06,32.667
hamilton,1,18,15:34:07,32.740
ocon,1,18,15:34:08,31.409
latifi,1,18,15:34:17,31.125
zhou,1,18,15:34:18,32.203
mick_schumacher,1,18,15:34:18,31.320
max_verstappen,1,19,15:34:49,30.001
leclerc,1,19,15:34:56,31.794
norris,1,19,15:35:07,30.070
ricciardo,3,30,15:51:37,30.155
leclerc,2,49,16:16:19,30.042
perez,2,50,16:17:38,29.627
max_verstappen,2,51,16:18:44,29.942
mick_schumacher,2,52,16:22:04,30.984
leclerc,3,53,16:22:17,36.560
tsunoda,1,11,15:51:11,18.870
kevin_magnussen,1,12,15:52:43,19.760
mick_schumacher,1,14,15:55:54,20.413
alonso,1,15,15:57:23,21.638
gasly,1,16,15:58:56,19.543
albon,1,16,15:59:11,20.059
norris,1,18,16:02:13,19.986
hamilton,1,22,16:08:23,18.820
leclerc,1,24,16:11:03,19.697
max_verstappen,1,26,16:14:04,18.798
bottas,1,26,16:14:35,19.614
sainz,1,27,16:15:51,22.063
perez,1,27,16:16:00,18.519
ricciardo,1,30,16:21:25,19.484
latifi,1,34,16:28:20,19.185
russell,1,40,16:36:53,19.035
stroll,1,40,16:37:28,19.074
gasly,2,40,16:37:43,19.007
perez,2,41,16:38:38,18.433
ocon,1,41,16:39:21,19.019
vettel,1,41,16:39:42,19.861
ricciardo,2,41,16:39:49,19.280
tsunoda,2,41,16:40:43,19.618
kevin_magnussen,2,42,16:41:34,20.673
mick_schumacher,2,54,17:03:43,32.381
hamilton,1,1,15:05:05,31.054
kevin_magnussen,1,1,15:05:25,29.632
sainz,1,10,15:18:23,22.341
alonso,1,10,15:18:24,22.375
gasly,1,10,15:18:27,22.008
zhou,1,10,15:18:29,23.109
tsunoda,1,11,15:19:52,23.083
ricciardo,1,11,15:19:54,22.124
albon,1,11,15:20:05,23.419
norris,1,12,15:21:18,21.916
mick_schumacher,1,12,15:21:23,23.582
latifi,1,12,15:21:38,23.189
russell,1,13,15:22:29,22.154
max_verstappen,1,13,15:22:30,22.173
ocon,1,13,15:22:43,22.137
bottas,1,14,15:24:08,22.987
stroll,1,14,15:24:34,22.833
perez,1,17,15:28:29,22.032
leclerc,1,21,15:34:08,21.794
vettel,1,21,15:35:06,22.536
hamilton,2,22,15:36:50,22.105
albon,2,25,15:41:42,22.657
latifi,2,26,15:43:09,22.311
stroll,2,27,15:44:33,23.394
max_verstappen,2,28,15:44:56,21.966
gasly,2,29,15:47:23,27.947
kevin_magnussen,2,29,15:47:59,23.878
mick_schumacher,2,30,15:48:45,23.127
sainz,2,31,15:49:46,21.867
alonso,2,31,15:50:10,21.914
stroll,1,1,16:07:59,26.731
latifi,1,1,16:08:10,36.773
gasly,1,2,16:10:02,35.486
stroll,2,2,16:10:09,32.750
latifi,2,2,16:10:20,36.351
mick_schumacher,1,4,16:13:36,27.637
vettel,1,6,16:16:58,24.965
tsunoda,1,6,16:17:00,25.068
hamilton,1,15,16:31:22,24.796
perez,1,16,16:32:29,24.409
norris,1,17,16:34:17,24.872
mick_schumacher,2,17,16:35:15,36.854
leclerc,1,18,16:35:26,25.710
max_verstappen,1,18,16:35:33,27.009
albon,1,18,16:36:49,27.231
ricciardo,1,19,16:38:22,26.056
zhou,1,19,16:38:23,25.594
latifi,3,19,16:38:26,26.910
bottas,1,20,16:39:34,25.865
sainz,1,21,16:40:05,24.666
leclerc,2,21,16:40:08,28.034
russell,1,21,16:40:29,25.352
alonso,1,21,16:40:33,24.526
ocon,1,21,16:40:50,24.875
tsunoda,2,21,16:41:30,26.021
perez,2,22,16:41:35,24.536
max_verstappen,2,22,16:41:38,26.930
norris,2,22,16:41:58,24.760
hamilton,2,22,16:42:19,24.507
gasly,2,22,16:42:42,28.770
latifi,1,3,15:09:50,29.395
leclerc,1,9,15:20:26,23.212
russell,1,9,15:20:43,20.538
gasly,1,9,15:20:49,22.698
hamilton,1,9,15:20:54,21.470
vettel,1,9,15:20:55,20.249
tsunoda,1,9,15:20:57,23.083
zhou,1,9,15:21:08,23.001
kevin_magnussen,1,9,15:21:11,21.555
albon,1,9,15:21:16,25.577
mick_schumacher,1,9,15:21:23,26.973
perez,1,16,15:33:43,23.379
latifi,2,17,15:37:03,22.069
max_verstappen,1,18,15:37:17,21.468
alonso,1,18,15:37:59,20.571
norris,1,20,15:41:42,21.443
mick_schumacher,2,23,15:47:51,22.231
albon,2,29,15:58:39,21.540
stroll,1,30,16:00:30,22.059
max_verstappen,2,33,16:04:40,20.722
perez,2,33,16:04:56,22.349
russell,2,33,16:05:19,20.527
hamilton,2,33,16:05:49,20.831
ricciardo,1,33,16:06:02,21.794
ocon,1,33,16:06:22,22.638
bottas,1,33,16:06:34,20.979
tsunoda,2,38,16:15:56,41.500
vettel,1,5,14:10:02,23.406
gasly,1,5,14:10:04,23.557
kevin_magnussen,1,7,14:12:33,38.262
max_verstappen,1,9,14:15:15,24.217
hamilton,1,9,14:15:24,23.845
tsunoda,1,9,14:15:50,23.248
latifi,1,9,14:15:59,24.020
albon,1,18,14:28:07,23.804
russell,1,19,14:29:03,23.951
ocon,1,19,14:29:16,25.684
zhou,1,19,14:29:24,24.281
ricciardo,1,19,14:29:26,27.937
norris,1,19,14:29:34,43.032
vettel,2,19,14:29:44,23.681
sainz,1,20,14:30:33,24.215
alonso,1,28,14:41:26,23.779
gasly,2,36,14:52:35,23.613
latifi,2,37,14:54:22,30.034
leclerc,1,41,14:58:44,26.199
max_verstappen,2,43,15:00:29,23.704
norris,2,42,15:00:41,24.134
hamilton,2,44,15:02:06,23.841
russell,2,45,15:03:30,24.069
stroll,1,47,15:06:55,25.252
tsunoda,2,47,15:07:00,23.450
sainz,2,49,15:08:24,24.881
albon,2,48,15:08:45,23.530
ocon,2,49,15:09:34,23.945
alonso,2,49,15:09:42,25.139
bottas,1,49,15:09:50,26.089
max_verstappen,1,1,15:05:31,50:37.323
sainz,1,1,15:05:33,50:31.752
hamilton,1,1,15:05:36,50:46.888
leclerc,1,1,15:05:37,50:36.360
alonso,1,1,15:05:41,50:55.700
perez,1,1,15:05:43,50:34.772
norris,1,1,15:05:46,50:43.215
latifi,1,1,15:05:48,50:51.904
bottas,1,1,15:05:50,50:55.732
ricciardo,1,1,15:05:52,51:03.314
gasly,1,1,15:05:55,50:48.950
kevin_magnussen,1,1,15:05:57,51:03.613
vettel,1,1,15:06:00,51:07.301
stroll,1,1,15:06:02,51:09.017
mick_schumacher,1,1,15:06:04,51:05.174
tsunoda,1,1,15:06:40,50:11.861
ocon,1,1,15:07:49,49:10.760
perez,2,5,16:04:31,37.302
vettel,2,6,16:06:13,29.846
max_verstappen,2,12,16:15:21,29.395
stroll,2,15,16:20:37,28.632
gasly,2,16,16:22:13,29.632
tsunoda,2,18,16:25:31,34.759
latifi,2,19,16:26:52,28.829
mick_schumacher,2,19,16:26:53,29.147
sainz,2,20,16:27:47,28.574
ricciardo,2,20,16:28:29,30.262
ocon,2,22,16:31:35,30.342
kevin_magnussen,2,22,16:31:40,29.473
max_verstappen,3,23,16:33:05,29.296
perez,1,1,15:05:03,23.681
bottas,1,6,15:10:38,24.677
russell,1,11,15:16:24,38.201
albon,1,11,15:16:33,22.301
ricciardo,1,12,15:17:44,21.356
gasly,1,12,15:17:45,22.724
latifi,1,12,15:17:50,21.722
max_verstappen,1,13,15:18:34,22.022
norris,1,14,15:20:05,22.684
kevin_magnussen,1,15,15:21:15,22.205
ocon,1,16,15:22:24,21.755
mick_schumacher,1,16,15:22:28,22.120
vettel,1,20,15:27:30,22.112
zhou,1,24,15:32:20,22.704
leclerc,1,26,15:33:54,21.532
tsunoda,1,26,15:34:42,21.749
sainz,1,27,15:35:10,21.212
alonso,1,27,15:35:56,21.552
hamilton,1,28,15:36:38,23.026
stroll,1,29,15:38:12,21.431
latifi,2,35,15:45:51,21.206
max_verstappen,2,36,15:45:57,21.444
bottas,2,39,15:50:27,22.278
russell,2,40,15:51:25,21.731
gasly,2,40,15:51:40,27.610
kevin_magnussen,2,41,15:52:37,22.088
albon,2,41,15:52:47,22.122
mick_schumacher,2,43,15:54:56,22.880
norris,2,43,15:55:00,27.324
ocon,2,44,15:56:05,22.109
kevin_magnussen,1,8,15:17:07,36.779
mick_schumacher,1,9,15:18:50,36.704
zhou,1,9,15:18:55,36.444
tsunoda,1,11,15:22:23,37.648
max_verstappen,1,16,15:29:58,35.266
hamilton,1,18,15:33:29,37.189
perez,1,18,15:33:34,38.061
russell,1,18,15:33:35,38.277
alonso,1,18,15:33:47,36.524
norris,1,18,15:33:55,37.539
ocon,1,18,15:34:00,44.747
sainz,1,18,15:34:02,41.458
ricciardo,1,18,15:34:05,36.264
stroll,1,18,15:34:07,39.844
albon,1,18,15:34:13,37.380
gasly,1,18,15:34:17,35.969
bottas,1,18,15:34:25,37.855
kevin_magnussen,2,18,15:34:37,36.403
mick_schumacher,2,18,15:34:48,37.003
vettel,1,19,15:36:34,36.671
latifi,1,19,15:36:38,37.497
zhou,2,22,15:42:44,50.790
bottas,2,36,16:05:53,36.520
latifi,2,38,16:09:37,36.942
sainz,2,42,16:15:12,42.292
albon,1,2,15:06:40,31.224
kevin_magnussen,1,6,15:12:24,29.641
tsunoda,1,13,15:22:33,21.577
norris,1,14,15:23:43,23.567
stroll,1,14,15:23:56,21.779
ricciardo,1,15,15:25:20,21.558
vettel,1,15,15:25:23,21.402
russell,1,16,15:26:14,22.763
max_verstappen,1,16,15:26:25,21.351
gasly,1,16,15:26:55,21.675
sainz,1,17,15:27:39,22.820
perez,1,18,15:29:20,21.118
latifi,1,18,15:29:51,21.865
hamilton,1,19,15:30:39,21.699
leclerc,1,21,15:33:16,21.775
alonso,1,21,15:33:45,22.083
mick_schumacher,1,21,15:33:58,22.953
albon,2,21,15:34:22,21.816
ocon,1,23,15:36:35,23.581
bottas,1,26,15:41:08,22.272
zhou,1,27,15:42:36,22.321
tsunoda,2,33,15:51:30,22.016
kevin_magnussen,2,35,15:54:34,23.210
max_verstappen,2,38,15:57:25,21.228
leclerc,2,39,15:58:41,21.972
russell,2,39,15:58:47,21.743
latifi,2,39,16:00:11,22.452
albon,3,40,16:01:49,24.298
mick_schumacher,2,41,16:03:01,22.566
perez,2,42,16:03:23,21.167
leclerc,1,3,15:11:12,24.198
latifi,1,3,15:11:25,35.825
albon,1,10,15:25:41,23.334
gasly,1,10,15:25:49,22.857
sainz,1,11,15:27:20,22.543
alonso,1,11,15:27:31,22.641
kevin_magnussen,1,11,15:27:45,26.815
ricciardo,1,12,15:29:33,23.085
ocon,1,12,15:29:35,23.511
russell,1,13,15:31:15,22.825
norris,1,13,15:31:34,23.036
perez,1,14,15:33:07,22.349
vettel,1,14,15:33:20,23.222
zhou,1,14,15:33:31,23.744
mick_schumacher,1,14,15:33:42,24.158
max_verstappen,1,15,15:34:57,22.882
stroll,1,15,15:35:24,23.555
latifi,2,15,15:35:37,24.168
tsunoda,1,18,15:41:15,30.055
gasly,2,22,15:49:05,22.542
sainz,2,25,15:54:09,22.750
leclerc,2,25,15:54:29,23.189
alonso,2,25,15:54:38,23.954
albon,2,26,15:56:46,24.415
stroll,2,26,15:56:48,23.349
perez,2,27,15:57:52,22.650
kevin_magnussen,2,27,15:58:52,23.396
zhou,2,28,16:00:41,23.364
russell,2,29,16:01:48,22.977
norris,2,29,16:02:33,23.560
vettel,1,9,15:14:56,22.391
gasly,1,11,15:17:31,18.789
ricciardo,1,11,15:17:33,19.546
alonso,1,12,15:18:45,19.578
zhou,1,12,15:18:49,19.548
mick_schumacher,1,13,15:20:02,26.813
tsunoda,1,13,15:20:05,18.774
latifi,1,13,15:20:19,20.284
sainz,1,14,15:21:02,29.705
perez,1,14,15:21:05,18.835
kevin_magnussen,1,14,15:21:35,20.785
stroll,1,16,15:23:49,20.205
bottas,1,16,15:24:05,19.741
leclerc,1,17,15:24:47,19.080
norris,1,17,15:25:04,19.303
max_verstappen,1,18,15:25:58,19.634
ocon,1,18,15:26:30,19.455
albon,1,21,15:30:35,19.325
latifi,2,26,15:37:39,20.733
ricciardo,2,27,15:38:47,19.567
hamilton,1,29,15:40:15,19.046
russell,1,31,15:42:53,19.359
gasly,2,32,15:45:03,18.700
mick_schumacher,2,33,15:46:28,21.814
bottas,2,34,15:47:42,21.049
kevin_magnussen,2,34,15:47:53,23.710
vettel,2,35,15:49:07,19.156
zhou,2,37,15:51:33,25.433
stroll,2,38,15:52:27,20.214
perez,2,40,15:54:40,18.738
perez,1,7,15:13:53,23.698
leclerc,1,12,15:21:01,23.531
latifi,1,15,15:26:02,26.782
gasly,1,18,15:30:13,25.376
zhou,1,18,15:30:16,25.366
stroll,1,18,15:30:22,24.254
ricciardo,1,19,15:31:40,25.164
de_vries,1,19,15:31:43,24.628
ocon,1,19,15:31:50,24.336
tsunoda,1,19,15:31:51,24.009
russell,1,23,15:37:02,25.075
kevin_magnussen,1,24,15:39:20,30.164
max_verstappen,1,25,15:39:43,23.791
sainz,1,30,15:47:28,23.728
leclerc,2,33,15:51:22,23.904
hamilton,1,33,15:52:05,24.282
mick_schumacher,1,33,15:52:21,24.817
norris,1,35,15:54:54,26.714
bottas,1,35,15:55:18,24.758
perez,2,42,16:05:01,23.299
russell,2,47,16:11:50,24.114
kevin_magnussen,2,46,16:12:00,24.846
sainz,2,47,16:12:01,24.525
norris,2,47,16:12:41,24.784
max_verstappen,2,48,16:13:04,24.091
tsunoda,2,47,16:13:25,23.904
leclerc,3,48,16:13:27,23.719
latifi,2,47,16:13:35,24.263
kevin_magnussen,1,7,21:23:45,39.247
russell,1,21,21:54:16,30.378
gasly,1,33,22:19:45,29.867
tsunoda,1,33,22:20:11,31.293
bottas,1,33,22:20:13,32.167
kevin_magnussen,2,33,22:20:17,32.603
leclerc,1,34,22:20:56,32.058
hamilton,1,34,22:21:36,41.019
vettel,1,34,22:21:44,29.704
mick_schumacher,1,34,22:22:03,31.201
perez,1,35,22:22:51,29.550
sainz,1,35,22:23:17,30.603
max_verstappen,1,35,22:23:33,29.407
stroll,1,35,22:23:50,29.863
russell,2,35,22:25:08,29.713
norris,1,36,22:25:51,30.528
ricciardo,1,36,22:26:23,30.946
max_verstappen,2,40,22:36:35,29.775
mick_schumacher,2,41,22:39:34,34.722
russell,3,41,22:39:46,33.211
russell,4,51,22:59:32,29.893
gasly,1,1,14:06:24,41.319
max_verstappen,1,2,14:08:39,6:27.399
leclerc,1,2,14:08:41,6:29.973
perez,1,2,14:08:44,6:32.517
ocon,1,2,14:08:46,6:33.601
hamilton,1,2,14:08:49,6:36.504
alonso,1,2,14:08:52,6:36.837
russell,1,2,14:08:54,6:41.057
ricciardo,1,2,14:08:57,6:41.749
tsunoda,1,2,14:09:00,6:42.478
mick_schumacher,1,2,14:09:04,6:40.857
stroll,1,2,14:09:07,6:40.463
kevin_magnussen,1,2,14:09:08,6:42.029
norris,1,2,14:09:10,6:46.256
bottas,1,2,14:09:11,6:47.553
latifi,1,2,14:09:14,6:47.673
vettel,1,2,14:09:17,6:49.647
zhou,1,2,14:09:20,6:50.005
gasly,2,2,14:09:22,6:49.011
latifi,2,5,16:23:57,24.785
vettel,2,5,16:23:58,24.218
norris,2,6,16:25:53,24.595
bottas,2,6,16:25:56,24.869
max_verstappen,2,7,16:27:26,24.308
leclerc,2,7,16:27:27,25.899
perez,2,7,16:27:32,25.322
ocon,2,7,16:27:34,25.172
hamilton,2,7,16:27:36,25.059
russell,2,7,16:27:40,28.728
tsunoda,2,7,16:27:44,24.439
latifi,1,5,14:12:42,25.321
albon,1,9,14:19:29,24.624
zhou,1,9,14:19:31,27.326
bottas,1,10,14:21:08,25.013
tsunoda,1,10,14:21:14,23.688
ricciardo,1,10,14:21:17,26.206
gasly,1,11,14:22:51,23.670
hamilton,1,12,14:24:13,24.362
max_verstappen,1,13,14:25:50,23.866
russell,1,13,14:26:03,30.038
perez,1,14,14:27:47,23.403
norris,1,14,14:28:05,24.026
stroll,1,15,14:29:39,25.417
leclerc,1,18,14:34:58,24.314
vettel,1,18,14:35:06,24.307
alonso,1,18,14:35:26,23.870
ocon,1,18,14:35:37,24.816
mick_schumacher,1,18,14:35:37,25.209
kevin_magnussen,1,18,14:35:42,29.039
albon,2,18,14:35:50,24.311
latifi,2,18,14:36:12,24.195
alonso,2,22,14:45:23,39.707
zhou,2,23,14:48:10,25.015
gasly,2,32,15:05:32,28.918
tsunoda,2,33,15:07:16,23.241
mick_schumacher,2,33,15:07:18,24.651
hamilton,2,34,15:08:39,24.135
norris,2,34,15:08:59,23.702
max_verstappen,2,35,15:10:18,32.254
leclerc,2,35,15:10:26,23.755
stroll,1,17,14:27:31,23.509
perez,1,23,14:35:10,24.892
latifi,1,23,14:36:14,23.826
mick_schumacher,1,24,14:37:37,23.679
max_verstappen,1,25,14:37:51,22.487
leclerc,1,28,14:42:33,22.193
hamilton,1,29,14:43:26,23.194
sainz,1,29,14:43:52,23.469
tsunoda,1,29,14:44:16,22.468
norris,1,31,14:47:02,22.585
ocon,1,33,14:49:47,22.343
russell,1,34,14:50:27,22.795
vettel,1,38,14:57:10,22.534
albon,1,38,14:57:16,23.182
kevin_magnussen,1,38,14:57:34,23.722
bottas,1,39,14:58:09,23.863
alonso,1,40,14:59:30,23.159
gasly,1,40,15:00:02,29.168
stroll,2,40,15:00:20,23.119
ricciardo,1,44,15:05:25,22.280
zhou,1,45,15:07:02,24.218
latifi,2,52,15:17:55,24.039
russell,2,69,15:39:22,23.118
albon,1,4,15:10:31,24.361
max_verstappen,1,7,15:15:34,30.942
leclerc,1,7,15:15:42,30.080
alonso,1,14,15:24:40,23.478
zhou,1,16,15:27:16,24.332
sainz,1,17,15:28:17,25.206
gasly,1,19,15:31:04,23.460
tsunoda,1,20,15:32:36,23.287
latifi,1,20,15:32:40,28.807
leclerc,2,21,15:34:01,23.172
perez,1,23,15:35:54,22.869
max_verstappen,2,23,15:36:31,31.682
russell,1,24,15:37:06,23.521
norris,1,24,15:37:31,29.338
bottas,1,24,15:37:32,23.908
ocon,1,24,15:37:35,23.868
mick_schumacher,1,24,15:37:40,24.487
albon,2,25,15:39:08,23.352
vettel,1,26,15:40:04,24.248
hamilton,1,29,15:43:41,24.081
stroll,1,29,15:44:14,23.469
latifi,2,32,15:48:45,24.292
alonso,2,35,15:51:56,28.855
gasly,2,35,15:52:05,23.328
sainz,2,36,15:52:50,23.483
zhou,2,37,15:54:45,25.111
tsunoda,2,40,15:58:47,23.645
leclerc,3,44,16:03:38,23.124
bottas,2,45,16:04:45,24.616
vettel,2,45,16:04:49,24.028
albon,1,12,17:21:53,21.793
stroll,1,13,17:23:19,21.814
ocon,1,14,17:24:48,21.895
tsunoda,1,14,17:24:50,21.591
mick_schumacher,1,14,17:24:59,22.276
gasly,1,14,17:25:03,21.855
perez,1,15,17:26:00,21.360
russell,1,15,17:26:08,24.243
norris,1,15,17:26:16,22.234
zhou,1,15,17:26:28,22.435
latifi,1,15,17:26:44,22.423
sainz,1,17,17:29:08,21.930
hamilton,1,18,17:30:48,21.270
alonso,1,19,17:32:33,21.740
ricciardo,1,19,17:32:38,21.893
max_verstappen,1,20,17:33:31,22.735
leclerc,1,21,17:35:10,22.210
vettel,1,25,17:41:51,23.186
kevin_magnussen,1,28,17:46:53,22.387
bottas,1,30,17:49:54,22.573
perez,2,33,17:53:33,21.367
mick_schumacher,2,34,17:55:56,23.530
albon,2,35,17:57:22,21.798
tsunoda,2,38,18:01:49,22.262
sainz,2,39,18:02:41,21.575
russell,2,39,18:02:44,27.931
latifi,2,38,18:02:50,25.174
stroll,2,40,18:04:44,21.802
ocon,2,41,18:06:09,21.734
norris,2,42,18:07:36,21.559
