Driver ID,Stop,Lap,Time,Duration
alonso,2,34,17:09:13,19.983
giovinazzi,2,34,17:09:14,20.193
russell,2,34,17:09:15,20.029
mick_schumacher,2,34,17:09:16,1:09.761
mazepin,2,34,17:11:01,21.958
mick_schumacher,3,44,17:28:35,21.587
mazepin,3,44,17:29:37,24.780
perez,2,47,17:33:39,15.277
hamilton,2,47,17:33:39,15.432
vettel,2,47,17:33:42,14.945
gasly,2,47,17:33:45,15.085
leclerc,2,47,17:33:48,15.092
leclerc,1,14,15:26:59,30.798
tsunoda,1,15,15:28:52,30.226
mick_schumacher,1,15,15:29:09,31.457
ricciardo,1,16,15:30:21,29.951
bottas,1,17,15:31:34,30.572
sainz,1,17,15:32:00,30.534
gasly,1,17,15:32:01,30.781
russell,1,17,15:32:17,30.092
max_verstappen,1,18,15:33:10,29.803
alonso,1,18,15:33:49,31.288
latifi,1,18,15:34:01,29.775
hamilton,1,19,15:34:46,30.263
perez,1,24,15:43:14,29.682
norris,1,24,15:43:44,30.531
ocon,1,28,15:50:47,30.207
giovinazzi,1,28,15:50:48,30.586
mazepin,1,31,15:56:17,30.983
max_verstappen,2,32,15:56:20,30.123
raikkonen,1,33,15:59:18,31.327
stroll,1,34,16:00:37,30.996
vettel,1,37,16:05:29,31.069
leclerc,2,38,16:07:29,31.368
leclerc,1,1,15:04:22,28.386
latifi,1,1,15:04:58,26.419
mazepin,1,21,15:28:40,22.759
giovinazzi,1,23,15:30:50,21.210
russell,1,25,15:33:03,37.309
perez,1,26,15:33:46,23.477
latifi,2,25,15:34:10,21.953
tsunoda,1,26,15:34:15,21.234
russell,2,26,15:34:49,46.315
bottas,1,27,15:34:56,21.752
alonso,1,27,15:35:25,21.131
vettel,1,27,15:35:28,21.546
hamilton,1,28,15:35:48,21.219
stroll,1,28,15:36:35,20.936
max_verstappen,1,29,15:36:53,20.936
norris,1,31,15:39:53,21.692
mick_schumacher,1,33,15:43:09,22.400
raikkonen,1,36,15:46:10,21.227
ocon,1,36,15:46:14,21.238
leclerc,2,37,15:47:22,21.924
sainz,1,41,15:51:48,21.226
ricciardo,1,41,15:52:04,21.410
perez,2,54,16:06:26,20.961
hamilton,2,69,16:23:22,21.640
giovinazzi,1,1,15:04:39,21.129
tsunoda,1,12,15:18:55,21.145
gasly,1,13,15:20:04,22.564
stroll,1,14,15:21:20,21.391
vettel,1,17,15:24:54,21.086
mazepin,1,27,15:37:15,22.000
ricciardo,1,29,15:38:55,21.151
giovinazzi,2,29,15:39:18,27.122
norris,1,30,15:39:39,26.474
bottas,1,30,15:39:41,21.071
russell,1,30,15:40:16,21.606
hamilton,1,31,15:40:45,21.005
max_verstappen,1,32,15:41:42,21.090
perez,1,32,15:42:28,21.735
alonso,1,32,15:42:41,22.663
latifi,1,33,15:44:01,21.152
leclerc,1,34,15:44:47,21.143
mick_schumacher,1,34,15:45:26,21.798
raikkonen,1,37,15:48:30,21.896
gasly,2,45,15:57:48,20.850
mazepin,2,45,15:58:58,23.182
stroll,2,46,15:59:19,21.472
sainz,1,48,16:01:07,21.431
vettel,2,49,16:02:39,20.841
tsunoda,2,51,16:04:57,26.604
hamilton,2,53,16:06:32,21.421
max_verstappen,2,60,16:14:03,21.236
leclerc,1,2,15:07:57,34:07.731
hamilton,1,2,15:08:00,34:08.376
bottas,1,2,15:08:02,34:09.149
norris,1,2,15:08:03,34:12.218
ricciardo,1,2,15:08:05,34:11.281
vettel,1,2,15:08:08,34:15.222
alonso,1,2,15:08:10,34:18.580
sainz,1,2,15:08:12,34:19.122
raikkonen,1,2,15:08:14,34:22.984
ocon,1,2,15:08:16,34:26.994
stroll,1,2,15:08:18,34:27.861
gasly,1,2,15:08:21,34:27.244
giovinazzi,1,2,15:08:22,34:30.250
russell,1,2,15:08:25,34:32.543
tsunoda,1,2,15:08:28,34:35.695
mick_schumacher,1,2,15:08:30,34:35.728
latifi,1,2,15:08:32,34:37.164
mazepin,1,2,15:08:35,34:36.977
perez,1,2,15:08:37,34:36.405
raikkonen,2,18,16:09:59,28.110
perez,2,18,16:10:00,27.892
russell,2,18,16:10:03,27.812
vettel,2,18,16:10:08,28.145
ocon,2,19,16:11:30,28.772
latifi,2,19,16:11:41,27.543
ricciardo,2,20,16:12:48,28.817
norris,2,21,16:14:08,31.706
bottas,2,22,16:15:42,28.209
stroll,2,23,16:17:39,28.213
giovinazzi,2,23,16:17:51,28.137
max_verstappen,1,1,15:05:21,22.569
mazepin,1,1,15:05:28,23.715
norris,1,1,15:05:33,38.267
giovinazzi,1,1,15:05:53,26.573
hamilton,1,2,15:07:57,24:09.259
ocon,1,2,15:07:59,24:10.190
vettel,1,2,15:08:02,24:11.890
sainz,1,2,15:08:04,24:12.527
tsunoda,1,2,15:08:08,24:13.630
latifi,1,2,15:08:10,24:14.435
alonso,1,2,15:08:13,24:14.979
russell,1,2,15:08:17,24:17.487
raikkonen,1,2,15:08:20,24:17.844
mick_schumacher,1,2,15:08:22,24:17.042
gasly,1,2,15:08:25,24:17.615
ricciardo,1,2,15:08:28,24:17.127
max_verstappen,2,2,15:08:31,24:16.349
mazepin,2,2,15:08:34,24:17.420
giovinazzi,2,2,15:08:38,24:16.349
ocon,2,3,15:34:31,39.522
vettel,2,3,15:34:31,40.882
sainz,2,3,15:34:32,42.786
tsunoda,2,3,15:34:33,40.740
latifi,2,3,15:34:34,39.081
alonso,2,3,15:34:40,37.122
raikkonen,2,3,15:34:41,35.451
russell,2,3,15:34:41,29.374
mick_schumacher,2,3,15:34:42,36.813
gasly,2,3,15:34:43,39.839
ricciardo,2,3,15:34:43,34.492
mick_schumacher,1,4,15:08:42,35.573
perez,1,8,15:13:52,19.287
vettel,1,10,15:16:24,18.664
hamilton,1,20,15:28:18,19.770
max_verstappen,1,21,15:29:30,19.142
latifi,1,23,15:33:19,20.646
gasly,1,24,15:33:50,19.163
giovinazzi,1,27,15:38:13,19.049
russell,1,27,15:38:14,18.634
stroll,1,27,15:38:17,19.389
ricciardo,1,30,15:42:01,19.449
bottas,1,31,15:42:24,18.873
sainz,1,31,15:42:58,20.327
ocon,1,31,15:43:12,19.240
tsunoda,1,31,15:43:30,19.850
mick_schumacher,2,30,15:43:39,24.578
alonso,1,33,15:45:41,19.018
giovinazzi,2,33,15:46:17,20.043
mazepin,1,33,15:46:35,19.999
leclerc,1,34,15:46:39,19.490
hamilton,2,39,15:52:19,18.868
max_verstappen,2,40,15:53:30,18.578
kubica,1,40,15:55:29,19.708
norris,1,42,15:57:26,20.443
vettel,2,44,16:00:37,18.681
perez,2,47,16:03:51,18.555
bottas,2,67,16:27:35,21.730
hamilton,3,70,16:30:49,19.202
russell,2,68,16:30:57,25.533
giovinazzi,1,1,15:05:21,37.190
ricciardo,1,22,15:35:18,23.812
vettel,1,22,15:35:56,25.157
max_verstappen,1,23,15:36:46,32.456
latifi,1,23,15:37:22,24.168
mick_schumacher,1,23,15:37:49,24.714
norris,1,24,15:38:19,24.168
mazepin,1,24,15:39:22,24.928
hamilton,1,25,15:39:44,25.619
stroll,1,25,15:40:09,24.846
alonso,1,25,15:40:14,24.797
giovinazzi,2,25,15:40:55,30.551
leclerc,1,26,15:41:30,24.557
perez,1,26,15:41:34,23.906
sainz,1,26,15:41:48,24.283
bottas,1,26,15:41:50,24.308
ocon,1,26,15:42:10,30.333
russell,1,26,15:42:13,24.156
kubica,1,26,15:42:21,24.501
vettel,2,26,15:42:41,25.927
mazepin,2,28,15:47:13,24.806
mazepin,3,39,16:05:25,30.917
stroll,1,12,15:24:13,30.241
russell,1,13,15:25:55,30.665
latifi,1,13,15:26:27,30.056
tsunoda,1,13,15:26:28,30.112
sainz,1,14,15:27:33,30.715
mazepin,1,14,15:28:09,30.127
ocon,1,15,15:29:27,29.901
raikkonen,1,15,15:29:28,30.102
mick_schumacher,1,20,15:38:36,29.996
ricciardo,1,22,15:41:11,33.617
hamilton,1,26,15:47:52,29.878
max_verstappen,1,26,15:47:58,29.578
vettel,1,26,15:48:09,29.242
norris,1,28,15:51:03,29.824
bottas,1,28,15:51:35,29.936
gasly,1,33,16:00:00,29.354
leclerc,1,35,16:03:07,31.849
perez,1,36,16:04:32,36.026
alonso,1,36,16:04:40,30.157
giovinazzi,1,36,16:05:27,30.081
russell,2,47,16:23:56,32.081
bottas,2,47,16:23:58,29.569
raikkonen,2,47,16:23:59,30.131
mazepin,2,46,16:24:05,33.931
tsunoda,2,47,16:24:44,30.980
max_verstappen,2,48,16:25:32,31.017
sainz,2,48,16:25:33,30.677
ricciardo,2,48,16:25:35,31.016
stroll,2,48,16:26:01,43.124
hamilton,2,49,16:26:32,30.045
ricciardo,1,21,15:37:18,23.028
alonso,1,30,15:51:43,29.116
norris,1,34,15:57:20,23.239
latifi,1,34,15:58:22,24.104
tsunoda,1,35,15:59:39,23.329
russell,1,35,15:59:42,23.551
max_verstappen,1,36,15:59:52,22.442
sainz,1,36,16:00:33,28.353
mazepin,1,35,16:00:40,23.829
vettel,1,36,16:00:56,23.500
bottas,1,37,16:01:20,22.962
perez,1,37,16:01:47,22.463
raikkonen,1,37,16:02:50,23.164
vettel,2,37,16:03:36,23.514
gasly,1,39,16:05:01,29.310
stroll,1,39,16:05:17,35.509
mick_schumacher,1,39,16:07:05,23.892
giovinazzi,1,40,16:07:22,23.150
leclerc,1,47,16:17:27,23.646
hamilton,1,50,16:22:19,22.684
mazepin,1,1,14:05:35,30.673
ocon,1,3,14:09:03,40.800
latifi,1,5,14:12:39,32.610
alonso,1,7,14:16:03,23.576
giovinazzi,1,8,14:17:44,23.993
tsunoda,1,9,14:19:23,23.802
russell,1,9,14:19:32,23.572
max_verstappen,1,10,14:20:36,23.727
norris,1,10,14:21:01,24.385
gasly,1,10,14:21:07,23.745
ricciardo,1,11,14:22:38,24.176
sainz,1,11,14:22:41,23.414
mick_schumacher,1,11,14:23:10,24.293
perez,1,12,14:24:06,25.018
leclerc,1,12,14:24:15,24.011
raikkonen,1,12,14:24:38,24.191
hamilton,1,13,14:25:41,24.481
bottas,1,15,14:29:44,24.444
vettel,1,17,14:33:24,24.977
stroll,1,18,14:35:13,23.827
mazepin,2,24,14:46:40,24.611
latifi,2,25,14:47:47,23.653
ocon,2,25,14:47:50,23.919
giovinazzi,2,26,14:49:12,23.502
alonso,2,28,14:52:44,23.844
max_verstappen,2,29,14:52:59,24.052
sainz,2,29,14:53:43,26.866
perez,2,30,14:55:02,23.604
ricciardo,2,30,14:55:23,24.036
norris,2,30,14:55:31,25.548
ricciardo,1,1,13:05:11,38.128
bottas,1,1,13:05:16,22.463
latifi,1,11,13:21:22,23.681
stroll,1,12,13:22:45,23.586
mazepin,1,13,13:24:11,25.094
ocon,1,14,13:25:30,23.100
russell,1,15,13:26:51,21.984
giovinazzi,1,16,13:28:00,22.205
hamilton,1,29,13:45:17,22.373
leclerc,1,30,13:47:01,22.085
gasly,1,31,13:48:20,22.549
raikkonen,1,32,13:50:02,22.424
max_verstappen,1,33,13:50:33,21.908
vettel,1,33,13:51:22,22.277
stroll,2,34,13:53:37,26.056
ricciardo,2,38,13:58:47,22.813
alonso,1,39,13:59:43,23.985
perez,1,40,14:00:14,22.114
bottas,2,40,14:01:30,31.664
sainz,1,42,14:03:25,22.031
norris,1,44,14:06:38,22.534
latifi,2,49,14:14:59,22.739
mazepin,2,58,14:28:22,23.637
bottas,3,63,14:33:17,22.680
bottas,4,67,14:39:06,26.443
norris,1,1,14:04:50,27.313
tsunoda,1,4,14:08:22,31.939
russell,1,6,14:11:08,22.978
tsunoda,2,6,14:11:57,17.758
norris,2,6,14:12:08,17.719
max_verstappen,1,7,14:12:32,17.916
perez,1,7,14:12:34,18.308
hamilton,1,7,14:12:37,17.910
bottas,1,7,14:12:38,17.899
leclerc,1,7,14:12:40,17.943
sainz,1,7,14:12:42,18.460
vettel,1,7,14:12:43,18.107
gasly,1,7,14:12:45,19.439
ocon,1,7,14:12:46,19.285
ricciardo,1,7,14:12:47,19.732
alonso,1,7,14:12:52,17.751
stroll,1,7,14:12:53,17.948
giovinazzi,1,7,14:12:55,17.713
mazepin,1,7,14:12:56,17.995
mick_schumacher,1,7,14:12:57,17.861
latifi,1,7,14:12:59,18.153
raikkonen,1,7,14:13:01,18.327
russell,2,7,14:13:02,20.844
tsunoda,3,7,14:13:33,17.711
norris,3,7,14:13:44,17.673
max_verstappen,2,8,14:14:46,17.807
perez,2,8,14:14:48,18.136
hamilton,2,8,14:14:49,18.660
bottas,2,8,14:14:50,17.837
leclerc,2,8,14:14:52,17.771
tsunoda,1,9,17:17:42,25.659
raikkonen,1,10,17:19:14,26.174
gasly,1,13,17:23:37,25.630
giovinazzi,1,15,17:26:54,25.987
max_verstappen,1,17,17:29:03,25.300
russell,1,17,17:30:00,26.121
hamilton,1,18,17:30:21,25.235
latifi,1,18,17:31:31,25.811
perez,1,19,17:32:28,25.419
mick_schumacher,1,22,17:37:38,25.881
alonso,1,23,17:38:20,25.991
stroll,1,23,17:38:40,26.157
ocon,1,24,17:40:07,25.517
norris,1,25,17:41:32,25.319
ricciardo,1,26,17:43:19,25.562
vettel,1,26,17:43:20,25.726
sainz,1,27,17:44:36,25.639
leclerc,1,27,17:44:46,25.799
raikkonen,2,30,17:49:40,25.633
mazepin,1,31,17:51:36,26.515
giovinazzi,2,32,17:52:43,25.347
bottas,1,33,17:53:44,36.341
tsunoda,2,34,17:55:29,26.674
gasly,2,35,17:56:42,26.109
max_verstappen,2,41,18:04:20,25.175
perez,2,41,18:05:15,25.420
hamilton,2,42,18:05:37,25.381
norris,2,49,18:17:08,26.552
russell,2,49,18:18:36,35.006
max_verstappen,3,55,18:24:59,25.465
stroll,1,9,20:48:30,27.165
russell,1,9,20:48:32,20.519
hamilton,1,10,20:49:49,20.580
bottas,1,10,20:49:57,21.668
leclerc,1,10,20:50:01,20.531
perez,1,10,20:50:04,20.710
norris,1,10,20:50:14,20.973
alonso,1,10,20:50:27,20.405
latifi,1,10,20:50:43,24.220
max_verstappen,1,13,20:58:28,16:36.375
hamilton,2,13,20:58:32,16:35.856
bottas,2,13,20:58:35,16:35.942
ocon,1,13,20:58:37,16:37.126
ricciardo,1,13,20:58:41,16:37.029
leclerc,2,13,20:58:42,16:39.485
gasly,1,13,20:58:44,16:41.775
perez,2,13,20:58:46,16:42.619
sainz,1,13,20:58:47,16:44.618
giovinazzi,1,13,20:58:49,16:44.917
tsunoda,1,13,20:58:51,16:46.407
raikkonen,1,13,20:58:54,16:48.569
vettel,1,13,20:58:56,16:52.304
norris,2,13,20:58:57,16:57.303
alonso,2,13,20:59:01,16:59.850
mazepin,1,13,20:59:05,16:59.226
russell,2,13,20:59:08,17:01.615
stroll,2,13,20:59:12,17:00.939
latifi,2,13,20:59:20,16:57.257
max_verstappen,2,15,21:21:56,18:07.591
ocon,2,15,21:21:58,18:08.290
mick_schumacher,1,10,17:18:55,22.124
max_verstappen,1,13,17:22:42,21.152
hamilton,1,14,17:24:04,21.595
leclerc,1,15,17:26:08,22.461
ocon,1,15,17:26:13,21.677
norris,1,17,17:29:04,21.380
giovinazzi,1,17,17:29:20,22.283
ricciardo,1,18,17:30:47,21.449
sainz,1,19,17:31:59,22.213
perez,1,21,17:34:55,21.471
stroll,1,21,17:35:25,22.288
raikkonen,1,21,17:35:29,22.338
tsunoda,1,23,17:38:05,22.455
vettel,1,23,17:38:23,21.221
latifi,1,28,17:46:18,21.241
bottas,1,30,17:48:30,21.669
leclerc,2,35,17:56:24,21.173
max_verstappen,2,36,17:57:06,21.871
perez,2,36,17:57:40,21.413
alonso,1,36,17:58:06,21.304
gasly,1,36,17:58:06,22.133
norris,2,48,18:16:06,22.173
max_verstappen,3,53,18:22:37,21.453
ricciardo,2,52,18:22:38,22.056
stroll,2,52,18:22:55,22.661
perez,3,53,18:23:09,21.385
mick_schumacher,2,52,18:23:42,22.070
tsunoda,2,53,18:24:01,21.909
gasly,2,54,18:25:56,21.920
