Driver ID,Stop,Lap,Time,Duration
grosjean,1,20,15:37:03,23.280
raikkonen,1,24,15:41:31,23.229
giovinazzi,1,25,15:42:49,23.659
russell,1,25,15:42:53,21.417
bottas,1,26,15:43:06,21.937
hamilton,1,26,15:43:14,21.850
albon,1,26,15:43:25,21.279
norris,1,26,15:43:33,23.637
perez,1,26,15:43:34,22.383
leclerc,1,26,15:43:38,22.756
sainz,1,26,15:43:41,23.827
vettel,1,26,15:43:55,22.231
gasly,1,26,15:44:02,22.466
kvyat,1,26,15:44:12,22.769
ocon,1,26,15:44:17,21.683
latifi,1,26,15:45:08,22.058
albon,2,51,16:15:09,21.842
norris,2,51,16:15:19,21.921
leclerc,2,51,16:15:24,21.972
kvyat,2,51,16:15:41,21.622
raikkonen,2,51,16:15:48,21.569
vettel,2,51,16:15:55,22.738
latifi,2,51,16:16:23,21.918
sainz,2,52,16:17:02,21.805
giovinazzi,2,55,16:22:14,22.800
bottas,2,56,16:23:58,16.407
hamilton,2,56,16:24:00,16.365
perez,2,56,16:24:01,16.546
norris,3,56,16:24:03,18.163
albon,3,56,16:24:03,17.035
leclerc,1,1,15:14:20,39.715
max_verstappen,1,24,15:42:09,20.937
gasly,1,24,15:42:46,21.950
hamilton,1,27,15:45:28,21.729
kevin_magnussen,1,31,15:51:02,21.977
sainz,1,32,15:51:49,25.983
latifi,1,32,15:52:24,22.745
stroll,1,33,15:53:01,22.118
bottas,1,34,15:53:38,21.376
russell,1,34,15:54:49,21.697
albon,1,35,15:55:11,21.505
kvyat,1,36,15:56:45,22.197
ricciardo,1,37,15:57:33,21.603
grosjean,1,37,15:58:03,22.444
perez,1,38,15:58:45,22.761
norris,1,39,16:00:02,22.406
giovinazzi,1,39,16:00:18,21.667
raikkonen,1,44,16:06:06,21.459
gasly,2,49,16:12:15,22.280
sainz,2,66,16:31:07,21.873
max_verstappen,2,68,16:32:33,21.091
kvyat,1,1,15:14:46,23.568
leclerc,1,2,15:16:15,22.266
bottas,1,2,15:16:16,21.906
hamilton,1,3,15:17:37,22.320
stroll,1,3,15:17:46,23.081
vettel,1,3,15:17:50,28.286
perez,1,3,15:17:53,23.263
sainz,1,3,15:17:55,27.131
albon,1,3,15:17:58,23.046
latifi,1,3,15:18:00,21.596
gasly,1,3,15:18:01,22.740
raikkonen,1,3,15:18:04,22.299
max_verstappen,1,4,15:19:18,21.529
ricciardo,1,4,15:19:30,21.920
ocon,1,4,15:19:35,24.281
norris,1,4,15:19:40,23.012
russell,1,4,15:19:42,21.184
giovinazzi,1,4,15:19:50,22.283
latifi,2,4,15:21:24,36.335
kvyat,2,18,15:39:53,22.685
russell,2,19,15:41:33,21.367
leclerc,2,20,15:42:29,22.564
giovinazzi,2,20,15:43:04,23.082
vettel,2,29,15:54:50,21.880
